,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,Anomaly,Anomaly_Score,deposit
1374,33,blue-collar,390,yes,no,unknown,may,2,-1,unknown,0,0.8515086,yes
5309,43,technician,4389,no,no,telephone,jul,2,85,success,0,5.7604723,yes
4233,26,admin.,714,yes,no,unknown,may,1,-1,unknown,0,0.88274896,no
5425,60,admin.,-41,yes,yes,cellular,feb,1,262,failure,0,5.3529105,yes
5530,48,admin.,1180,no,no,cellular,jan,1,238,other,0,6.201967,yes
241,46,technician,1590,yes,no,cellular,jul,2,-1,unknown,0,2.0837657,no
2705,53,admin.,223,yes,yes,cellular,jul,1,-1,unknown,0,3.2483585,no
7194,33,entrepreneur,3140,yes,yes,cellular,nov,5,-1,unknown,0,4.7694163,no
908,30,services,129,yes,no,unknown,may,7,-1,unknown,0,2.9708323,yes
4661,55,blue-collar,196,no,no,cellular,aug,1,-1,unknown,0,2.467802,yes
1223,53,management,9072,no,no,cellular,nov,2,-1,unknown,0,2.90211,no
5304,39,management,271,yes,no,cellular,aug,1,-1,unknown,0,2.1932137,yes
6201,54,technician,3994,no,yes,cellular,oct,2,187,success,0,5.251189,yes
6465,54,retired,11,yes,yes,cellular,aug,10,-1,unknown,0,4.9919147,no
5747,56,management,0,no,yes,unknown,jun,1,-1,unknown,0,3.8419905,yes
5477,45,admin.,0,no,no,cellular,aug,2,-1,unknown,0,2.589473,no
2460,33,blue-collar,0,yes,no,telephone,jul,3,-1,unknown,0,3.9220767,no
7309,46,admin.,-42,no,yes,telephone,jul,12,-1,unknown,0,5.4629254,no
1297,52,admin.,-462,yes,no,cellular,feb,5,-1,unknown,0,4.176024,no
1667,52,admin.,813,no,yes,cellular,aug,2,-1,unknown,0,3.801988,no
2746,37,blue-collar,217,no,no,cellular,sep,2,-1,unknown,0,4.2146835,yes
820,47,management,0,no,no,cellular,oct,1,-1,unknown,0,3.85721,yes
5058,48,blue-collar,2677,no,no,unknown,jun,3,-1,unknown,0,1.2116755,no
5503,28,blue-collar,1348,yes,no,cellular,aug,2,-1,unknown,0,3.4108725,yes
6593,33,management,4176,no,no,cellular,mar,3,-1,unknown,0,2.3615403,yes
5285,38,housemaid,70,no,no,cellular,jun,1,-1,unknown,0,4.4621134,yes
7290,34,management,101,no,no,cellular,aug,2,-1,unknown,0,0.45156324,no
4640,46,blue-collar,336,yes,no,cellular,aug,3,457,other,0,4.9732676,yes
5130,52,retired,3687,yes,yes,unknown,jun,4,-1,unknown,0,4.320803,yes
5310,47,technician,19,yes,no,unknown,may,2,-1,unknown,0,0.7706008,no
7270,34,management,8000,no,no,cellular,feb,1,260,failure,0,4.8885336,yes
4460,29,technician,1180,yes,no,cellular,apr,3,323,failure,0,4.280977,yes
2355,37,entrepreneur,4798,yes,no,unknown,may,2,-1,unknown,0,4.158444,no
4755,30,technician,655,no,no,cellular,apr,1,202,success,0,4.3849998,yes
3245,48,services,1573,no,no,cellular,aug,1,-1,unknown,0,3.6307847,no
3414,33,management,808,yes,no,cellular,aug,16,-1,unknown,0,4.2032275,no
2947,38,management,619,yes,no,unknown,jun,4,-1,unknown,0,2.3434832,yes
7238,47,admin.,1265,no,no,cellular,aug,2,-1,unknown,0,2.515901,no
2509,46,admin.,306,yes,no,cellular,may,5,-1,unknown,0,2.4301398,no
2297,25,admin.,96,yes,no,unknown,may,2,-1,unknown,0,0.99497795,no
7132,33,services,772,yes,no,cellular,jan,2,259,success,0,6.439072,no
3005,52,services,431,no,no,cellular,aug,17,-1,unknown,0,5.064851,no
6342,51,blue-collar,7180,yes,no,unknown,may,1,-1,unknown,0,2.5871344,yes
4484,24,admin.,230,yes,no,cellular,may,1,-1,unknown,0,2.0971346,no
489,52,blue-collar,2396,yes,no,cellular,may,7,-1,unknown,0,2.5747147,no
4469,38,unemployed,804,no,no,cellular,jun,1,-1,unknown,0,4.3982286,yes
5661,56,management,1390,yes,no,cellular,nov,1,-1,unknown,0,2.422478,yes
5856,45,management,2813,yes,no,cellular,may,1,-1,unknown,0,2.183663,no
370,35,self-employed,524,yes,no,cellular,nov,4,-1,unknown,0,4.790623,no
4115,37,blue-collar,292,no,no,unknown,sep,1,-1,unknown,0,5.7340693,no
4260,28,self-employed,-522,yes,yes,cellular,may,2,-1,unknown,0,4.959703,yes
1028,41,entrepreneur,8491,yes,no,cellular,nov,1,-1,unknown,0,4.9539604,yes
1947,31,management,1310,yes,no,cellular,may,2,-1,unknown,0,2.0092902,no
4710,64,management,2352,no,no,cellular,nov,4,183,success,0,4.700256,yes
7376,21,student,2488,no,no,cellular,oct,1,-1,unknown,0,6.224727,yes
5645,40,management,205,no,no,cellular,jul,1,-1,unknown,0,2.0997066,no
4856,42,technician,49,no,no,cellular,feb,10,-1,unknown,0,4.203153,no
6962,37,blue-collar,168,yes,no,cellular,apr,2,-1,unknown,0,1.5544548,no
738,38,technician,1711,no,no,cellular,apr,3,202,success,0,4.383596,yes
2013,32,services,689,yes,yes,cellular,jun,3,-1,unknown,0,4.579104,yes
5154,46,housemaid,296,yes,no,unknown,jun,4,-1,unknown,0,3.7759554,no
4374,34,management,179,yes,no,cellular,nov,1,-1,unknown,0,2.0072286,no
5050,44,blue-collar,0,yes,no,cellular,jul,1,-1,unknown,0,1.9435102,no
1647,25,blue-collar,76,no,yes,cellular,jul,4,-1,unknown,0,2.4677668,no
69,31,unemployed,20,no,no,telephone,nov,1,-1,unknown,0,6.6172185,no
2414,58,unemployed,1625,no,no,cellular,feb,2,-1,unknown,0,4.6769114,yes
6506,44,management,-411,yes,no,unknown,jun,4,-1,unknown,0,2.4143903,yes
6967,46,management,460,no,no,cellular,jan,1,-1,unknown,0,3.6238246,no
3533,62,retired,3114,no,no,cellular,may,2,186,success,0,4.44515,yes
2317,39,management,562,no,no,cellular,sep,2,-1,unknown,0,4.4876895,no
6659,36,admin.,1815,no,no,unknown,jun,1,-1,unknown,0,2.5391188,no
225,35,management,2161,no,no,cellular,sep,3,-1,unknown,0,4.0274634,yes
6775,37,blue-collar,178,yes,yes,unknown,jun,1,-1,unknown,0,3.169356,no
1787,46,unemployed,44,no,no,cellular,aug,1,-1,unknown,0,4.4472227,yes
2558,22,student,423,no,no,cellular,jul,1,179,success,0,4.966354,yes
88,37,technician,588,yes,no,cellular,aug,4,-1,unknown,0,2.1300893,no
1873,39,blue-collar,0,yes,no,cellular,may,2,307,other,0,4.2953253,no
4687,31,admin.,383,no,yes,cellular,feb,1,214,failure,0,5.062019,no
3491,40,management,413,yes,no,unknown,may,1,-1,unknown,0,0.6072369,no
149,49,technician,905,no,no,cellular,jun,1,-1,unknown,0,3.6505954,yes
2533,53,services,2925,yes,no,unknown,may,4,-1,unknown,0,1.7387735,no
2764,29,blue-collar,258,yes,no,unknown,may,1,-1,unknown,0,0.43522114,no
18,46,management,242,no,no,cellular,aug,2,96,success,0,3.8776054,yes
367,30,self-employed,1785,no,no,unknown,oct,1,-1,unknown,0,6.70898,yes
3752,31,management,1331,no,no,cellular,apr,1,86,success,0,4.157991,yes
25,28,student,3733,yes,no,cellular,aug,5,91,success,0,5.488355,no
7202,48,admin.,292,yes,yes,cellular,jul,6,-1,unknown,0,3.239419,no
6792,47,admin.,0,no,no,cellular,nov,1,190,other,0,5.486919,yes
2674,42,blue-collar,1297,yes,no,cellular,apr,2,-1,unknown,0,1.4371834,no
1716,64,retired,571,yes,no,cellular,apr,2,-1,unknown,0,4.846201,yes
1429,57,management,657,yes,no,telephone,may,5,-1,unknown,0,4.4780474,no
844,55,services,244,yes,no,cellular,may,1,-1,unknown,0,2.2628455,no
2563,75,retired,6027,no,no,cellular,nov,2,94,failure,0,5.3323483,yes
3394,38,technician,5122,yes,no,cellular,nov,1,184,failure,0,3.9856474,no
4247,45,admin.,2353,yes,no,cellular,mar,1,107,other,0,6.7284155,yes
2951,34,blue-collar,182,no,no,cellular,aug,2,-1,unknown,0,2.6029265,yes
1516,37,admin.,597,no,no,cellular,jun,1,-1,unknown,0,3.9706354,yes
2339,31,admin.,8781,yes,no,cellular,may,1,177,success,0,4.852892,yes
3521,39,technician,556,yes,no,unknown,may,1,-1,unknown,0,0.6035052,no
5374,41,blue-collar,-386,no,yes,cellular,nov,1,-1,unknown,0,4.035134,yes
3328,31,unknown,3,no,no,cellular,jul,2,-1,unknown,0,6.702605,no
6127,24,student,1809,no,no,cellular,oct,1,95,success,0,6.465005,yes
4412,60,blue-collar,14,yes,yes,cellular,may,4,178,failure,0,4.0136666,no
6563,42,management,1519,no,no,cellular,oct,1,92,success,0,3.9951417,yes
5659,33,blue-collar,-112,yes,no,unknown,may,1,-1,unknown,0,0.42761323,no
903,28,management,258,no,yes,cellular,apr,1,-1,unknown,0,3.8955944,no
6680,59,admin.,-41,yes,yes,unknown,may,1,-1,unknown,0,3.2390704,no
196,30,admin.,60,no,no,cellular,jan,2,-1,unknown,0,4.205214,no
5195,57,retired,734,no,no,cellular,aug,4,-1,unknown,0,2.145539,yes
4335,41,technician,515,no,no,cellular,aug,2,-1,unknown,0,1.0817126,yes
2099,27,services,202,yes,no,telephone,jul,2,-1,unknown,0,4.7950478,no
3045,31,management,2,no,no,cellular,aug,1,-1,unknown,0,1.3039694,yes
5101,43,management,-410,no,yes,cellular,jul,1,-1,unknown,0,2.563286,no
6569,29,blue-collar,0,no,no,cellular,feb,2,-1,unknown,0,3.798007,no
1754,34,technician,652,yes,yes,cellular,jul,4,-1,unknown,0,2.9377398,no
1269,36,technician,7503,yes,no,telephone,may,1,335,failure,0,5.494412,no
4829,49,management,178,no,no,cellular,aug,2,-1,unknown,0,0.8512919,no
6458,59,technician,259,no,no,cellular,jun,1,89,success,0,4.314965,yes
546,55,retired,357,yes,no,cellular,aug,1,103,failure,0,5.0225997,no
1274,57,retired,3738,yes,no,cellular,apr,1,367,success,0,5.8398004,no
7280,75,retired,1413,no,no,cellular,sep,2,188,success,0,5.446449,yes
183,45,admin.,0,no,no,cellular,oct,1,-1,unknown,0,4.2558475,yes
6384,33,technician,5641,no,no,cellular,aug,2,-1,unknown,0,1.9279509,no
4532,40,management,10378,yes,no,cellular,nov,3,-1,unknown,0,3.128131,no
4017,55,services,2944,no,no,cellular,aug,6,-1,unknown,0,3.699559,yes
352,71,retired,4388,no,no,cellular,jul,2,-1,unknown,0,4.2587347,yes
1712,38,blue-collar,292,yes,yes,unknown,jun,2,-1,unknown,0,3.13336,no
7030,26,management,1027,no,no,cellular,sep,1,-1,unknown,0,3.9969559,yes
3959,53,technician,-165,yes,no,cellular,jul,1,-1,unknown,0,2.2368863,no
868,62,blue-collar,180,no,no,cellular,apr,2,-1,unknown,0,3.2089577,yes
2335,25,blue-collar,17,yes,no,unknown,may,2,-1,unknown,0,0.630358,no
401,46,blue-collar,993,yes,no,unknown,jun,1,-1,unknown,0,1.4569333,no
3409,26,student,100,no,no,cellular,may,1,-1,unknown,0,3.763889,yes
1813,23,technician,4545,no,no,cellular,jun,1,-1,unknown,0,3.9212554,no
2700,31,technician,11,no,no,cellular,aug,2,-1,unknown,0,0.58736414,no
2983,30,blue-collar,1165,yes,no,cellular,may,2,-1,unknown,0,0.8713417,no
4097,41,technician,1646,yes,no,cellular,feb,1,184,success,0,4.430531,yes
1415,55,blue-collar,890,no,no,cellular,aug,2,-1,unknown,0,2.3140552,yes
6422,57,technician,589,yes,no,cellular,aug,1,190,failure,0,4.5290556,yes
6334,73,retired,1050,no,no,cellular,mar,3,181,failure,0,6.690195,yes
3440,46,services,-522,yes,no,cellular,jul,2,-1,unknown,0,2.2446802,no
536,50,technician,892,yes,yes,unknown,may,1,-1,unknown,0,3.1914372,no
1046,53,services,367,yes,yes,cellular,jan,1,261,failure,0,6.4648385,no
2121,25,blue-collar,-247,yes,no,cellular,jul,1,-1,unknown,0,2.1771572,yes
3811,50,blue-collar,-37,yes,no,unknown,may,3,-1,unknown,0,0.8403066,no
3980,57,technician,6822,no,no,cellular,aug,2,-1,unknown,0,2.5959115,yes
7040,36,management,3770,yes,no,cellular,jul,4,-1,unknown,0,1.5430642,no
1537,42,blue-collar,3,yes,no,unknown,may,1,-1,unknown,0,0.39926022,no
4888,32,blue-collar,700,no,no,unknown,nov,1,-1,unknown,0,4.527678,yes
1318,27,blue-collar,-208,yes,no,unknown,may,2,-1,unknown,0,0.5257516,no
115,57,entrepreneur,1153,yes,yes,unknown,jun,6,-1,unknown,0,4.6167474,no
426,41,retired,-233,yes,no,unknown,may,2,-1,unknown,0,4.516002,yes
6114,31,technician,138,no,no,cellular,may,1,285,other,0,4.6649156,yes
1396,33,technician,0,no,no,cellular,aug,2,-1,unknown,0,0.46586403,no
5407,33,management,935,no,no,cellular,feb,2,92,success,0,4.3275404,yes
2706,47,admin.,3070,no,no,cellular,aug,4,-1,unknown,0,2.5970275,yes
3285,42,services,108,yes,yes,cellular,may,2,365,failure,0,4.539917,no
5015,34,management,2374,yes,yes,cellular,jun,2,314,failure,0,5.08112,yes
652,33,technician,3243,no,no,cellular,aug,4,-1,unknown,0,1.407727,yes
5502,38,self-employed,0,yes,no,cellular,apr,1,-1,unknown,0,4.9603944,no
6451,46,blue-collar,1144,yes,no,cellular,feb,2,129,other,0,5.0737357,yes
4915,48,management,148,no,no,cellular,aug,2,-1,unknown,0,0.7660351,no
343,32,management,2667,yes,no,cellular,mar,1,181,failure,0,5.009233,yes
2403,52,management,-970,yes,no,cellular,feb,1,-1,unknown,0,2.8556845,yes
2019,34,services,0,yes,yes,unknown,may,1,-1,unknown,0,3.2676787,no
208,45,blue-collar,594,yes,no,unknown,may,2,-1,unknown,0,1.1291605,yes
4998,34,admin.,1352,yes,no,cellular,apr,1,334,other,0,4.7405996,no
2086,37,technician,0,yes,no,cellular,apr,4,149,other,0,4.8152933,no
5555,49,blue-collar,388,no,no,telephone,jul,2,-1,unknown,0,3.9616644,no
3815,57,retired,3518,yes,no,cellular,aug,3,-1,unknown,0,2.9620237,yes
798,57,services,0,yes,no,cellular,may,9,282,other,0,5.6476126,no
7355,41,technician,965,no,no,cellular,aug,10,-1,unknown,0,2.3770058,yes
3785,38,technician,381,yes,no,unknown,may,2,-1,unknown,0,0.5616639,no
4714,41,entrepreneur,221,yes,no,unknown,may,2,-1,unknown,0,3.9092147,no
3782,34,services,22,yes,no,unknown,may,1,-1,unknown,0,0.60708773,no
7109,31,management,-365,yes,no,unknown,may,6,-1,unknown,0,1.6432973,no
4169,45,management,6269,yes,no,cellular,jul,2,-1,unknown,0,2.1404648,no
6197,55,blue-collar,93,no,yes,cellular,jan,1,-1,unknown,0,4.9272766,no
1841,43,blue-collar,514,yes,yes,cellular,apr,2,-1,unknown,0,3.2415721,no
6786,50,admin.,2405,yes,no,cellular,may,1,287,failure,0,3.0592828,no
507,29,management,1514,yes,no,telephone,may,1,333,other,0,6.0189924,no
1575,27,admin.,454,no,yes,cellular,jul,2,-1,unknown,0,3.0612285,no
4569,41,blue-collar,5291,yes,no,unknown,may,3,-1,unknown,0,1.8490074,yes
6056,40,entrepreneur,3571,no,no,unknown,jun,3,-1,unknown,0,4.141485,no
2789,34,admin.,142,yes,no,cellular,may,1,-1,unknown,0,2.046328,yes
2180,33,admin.,640,no,no,cellular,jul,1,-1,unknown,0,2.2828991,no
2274,25,blue-collar,509,no,no,cellular,mar,1,-1,unknown,0,4.1300526,yes
5930,26,blue-collar,2007,no,no,cellular,oct,1,92,success,0,4.5175915,yes
5605,50,management,1612,no,no,cellular,jun,2,98,other,0,4.9780364,yes
3022,41,unknown,942,no,no,cellular,apr,1,-1,unknown,0,6.8764095,yes
3868,49,unemployed,518,no,no,cellular,jan,2,-1,unknown,0,6.7024393,yes
215,33,management,2485,yes,no,cellular,nov,2,-1,unknown,0,2.0986485,no
620,31,unemployed,167,no,no,cellular,nov,1,-1,unknown,0,5.0573597,no
2997,34,management,2287,yes,no,unknown,may,4,-1,unknown,0,2.292225,yes
7354,32,blue-collar,1076,yes,no,unknown,may,1,-1,unknown,0,0.4749316,no
163,45,management,1199,no,no,telephone,feb,2,-1,unknown,0,4.9014125,no
1152,49,technician,443,no,no,unknown,jun,11,-1,unknown,0,3.831227,no
6306,39,blue-collar,171,yes,yes,cellular,may,1,353,failure,0,3.3716996,no
3985,36,admin.,1954,yes,yes,cellular,nov,2,174,failure,0,4.8022294,no
3239,35,technician,2201,no,no,telephone,apr,1,-1,unknown,0,4.888725,yes
7276,47,retired,-71,yes,no,cellular,aug,5,-1,unknown,0,3.323094,no
2720,32,technician,4654,yes,yes,cellular,nov,1,128,failure,0,4.592603,yes
1556,32,services,2881,no,no,cellular,jul,1,-1,unknown,0,2.8740203,yes
4720,35,technician,3549,yes,no,cellular,aug,4,-1,unknown,0,2.1345434,no
4854,34,admin.,1085,no,no,cellular,mar,7,-1,unknown,0,4.5316815,yes
1419,32,management,141,yes,no,cellular,may,3,89,success,0,4.3691416,no
1659,44,blue-collar,0,yes,no,cellular,jul,2,-1,unknown,0,1.6904566,no
7216,43,unemployed,0,no,no,cellular,oct,1,94,success,0,6.4712133,yes
5243,72,retired,0,no,no,telephone,aug,1,-1,unknown,0,4.955101,no
1279,58,management,577,no,no,unknown,may,3,-1,unknown,0,2.403757,no
4890,35,blue-collar,306,no,no,unknown,jun,8,-1,unknown,0,2.5962994,no
416,24,unemployed,2573,no,no,cellular,may,2,-1,unknown,0,4.333064,yes
7397,60,technician,4243,yes,no,cellular,feb,1,251,failure,0,4.7151494,no
5637,75,retired,6027,no,no,cellular,may,1,179,success,0,4.592107,yes
7224,64,retired,1574,no,no,telephone,jul,3,-1,unknown,0,4.7301755,yes
3680,32,admin.,653,no,no,cellular,jun,1,-1,unknown,0,3.9785829,yes
6834,36,management,2547,no,no,cellular,jul,1,-1,unknown,0,2.1452022,no
5725,42,blue-collar,419,yes,yes,unknown,may,4,-1,unknown,0,1.6726631,no
7143,35,technician,1,yes,yes,unknown,may,1,-1,unknown,0,3.269116,no
1581,32,services,109,yes,no,unknown,jun,13,-1,unknown,0,4.534107,no
7385,26,management,775,no,no,unknown,may,3,-1,unknown,0,2.3358858,no
3404,42,technician,314,yes,no,unknown,oct,1,-1,unknown,0,5.3787203,yes
5628,26,technician,181,no,no,cellular,apr,2,-1,unknown,0,2.2569332,yes
7080,34,unemployed,1974,no,no,cellular,jul,1,342,success,0,5.3983116,yes
392,28,unemployed,236,no,no,cellular,may,1,87,failure,0,5.6778593,yes
6057,37,management,7100,no,no,cellular,nov,2,-1,unknown,0,2.4416559,no
1707,57,management,10583,no,no,cellular,sep,3,98,success,0,4.91244,yes
1940,55,blue-collar,496,no,yes,cellular,jul,4,-1,unknown,0,2.7979877,no
2040,41,technician,2490,yes,no,unknown,may,2,-1,unknown,0,0.87305295,no
410,43,blue-collar,3064,yes,no,cellular,nov,2,-1,unknown,0,2.9078743,yes
6881,29,services,271,yes,no,unknown,may,2,-1,unknown,0,2.19609,yes
1166,41,technician,30,yes,no,cellular,jul,1,-1,unknown,0,2.0675724,no
3221,49,services,1884,yes,no,cellular,may,1,-1,unknown,0,2.154984,no
1520,46,self-employed,0,no,no,unknown,aug,1,-1,unknown,0,4.2278614,no
2280,42,services,4216,no,no,cellular,jun,2,-1,unknown,0,4.1888523,yes
7046,47,blue-collar,-58,yes,no,cellular,jul,2,-1,unknown,0,1.8823174,no
3092,42,blue-collar,1080,yes,yes,cellular,may,3,370,failure,0,3.7777078,yes
1881,58,management,1387,yes,no,unknown,may,5,-1,unknown,0,1.8261745,no
1165,33,technician,133,no,no,cellular,may,1,-1,unknown,0,2.2908869,yes
992,30,unemployed,463,no,no,cellular,aug,4,-1,unknown,0,4.7083535,no
4679,57,blue-collar,195,no,yes,telephone,jul,4,-1,unknown,0,4.7481337,no
5885,38,admin.,0,no,yes,cellular,jul,3,-1,unknown,0,3.0451372,no
1918,70,retired,2346,no,no,cellular,feb,1,184,failure,0,4.7713237,yes
1943,49,blue-collar,408,no,no,cellular,aug,4,-1,unknown,0,2.2557275,yes
760,47,blue-collar,1730,yes,no,cellular,apr,1,-1,unknown,0,2.2733006,yes
6245,50,blue-collar,388,no,no,cellular,feb,1,-1,unknown,0,3.807146,no
1925,27,admin.,15,no,yes,cellular,jul,1,-1,unknown,0,3.1266992,no
7070,60,retired,894,yes,no,unknown,may,7,-1,unknown,0,4.3180833,no
6931,52,admin.,363,yes,no,cellular,aug,1,462,success,0,4.959432,yes
4970,30,blue-collar,457,yes,no,unknown,jun,20,-1,unknown,0,5.529821,no
1304,38,technician,10596,no,no,cellular,aug,1,197,other,0,5.519184,yes
4023,34,blue-collar,2308,yes,no,unknown,may,1,-1,unknown,0,0.78334683,no
2047,53,retired,7132,no,no,cellular,aug,2,-1,unknown,0,3.0861459,no
2676,26,services,633,yes,no,unknown,may,2,-1,unknown,0,0.94780546,no
53,45,unemployed,8725,no,no,cellular,jul,2,-1,unknown,0,5.0115147,no
2672,25,technician,839,yes,no,cellular,may,3,-1,unknown,0,2.1986954,yes
708,53,retired,1296,yes,no,unknown,jun,1,-1,unknown,0,3.9543111,no
175,47,student,107,no,no,telephone,jul,8,-1,unknown,0,6.470154,no
2104,66,retired,1948,no,no,cellular,jan,1,91,success,0,6.443172,yes
4795,43,technician,6835,no,no,unknown,jun,2,-1,unknown,0,2.618854,no
3156,43,blue-collar,232,no,yes,cellular,may,1,-1,unknown,0,3.518685,no
2117,29,admin.,1070,yes,no,unknown,may,1,357,other,0,5.712782,yes
5375,37,technician,197,no,no,cellular,feb,1,91,success,0,4.3082485,yes
1478,30,management,850,no,no,cellular,aug,2,-1,unknown,0,1.144381,yes
1923,58,self-employed,1636,no,no,cellular,apr,1,-1,unknown,0,5.1197166,no
2399,42,technician,0,yes,no,unknown,may,2,-1,unknown,0,0.67897433,no
1772,52,retired,0,no,no,cellular,aug,5,-1,unknown,0,2.4626818,no
518,37,admin.,-65,no,no,cellular,jul,1,-1,unknown,0,2.21352,no
5674,32,management,1966,no,no,cellular,aug,3,-1,unknown,0,0.69655526,no
5014,39,management,0,yes,no,cellular,jul,21,-1,unknown,0,5.70828,no
5250,31,management,71,no,no,cellular,mar,1,-1,unknown,0,2.3766484,yes
6141,31,management,10884,no,no,cellular,aug,3,98,success,0,4.602108,yes
1626,34,management,0,yes,no,cellular,aug,1,99,success,0,3.7810473,yes
666,32,management,0,no,no,cellular,aug,2,-1,unknown,0,0.50028294,no
5064,59,entrepreneur,222,no,no,cellular,nov,1,-1,unknown,0,4.708074,no
1610,40,unemployed,219,yes,no,unknown,may,1,-1,unknown,0,4.6442566,no
4786,31,technician,816,no,no,cellular,jun,2,-1,unknown,0,3.4796932,no
640,40,admin.,67,no,yes,cellular,nov,2,152,failure,0,4.9997926,no
6429,37,admin.,781,no,no,cellular,aug,1,-1,unknown,0,2.8682368,no
4933,29,admin.,504,yes,no,cellular,may,1,-1,unknown,0,2.043022,no
5992,37,unemployed,1978,no,no,cellular,sep,1,182,success,0,6.6286836,yes
3658,58,management,407,yes,no,cellular,jul,2,-1,unknown,0,1.991343,no
3780,50,technician,2794,no,no,cellular,aug,2,-1,unknown,0,1.5149157,yes
6117,28,entrepreneur,1734,yes,no,unknown,jun,3,-1,unknown,0,4.0155487,no
4969,29,management,985,yes,no,cellular,jul,2,-1,unknown,0,2.145356,yes
282,32,technician,1279,yes,no,unknown,jun,3,-1,unknown,0,3.047625,yes
6494,38,technician,1919,no,no,cellular,aug,1,-1,unknown,0,1.2562805,yes
3958,42,management,0,no,no,cellular,aug,2,-1,unknown,0,0.68072784,no
1617,56,housemaid,61,no,no,cellular,jun,1,-1,unknown,0,4.3414745,no
463,67,retired,1430,no,no,cellular,jan,2,91,failure,0,6.4797482,yes
3354,35,technician,354,no,no,cellular,aug,3,-1,unknown,0,1.126553,yes
5383,37,technician,0,yes,no,cellular,apr,3,-1,unknown,0,2.2370799,yes
4444,39,blue-collar,24277,no,no,cellular,aug,1,-1,unknown,0,6.7646255,yes
7148,62,retired,1742,no,no,cellular,jun,2,98,other,0,6.026491,yes
2139,49,blue-collar,0,no,yes,cellular,jul,1,-1,unknown,0,2.5170653,yes
1078,31,technician,636,yes,no,cellular,may,4,-1,unknown,0,2.2919679,yes
3198,34,technician,8029,yes,no,cellular,aug,4,-1,unknown,0,2.9850447,yes
2974,20,student,215,no,no,cellular,nov,1,95,success,0,5.481304,yes
7408,53,management,13901,yes,no,cellular,nov,1,-1,unknown,0,4.234556,no
3760,58,retired,5092,no,no,unknown,jun,6,-1,unknown,0,4.1864033,no
1170,70,retired,324,no,no,cellular,aug,1,308,other,0,6.2842255,yes
3686,54,blue-collar,316,yes,no,cellular,may,1,-1,unknown,0,1.9816879,no
7231,36,management,3343,no,no,cellular,nov,1,-1,unknown,0,2.1014369,no
