,job,balance,housing,loan,contact,campaign,pdays,poutcome,education,default,duration,previous,deposit
1209,unemployed,-165,yes,yes,unknown,3,-1,unknown,secondary,no,179,0,0
7180,blue-collar,414,no,no,cellular,1,-1,unknown,secondary,no,147,0,0
3324,entrepreneur,353,no,no,cellular,2,-1,unknown,secondary,no,90,0,0
1809,self-employed,120,yes,yes,unknown,3,-1,unknown,tertiary,no,130,0,0
2765,blue-collar,258,yes,no,unknown,1,-1,unknown,primary,no,130,0,0
4533,retired,3444,no,no,cellular,1,185,success,tertiary,no,252,2,1
2220,technician,1561,no,no,cellular,1,-1,unknown,secondary,no,75,0,0
6310,admin.,661,yes,no,cellular,2,183,failure,secondary,no,245,10,1
6537,self-employed,2376,no,no,cellular,1,-1,unknown,tertiary,no,122,0,1
6376,management,3287,no,no,cellular,1,-1,unknown,tertiary,no,497,0,1
4170,management,3160,yes,no,cellular,2,-1,unknown,tertiary,no,688,0,1
5139,admin.,22086,no,no,cellular,1,-1,unknown,tertiary,no,160,0,1
6525,management,520,yes,no,cellular,4,-1,unknown,tertiary,no,1307,0,1
2072,housemaid,1528,no,no,cellular,1,-1,unknown,tertiary,no,496,0,1
4350,admin.,3160,no,no,unknown,13,-1,unknown,secondary,no,719,0,0
6787,services,450,no,no,unknown,1,-1,unknown,secondary,no,47,0,0
196,technician,341,no,no,cellular,2,183,success,tertiary,no,419,1,1
2693,technician,103,yes,no,unknown,2,-1,unknown,tertiary,no,135,0,0
1739,blue-collar,452,yes,no,cellular,2,-1,unknown,unknown,no,359,0,0
6025,technician,6843,no,no,cellular,1,100,other,tertiary,no,755,10,1
2646,services,295,yes,yes,cellular,1,-1,unknown,secondary,no,64,0,0
4283,services,0,yes,no,cellular,2,-1,unknown,primary,no,960,0,0
6118,unemployed,3754,no,no,cellular,2,-1,unknown,secondary,no,1063,0,1
5035,management,73,no,no,cellular,2,-1,unknown,tertiary,no,426,0,1
4688,management,2352,no,no,cellular,4,183,success,unknown,no,181,7,1
2439,management,2753,no,no,cellular,1,-1,unknown,tertiary,no,645,0,1
1236,management,349,no,no,cellular,1,-1,unknown,tertiary,no,182,0,0
5157,technician,344,no,no,cellular,16,-1,unknown,secondary,no,519,0,1
4542,blue-collar,3,yes,no,cellular,4,-1,unknown,secondary,no,228,0,0
5062,management,62,yes,no,cellular,1,-1,unknown,tertiary,no,166,0,0
4758,management,7606,yes,no,unknown,1,-1,unknown,tertiary,no,917,0,1
2495,entrepreneur,-799,no,yes,cellular,3,-1,unknown,secondary,no,1001,0,1
1673,blue-collar,625,no,no,cellular,1,-1,unknown,secondary,no,267,0,0
3058,management,436,no,no,cellular,1,595,failure,tertiary,no,567,2,1
5788,services,52,yes,no,cellular,2,179,success,secondary,no,498,7,1
6624,retired,1097,no,no,telephone,1,-1,unknown,primary,no,181,0,1
2239,services,36,yes,yes,cellular,1,-1,unknown,secondary,no,930,0,1
2313,admin.,736,yes,no,unknown,1,-1,unknown,secondary,no,74,0,0
1885,blue-collar,149,yes,no,telephone,3,-1,unknown,unknown,no,329,0,0
3995,admin.,0,yes,no,cellular,1,181,success,secondary,no,187,2,1
4037,technician,0,no,no,cellular,1,-1,unknown,tertiary,no,237,0,1
954,management,478,no,yes,cellular,1,-1,unknown,tertiary,no,165,0,0
4176,management,37,no,no,cellular,11,-1,unknown,secondary,no,84,0,0
6043,blue-collar,1723,no,no,cellular,2,-1,unknown,secondary,no,166,0,1
5447,retired,136,yes,no,unknown,2,-1,unknown,primary,no,267,0,0
7030,technician,0,no,no,cellular,4,-1,unknown,secondary,no,594,0,1
6237,management,939,yes,no,unknown,1,-1,unknown,tertiary,no,740,0,1
6132,management,3643,no,no,cellular,1,-1,unknown,tertiary,no,162,0,0
3712,technician,4945,yes,no,cellular,2,-1,unknown,secondary,no,311,0,1
3195,retired,3771,no,no,telephone,1,-1,unknown,secondary,no,159,0,0
2943,management,3663,no,no,cellular,2,213,success,tertiary,no,424,3,1
447,management,14930,no,no,cellular,1,-1,unknown,tertiary,no,190,0,0
5557,management,82,no,no,cellular,4,-1,unknown,tertiary,no,507,0,1
1918,blue-collar,7735,yes,no,cellular,1,144,failure,primary,no,166,2,0
726,blue-collar,0,yes,no,unknown,2,-1,unknown,secondary,no,173,0,0
5392,self-employed,1382,no,no,unknown,1,-1,unknown,tertiary,no,700,0,1
1544,blue-collar,922,yes,no,telephone,2,-1,unknown,secondary,no,296,0,0
6377,entrepreneur,714,yes,no,unknown,4,-1,unknown,tertiary,no,166,0,0
2928,unknown,4717,no,no,telephone,1,-1,unknown,unknown,no,256,0,1
1432,management,0,yes,no,cellular,1,-1,unknown,tertiary,no,474,0,0
102,entrepreneur,-124,yes,no,unknown,5,-1,unknown,tertiary,no,374,0,0
1458,management,1841,yes,no,cellular,4,-1,unknown,tertiary,no,141,0,0
5684,blue-collar,1808,yes,no,cellular,1,-1,unknown,secondary,no,560,0,1
2140,blue-collar,0,no,yes,cellular,1,-1,unknown,secondary,no,625,0,1
5815,management,114,yes,no,cellular,1,-1,unknown,tertiary,no,457,0,1
3014,technician,0,yes,no,cellular,5,-1,unknown,secondary,no,193,0,0
4315,blue-collar,0,yes,yes,cellular,2,-1,unknown,primary,no,209,0,0
6241,services,306,yes,no,cellular,7,-1,unknown,tertiary,no,285,0,0
6664,management,577,yes,no,cellular,2,153,failure,tertiary,no,243,1,0
6073,unemployed,1713,yes,no,unknown,2,-1,unknown,secondary,no,855,0,1
5774,student,387,yes,no,cellular,3,347,failure,tertiary,no,1024,3,1
2198,student,3,no,no,cellular,2,148,other,tertiary,no,135,1,0
3886,technician,696,yes,no,unknown,1,-1,unknown,secondary,no,815,0,1
2811,admin.,920,no,no,cellular,1,95,failure,secondary,no,130,2,1
824,management,1390,no,no,cellular,4,-1,unknown,tertiary,no,552,0,0
7407,management,159,no,no,telephone,3,155,other,tertiary,no,220,3,1
333,unemployed,983,yes,no,cellular,1,-1,unknown,tertiary,no,97,0,1
6127,management,3104,yes,no,unknown,2,-1,unknown,tertiary,no,160,0,0
6759,unemployed,1766,no,no,unknown,2,-1,unknown,secondary,no,595,0,1
6138,blue-collar,2453,yes,no,unknown,1,-1,unknown,primary,no,1052,0,1
6102,admin.,0,no,no,cellular,1,183,success,tertiary,no,292,2,1
2042,technician,86,no,no,unknown,1,-1,unknown,secondary,no,45,0,0
1331,admin.,0,yes,no,cellular,1,-1,unknown,secondary,no,93,0,0
5504,blue-collar,-529,yes,no,cellular,4,-1,unknown,secondary,no,416,0,0
4023,retired,209,no,no,cellular,3,106,failure,unknown,no,391,1,1
5597,student,1123,no,no,cellular,1,412,other,secondary,no,475,1,1
3357,services,31,no,no,cellular,1,-1,unknown,secondary,no,192,0,1
1543,blue-collar,1230,yes,no,cellular,1,196,success,secondary,no,169,2,1
542,student,14,no,no,cellular,3,136,other,secondary,no,144,1,0
5995,blue-collar,1,yes,no,unknown,1,-1,unknown,secondary,no,215,0,0
7137,technician,18,no,no,cellular,2,-1,unknown,secondary,no,93,0,0
3087,blue-collar,1080,yes,yes,cellular,3,370,failure,secondary,no,951,4,1
5950,admin.,235,yes,no,cellular,1,-1,unknown,tertiary,no,525,0,1
4845,unemployed,6748,no,no,cellular,2,-1,unknown,tertiary,no,1579,0,1
1956,technician,260,yes,no,cellular,2,238,failure,secondary,no,20,2,0
360,blue-collar,3430,yes,no,unknown,6,-1,unknown,secondary,no,72,0,0
3663,blue-collar,61,yes,no,cellular,1,174,success,secondary,no,253,4,1
258,management,104,no,yes,cellular,3,-1,unknown,tertiary,no,330,0,1
1355,admin.,941,yes,no,cellular,1,-1,unknown,secondary,no,124,0,0
2757,self-employed,3173,no,no,unknown,1,-1,unknown,unknown,no,746,0,1
7162,management,976,no,no,cellular,1,-1,unknown,tertiary,no,164,0,1
6391,blue-collar,82,yes,no,cellular,6,370,failure,secondary,no,135,5,0
2954,services,117,no,no,cellular,1,-1,unknown,secondary,no,135,0,0
2558,technician,-9,no,no,cellular,2,-1,unknown,secondary,no,457,0,0
6354,services,4564,no,no,cellular,6,-1,unknown,tertiary,no,45,0,0
2848,technician,285,yes,no,cellular,3,-1,unknown,secondary,no,373,0,0
1883,blue-collar,-44,no,yes,telephone,13,-1,unknown,primary,no,16,0,0
1056,technician,25,yes,no,cellular,2,-1,unknown,tertiary,no,232,0,1
2221,blue-collar,807,yes,no,unknown,2,-1,unknown,unknown,no,211,0,0
1793,management,45,no,no,cellular,4,-1,unknown,tertiary,no,148,0,0
2517,blue-collar,87,yes,no,cellular,1,360,failure,secondary,no,96,3,0
1123,management,0,no,no,cellular,1,-1,unknown,primary,no,996,0,1
4980,retired,5715,no,no,cellular,1,181,success,secondary,no,1114,2,1
4477,management,3096,yes,no,cellular,6,-1,unknown,secondary,no,273,0,0
307,retired,3049,no,no,cellular,3,-1,unknown,primary,no,170,0,1
3125,admin.,1474,no,no,cellular,2,-1,unknown,secondary,no,739,0,1
327,admin.,171,yes,yes,cellular,1,430,failure,secondary,no,251,1,0
4671,technician,966,yes,yes,cellular,2,-1,unknown,secondary,no,40,0,0
1296,admin.,-462,yes,no,cellular,5,-1,unknown,secondary,no,172,0,0
2723,blue-collar,2442,no,yes,cellular,7,-1,unknown,primary,no,111,0,0
6732,retired,19,no,yes,cellular,3,-1,unknown,secondary,no,106,0,0
6160,technician,11766,yes,no,cellular,2,242,failure,tertiary,no,218,9,1
4865,blue-collar,700,no,no,unknown,1,-1,unknown,tertiary,no,90,0,1
6242,admin.,535,no,no,unknown,3,-1,unknown,secondary,no,249,0,0
6502,entrepreneur,898,yes,no,unknown,2,-1,unknown,tertiary,no,132,0,0
5951,technician,34,no,no,cellular,30,-1,unknown,tertiary,no,13,0,0
3174,retired,1388,no,no,telephone,2,83,success,primary,no,767,1,1
2887,admin.,1102,yes,no,unknown,2,-1,unknown,secondary,no,126,0,0
1491,technician,3176,no,no,cellular,1,-1,unknown,secondary,no,670,0,1
5194,retired,3324,no,no,cellular,1,-1,unknown,primary,no,149,0,0
2130,management,602,no,no,cellular,2,-1,unknown,secondary,no,101,0,0
6023,unemployed,1854,no,no,cellular,1,-1,unknown,secondary,no,323,0,1
959,unemployed,1664,no,no,cellular,3,-1,unknown,secondary,no,257,0,1
1992,technician,2144,yes,no,unknown,2,-1,unknown,secondary,no,188,0,0
1410,technician,470,no,no,cellular,3,-1,unknown,secondary,no,480,0,1
2867,blue-collar,3145,no,no,cellular,1,179,success,secondary,no,374,2,1
23,entrepreneur,1438,no,no,cellular,5,-1,unknown,tertiary,no,122,0,0
4737,management,5,no,no,cellular,2,-1,unknown,tertiary,no,370,0,1
7187,technician,33,no,no,cellular,7,-1,unknown,secondary,no,91,0,0
5366,retired,3237,no,no,telephone,1,-1,unknown,tertiary,no,615,0,1
3115,self-employed,95,yes,no,cellular,4,-1,unknown,secondary,no,1309,0,1
2133,admin.,133,no,no,cellular,4,-1,unknown,secondary,no,890,0,1
81,admin.,241,yes,no,cellular,3,-1,unknown,secondary,no,1012,0,1
3327,technician,1130,no,no,cellular,2,98,success,secondary,no,96,1,1
5851,technician,982,yes,no,unknown,3,-1,unknown,secondary,no,650,0,1
1919,retired,2346,no,no,cellular,1,184,failure,primary,no,694,5,1
3658,blue-collar,863,yes,no,telephone,5,350,success,secondary,no,412,2,1
2958,technician,22,no,no,cellular,1,-1,unknown,tertiary,no,109,0,0
4505,technician,201,no,yes,cellular,8,-1,unknown,secondary,no,53,0,0
4620,technician,109,yes,no,unknown,1,-1,unknown,secondary,no,419,0,0
4892,blue-collar,751,yes,no,cellular,2,-1,unknown,primary,no,1528,0,1
691,management,1534,yes,no,cellular,2,-1,unknown,unknown,no,1041,0,1
1058,management,384,no,no,telephone,1,-1,unknown,primary,no,75,0,0
6600,admin.,920,no,no,cellular,3,179,success,secondary,no,526,3,1
6290,services,292,yes,yes,cellular,4,-1,unknown,secondary,no,651,0,0
501,management,2037,no,no,cellular,1,91,failure,tertiary,no,318,6,1
37,entrepreneur,555,no,no,cellular,2,-1,unknown,tertiary,no,104,0,0
952,technician,402,yes,no,unknown,3,-1,unknown,secondary,no,153,0,0
1581,technician,0,yes,no,cellular,1,470,failure,secondary,no,261,2,1
741,blue-collar,-636,yes,no,unknown,3,-1,unknown,primary,no,324,0,0
715,technician,932,yes,no,cellular,1,318,failure,tertiary,no,944,1,1
7346,admin.,764,yes,no,unknown,1,-1,unknown,tertiary,no,85,0,1
7221,technician,6481,no,no,cellular,1,-1,unknown,secondary,no,131,0,1
6642,management,11891,no,no,cellular,1,-1,unknown,tertiary,no,158,0,1
4741,technician,416,yes,no,unknown,5,-1,unknown,secondary,no,494,0,1
955,management,0,yes,no,cellular,2,-1,unknown,tertiary,no,247,0,0
7248,management,156,yes,no,unknown,9,-1,unknown,tertiary,no,174,0,0
2999,admin.,372,no,no,cellular,1,-1,unknown,secondary,no,218,0,1
2478,blue-collar,0,yes,no,cellular,2,-1,unknown,primary,no,531,0,1
6468,technician,915,no,no,cellular,1,-1,unknown,secondary,no,384,0,1
4552,admin.,4448,no,no,cellular,8,-1,unknown,secondary,no,112,0,1
7239,services,618,no,no,cellular,1,-1,unknown,unknown,no,951,0,1
5572,technician,126,no,no,cellular,2,-1,unknown,secondary,no,112,0,0
3787,services,114,no,yes,unknown,1,-1,unknown,secondary,no,676,0,1
4215,admin.,714,yes,no,unknown,1,-1,unknown,secondary,no,183,0,0
96,technician,235,yes,no,telephone,6,-1,unknown,secondary,no,688,0,0
6094,management,369,no,no,cellular,1,-1,unknown,secondary,no,446,0,1
5618,management,154,no,no,unknown,3,-1,unknown,tertiary,no,155,0,0
4345,blue-collar,1624,no,no,unknown,3,-1,unknown,primary,no,114,0,0
5248,technician,-397,yes,no,unknown,1,-1,unknown,secondary,yes,114,0,0
1846,entrepreneur,301,yes,no,cellular,1,-1,unknown,unknown,no,371,0,0
3781,admin.,-423,yes,yes,cellular,1,-1,unknown,secondary,no,84,0,0
6074,management,-115,yes,no,cellular,4,182,other,tertiary,no,297,2,1
106,management,376,yes,no,cellular,1,-1,unknown,tertiary,no,710,0,1
136,services,47,no,no,cellular,2,-1,unknown,secondary,no,405,0,0
2473,management,1027,yes,no,cellular,1,-1,unknown,tertiary,no,151,0,0
1713,management,1840,no,no,cellular,1,28,other,tertiary,no,220,8,1
2705,admin.,299,yes,no,unknown,1,-1,unknown,secondary,no,104,0,0
3140,admin.,602,no,no,cellular,1,130,success,secondary,no,458,8,1
61,blue-collar,2,no,yes,telephone,2,-1,unknown,primary,no,46,0,0
7157,services,5,no,yes,cellular,5,-1,unknown,secondary,no,829,0,1
4484,technician,540,no,yes,cellular,1,-1,unknown,secondary,no,750,0,1
3814,services,113,yes,no,unknown,1,-1,unknown,secondary,no,126,0,0
6092,management,2987,no,no,cellular,1,85,failure,tertiary,no,156,3,1
1608,blue-collar,660,no,no,unknown,1,-1,unknown,secondary,no,348,0,0
598,admin.,338,yes,no,unknown,1,-1,unknown,secondary,no,121,0,0
981,blue-collar,402,no,no,cellular,7,330,failure,primary,no,31,17,0
604,retired,638,no,no,cellular,1,188,success,secondary,no,288,1,1
5207,blue-collar,888,no,yes,telephone,3,-1,unknown,primary,no,160,0,0
6413,technician,589,yes,no,cellular,1,190,failure,secondary,no,167,5,1
4172,management,7007,no,no,cellular,2,-1,unknown,tertiary,no,325,0,0
5189,management,625,yes,no,cellular,9,-1,unknown,tertiary,no,1360,0,1
6651,services,-344,no,yes,cellular,1,-1,unknown,secondary,no,44,0,0
2373,blue-collar,38,yes,no,unknown,1,-1,unknown,secondary,no,31,0,0
6351,management,81,no,no,cellular,1,-1,unknown,tertiary,no,140,0,0
1630,management,0,yes,no,cellular,1,99,success,tertiary,no,262,2,1
7234,services,1697,no,no,cellular,1,182,success,secondary,no,489,1,1
6328,blue-collar,3527,yes,no,cellular,1,-1,unknown,primary,no,1022,0,1
5087,management,3537,no,no,unknown,1,-1,unknown,tertiary,no,305,0,1
3815,unemployed,2812,yes,no,cellular,1,-1,unknown,tertiary,no,830,0,1
5898,admin.,2498,no,no,cellular,1,-1,unknown,secondary,no,411,0,1
2290,services,9374,yes,no,cellular,8,185,failure,secondary,no,7,1,0
6698,technician,0,no,no,unknown,2,-1,unknown,secondary,no,33,0,0
1293,blue-collar,0,no,no,unknown,5,-1,unknown,secondary,no,152,0,0
2353,self-employed,21,no,no,cellular,2,-1,unknown,tertiary,no,566,0,1
3387,management,927,no,no,cellular,4,-1,unknown,tertiary,no,100,0,0
7003,blue-collar,2103,no,yes,unknown,1,-1,unknown,secondary,no,71,0,0
1401,technician,179,no,no,cellular,3,-1,unknown,secondary,no,294,0,0
3536,self-employed,192,no,no,cellular,1,-1,unknown,secondary,no,423,0,0
1617,retired,2398,no,no,cellular,1,186,failure,primary,no,161,1,0
1105,entrepreneur,406,no,no,unknown,1,-1,unknown,primary,no,272,0,0
2746,blue-collar,15341,no,no,unknown,3,-1,unknown,secondary,no,738,0,0
7327,retired,4659,no,no,cellular,1,-1,unknown,tertiary,no,161,0,1
6648,technician,1478,no,no,cellular,4,-1,unknown,secondary,no,926,0,1
3145,management,141,no,yes,cellular,1,-1,unknown,tertiary,no,728,0,1
7332,management,583,no,no,cellular,1,91,failure,tertiary,no,209,2,1
5897,unemployed,1960,yes,no,unknown,6,-1,unknown,secondary,no,605,0,1
866,blue-collar,-98,yes,no,cellular,2,-1,unknown,primary,yes,182,0,0
422,student,2162,no,no,telephone,1,-1,unknown,secondary,no,168,0,0
2319,blue-collar,0,no,no,cellular,2,-1,unknown,secondary,no,684,0,1
2925,technician,1524,no,no,cellular,1,-1,unknown,tertiary,no,567,0,1
577,management,0,no,no,cellular,3,187,failure,tertiary,no,222,3,0
1197,management,3047,no,no,cellular,1,160,other,tertiary,no,317,5,1
6425,housemaid,0,no,yes,cellular,2,-1,unknown,tertiary,no,376,0,0
6091,technician,2556,no,no,cellular,3,-1,unknown,secondary,no,269,0,0
5471,entrepreneur,0,no,no,unknown,4,-1,unknown,tertiary,yes,952,0,1
2654,technician,0,yes,no,cellular,1,-1,unknown,secondary,no,53,0,0
5538,blue-collar,388,no,no,telephone,2,-1,unknown,secondary,no,265,0,0
7014,admin.,410,no,no,cellular,1,-1,unknown,secondary,no,342,0,1
3522,entrepreneur,2644,yes,no,unknown,1,-1,unknown,tertiary,no,253,0,0
7195,management,688,no,no,cellular,1,-1,unknown,tertiary,no,504,0,0
4268,student,153,no,no,cellular,2,-1,unknown,secondary,no,1124,0,1
310,unemployed,497,yes,no,cellular,3,298,success,tertiary,no,642,6,1
4143,unemployed,4969,yes,no,cellular,1,-1,unknown,secondary,no,169,0,0
7293,management,2892,no,no,unknown,1,-1,unknown,secondary,no,556,0,1
4585,blue-collar,3792,no,no,cellular,1,183,success,secondary,no,504,2,1
1988,technician,4684,yes,no,cellular,3,-1,unknown,secondary,no,268,0,1
2968,blue-collar,2,yes,no,unknown,2,-1,unknown,secondary,no,182,0,1
351,retired,2416,no,no,cellular,2,-1,unknown,tertiary,no,221,0,1
1880,admin.,4708,no,no,cellular,1,181,success,tertiary,no,238,2,1
6974,blue-collar,1177,no,no,cellular,4,-1,unknown,primary,no,243,0,1
1981,admin.,592,no,no,cellular,2,99,failure,secondary,no,204,5,1
4952,management,11835,yes,no,cellular,2,-1,unknown,secondary,no,744,0,1
1097,blue-collar,665,yes,no,unknown,4,-1,unknown,secondary,no,57,0,0
7317,management,5561,yes,no,cellular,1,-1,unknown,tertiary,no,511,0,1
6589,services,191,yes,yes,cellular,1,-1,unknown,secondary,no,490,0,0
3150,blue-collar,567,yes,no,cellular,2,342,other,secondary,no,275,4,0
4516,blue-collar,43,yes,no,unknown,3,-1,unknown,secondary,no,405,0,0
3591,management,1612,yes,no,cellular,2,131,failure,tertiary,no,61,1,0
4517,blue-collar,1583,yes,no,cellular,1,-1,unknown,primary,no,386,0,0
3424,blue-collar,467,no,no,cellular,5,-1,unknown,secondary,no,129,0,0
6547,retired,0,no,no,cellular,2,-1,unknown,primary,no,493,0,1
2219,student,67,no,no,cellular,1,187,success,secondary,no,211,5,1
4162,technician,484,no,no,unknown,4,-1,unknown,secondary,no,84,0,0
5257,management,0,no,no,cellular,16,-1,unknown,tertiary,no,11,0,0
1027,entrepreneur,496,no,no,cellular,1,-1,unknown,secondary,no,132,0,1
1230,management,2007,yes,no,unknown,1,-1,unknown,tertiary,no,253,0,0
2737,entrepreneur,1920,no,no,cellular,6,-1,unknown,tertiary,no,604,0,1
1489,technician,294,yes,no,cellular,3,-1,unknown,secondary,no,301,0,1
5181,retired,734,no,no,cellular,4,-1,unknown,tertiary,no,1357,0,1
3292,admin.,1342,yes,no,cellular,1,-1,unknown,secondary,no,135,0,0
2870,student,423,no,no,cellular,5,-1,unknown,primary,no,104,0,1
5671,self-employed,3271,no,no,cellular,3,-1,unknown,tertiary,no,949,0,1
3733,technician,-454,no,yes,cellular,2,-1,unknown,secondary,yes,652,0,0
4650,technician,802,no,no,telephone,2,-1,unknown,tertiary,no,119,0,0
3838,unemployed,443,no,no,cellular,1,-1,unknown,secondary,no,1600,0,1
4097,blue-collar,1240,yes,no,cellular,1,-1,unknown,secondary,no,844,0,1
904,management,11,yes,no,cellular,1,-1,unknown,tertiary,no,654,0,0
5900,management,3518,no,no,cellular,2,-1,unknown,tertiary,no,181,0,1
6462,management,47,yes,no,cellular,1,-1,unknown,tertiary,no,63,0,0
7288,management,3696,no,no,unknown,3,-1,unknown,tertiary,no,315,0,0
7254,blue-collar,-509,yes,no,unknown,1,-1,unknown,primary,yes,298,0,0
3984,management,3663,no,no,cellular,3,-1,unknown,tertiary,no,364,0,1
3835,unemployed,7,no,no,cellular,1,179,failure,tertiary,no,51,1,0
228,management,2161,no,no,cellular,3,-1,unknown,tertiary,no,569,0,1
5201,admin.,1210,no,no,cellular,1,91,failure,secondary,no,604,4,1
6309,blue-collar,-57,yes,yes,cellular,5,-1,unknown,secondary,no,55,0,0
1905,management,398,no,no,cellular,1,180,success,tertiary,no,102,3,1
2125,student,689,no,no,cellular,2,-1,unknown,unknown,no,678,0,1
4034,technician,10,no,no,cellular,8,-1,unknown,tertiary,no,276,0,0
2850,management,20585,no,no,cellular,1,100,success,tertiary,no,299,1,1
5072,management,957,no,no,cellular,2,-1,unknown,tertiary,no,915,0,1
2445,technician,7050,no,no,cellular,3,182,success,tertiary,no,222,4,1
805,technician,442,yes,no,cellular,1,-1,unknown,unknown,no,85,0,0
