,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit,prediction_label,prediction_score
3296,33,technician,258,no,no,cellular,mar,4,-1,unknown,single,tertiary,no,12,80,0,1,1,0.6584
3451,32,blue-collar,1518,yes,no,telephone,feb,3,-1,unknown,married,primary,no,6,35,0,0,0,0.9833
6555,45,admin.,1206,no,no,telephone,feb,1,446,failure,married,secondary,no,8,309,3,1,1,0.9623
6223,55,technician,4,no,no,cellular,jan,1,-1,unknown,divorced,secondary,yes,28,1048,0,1,1,0.9424
3165,30,technician,133,yes,no,cellular,jan,2,-1,unknown,single,secondary,no,29,113,0,0,0,0.9541
1195,51,blue-collar,0,no,no,unknown,jun,7,-1,unknown,married,unknown,no,2,61,0,0,0,0.9915
180,25,admin.,483,no,yes,cellular,feb,1,-1,unknown,single,secondary,no,3,189,0,1,0,0.8388
5027,54,unknown,895,no,no,cellular,oct,1,-1,unknown,married,unknown,no,7,335,0,1,1,0.8688
3656,70,retired,2064,no,no,cellular,oct,1,-1,unknown,married,secondary,no,22,334,0,0,1,0.8738
3025,33,technician,480,yes,no,cellular,jan,1,270,other,married,secondary,no,30,272,1,0,0,0.8962
6002,21,student,1506,no,no,cellular,sep,1,-1,unknown,single,unknown,no,14,340,0,1,1,0.9188
2098,57,retired,318,no,no,cellular,aug,4,-1,unknown,married,primary,no,22,371,0,0,0,0.6763
7443,32,technician,963,no,no,cellular,aug,13,-1,unknown,married,secondary,no,28,15,0,0,0,0.9978
4154,38,management,427,yes,no,cellular,may,3,169,failure,single,tertiary,no,6,17,2,0,0,0.994
5431,53,self-employed,20,yes,no,cellular,aug,2,-1,unknown,married,tertiary,no,7,218,0,0,0,0.9441
1640,32,services,2881,no,no,cellular,jul,1,-1,unknown,single,secondary,no,2,356,0,1,1,0.7886
2297,25,services,628,no,no,cellular,jul,1,-1,unknown,single,secondary,no,8,266,0,0,1,0.4287
1987,31,management,1032,no,no,cellular,jul,1,-1,unknown,married,tertiary,no,7,284,0,1,1,0.6663
2814,34,services,-30,no,no,cellular,jul,3,-1,unknown,single,secondary,no,21,1360,0,1,1,0.9736
4577,46,management,0,no,no,cellular,aug,6,-1,unknown,married,secondary,no,27,38,0,0,0,0.9958
1714,37,management,1027,yes,no,cellular,mar,1,152,success,single,tertiary,no,2,313,2,1,1,0.9408
2704,39,technician,291,yes,no,cellular,may,2,-1,unknown,divorced,secondary,no,7,882,0,1,1,0.8442
6561,30,management,1636,no,no,unknown,jun,2,-1,unknown,single,tertiary,no,6,301,0,0,0,0.9518
1993,35,blue-collar,1330,no,no,cellular,jul,1,-1,unknown,married,secondary,no,10,901,0,1,1,0.9091
1655,54,blue-collar,244,yes,no,cellular,jul,2,-1,unknown,married,primary,no,29,337,0,0,0,0.9561
2758,41,technician,188,no,yes,telephone,jul,25,-1,unknown,married,secondary,no,31,15,0,0,0,0.9983
3422,33,admin.,607,no,no,cellular,feb,2,-1,unknown,single,secondary,no,27,110,0,1,1,0.8488
4102,55,housemaid,366,no,no,cellular,jun,3,57,other,married,unknown,no,5,365,2,1,1,0.855
6643,47,admin.,66,no,no,cellular,aug,1,-1,unknown,married,unknown,no,7,358,0,1,1,0.731
1223,54,blue-collar,6242,yes,no,cellular,may,1,-1,unknown,married,primary,no,7,162,0,0,0,0.9262
5061,26,blue-collar,-46,yes,no,unknown,jun,7,-1,unknown,single,secondary,no,20,382,0,1,0,0.7267
2471,53,retired,2269,no,no,cellular,nov,2,150,success,married,tertiary,no,17,1091,1,1,1,0.9684
2844,31,technician,11,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,27,651,0,0,1,0.8389
3123,57,retired,230,no,no,cellular,apr,2,210,failure,married,unknown,no,6,177,3,1,1,0.5279
5522,35,blue-collar,-701,yes,yes,cellular,may,3,-1,unknown,married,secondary,no,7,531,0,0,1,0.4135
3294,52,retired,-309,yes,no,unknown,jun,2,-1,unknown,divorced,tertiary,no,19,500,0,1,1,0.6553
1019,38,blue-collar,2008,yes,no,cellular,nov,1,-1,unknown,married,secondary,no,18,354,0,0,0,0.8776
4417,61,management,997,no,no,cellular,mar,1,-1,unknown,married,tertiary,no,10,106,0,1,1,0.8506
3985,36,management,673,yes,no,cellular,jul,1,-1,unknown,married,tertiary,no,16,689,0,1,1,0.8487
5980,41,blue-collar,138,yes,no,cellular,jul,3,-1,unknown,divorced,primary,no,18,640,0,1,1,0.8317
5430,39,admin.,22086,no,no,cellular,jun,1,-1,unknown,single,tertiary,no,4,160,0,1,1,0.8998
6351,60,management,366,no,no,cellular,jun,1,-1,unknown,divorced,tertiary,no,3,593,0,1,1,0.9314
928,36,admin.,191,yes,no,cellular,jul,7,-1,unknown,single,secondary,no,25,18,0,0,0,0.9973
6517,38,management,1223,no,no,cellular,aug,5,-1,unknown,married,tertiary,no,12,1092,0,1,1,0.9017
2798,38,management,76,yes,no,cellular,apr,2,287,failure,married,tertiary,no,20,167,3,0,0,0.8845
1562,28,student,3054,no,no,cellular,apr,1,80,other,single,tertiary,no,30,384,6,1,1,0.9304
1258,73,retired,508,no,no,cellular,mar,1,-1,unknown,married,primary,no,9,176,0,1,1,0.8661
417,36,technician,1109,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,13,328,0,0,1,0.6789
2544,38,management,1875,no,no,cellular,nov,1,-1,unknown,married,tertiary,no,17,286,0,0,0,0.69
5539,30,student,2539,no,no,telephone,mar,5,-1,unknown,single,tertiary,no,5,199,0,1,1,0.9287
5205,26,services,136,no,no,cellular,apr,1,-1,unknown,single,secondary,no,20,120,0,1,1,0.7992
6736,38,management,1746,yes,no,unknown,may,1,-1,unknown,single,tertiary,no,21,139,0,0,0,0.9872
2701,36,entrepreneur,2971,no,no,cellular,nov,1,97,failure,married,secondary,no,12,247,8,1,1,0.8927
2061,42,retired,0,yes,no,unknown,may,2,-1,unknown,married,primary,no,8,186,0,0,0,0.9922
6064,36,blue-collar,1830,no,no,cellular,oct,1,91,failure,single,tertiary,no,14,183,11,0,1,0.9105
668,39,management,1836,no,no,cellular,aug,3,-1,unknown,married,tertiary,no,6,902,0,1,1,0.8948
1233,43,services,5571,no,no,unknown,jun,1,-1,unknown,divorced,secondary,no,9,149,0,0,0,0.964
3775,32,technician,255,no,yes,cellular,aug,5,-1,unknown,married,secondary,no,25,63,0,0,0,0.9962
3272,25,student,679,no,no,cellular,oct,5,94,other,single,secondary,no,25,297,6,1,1,0.9216
5240,31,admin.,685,yes,no,cellular,may,1,329,failure,married,secondary,no,15,552,3,1,1,0.773
6840,34,technician,920,yes,no,cellular,oct,1,342,failure,single,secondary,no,29,250,5,0,1,0.5493
4986,35,management,0,yes,no,cellular,feb,2,92,success,married,tertiary,no,11,391,5,1,1,0.9639
4564,25,technician,102,no,yes,cellular,jul,2,-1,unknown,single,secondary,no,8,574,0,1,1,0.8738
4247,60,retired,514,no,no,cellular,oct,2,213,success,divorced,secondary,no,15,187,10,1,1,0.9612
1826,27,services,-151,no,no,cellular,jul,2,-1,unknown,single,secondary,no,8,283,0,0,0,0.8144
1477,27,management,2648,no,no,cellular,feb,1,-1,unknown,single,tertiary,no,5,917,0,1,1,0.9266
3466,34,unemployed,438,yes,yes,cellular,apr,1,323,failure,married,secondary,no,9,272,1,0,0,0.8012
746,31,management,98,no,no,cellular,aug,2,-1,unknown,single,tertiary,no,11,69,0,0,0,0.9302
7689,29,management,1170,no,no,cellular,apr,1,-1,unknown,single,tertiary,no,20,453,0,1,1,0.8073
7542,30,services,5,no,yes,cellular,jul,5,-1,unknown,married,secondary,no,10,829,0,1,1,0.8641
2132,43,blue-collar,-312,yes,no,unknown,jun,11,-1,unknown,married,secondary,no,20,26,0,0,0,0.9951
5899,29,blue-collar,313,yes,no,cellular,apr,2,343,other,married,secondary,no,20,172,3,0,0,0.9305
5703,33,entrepreneur,278,no,no,cellular,feb,5,-1,unknown,single,secondary,no,1,563,0,1,1,0.651
3630,52,entrepreneur,3469,yes,no,cellular,apr,1,147,success,single,tertiary,no,16,583,1,1,1,0.9212
5092,31,blue-collar,1660,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,20,342,0,0,0,0.7416
4320,39,management,2887,yes,no,unknown,may,2,-1,unknown,single,unknown,no,7,42,0,0,0,0.9937
6310,37,unemployed,1978,no,no,cellular,sep,1,182,success,married,secondary,no,9,404,1,1,1,0.9913
6966,34,admin.,920,no,no,cellular,may,3,179,success,married,secondary,no,14,526,3,1,1,0.9691
4992,33,management,191,no,yes,cellular,feb,4,209,failure,single,tertiary,no,3,678,1,0,1,0.6922
7294,36,self-employed,506,no,no,cellular,nov,1,70,failure,married,tertiary,no,3,217,2,1,1,0.9169
5095,52,blue-collar,2800,no,no,unknown,jun,1,-1,unknown,divorced,primary,no,19,149,0,0,0,0.9698
855,50,entrepreneur,816,no,no,cellular,nov,1,-1,unknown,divorced,tertiary,no,19,630,0,0,1,0.6283
679,23,management,2143,no,no,cellular,mar,2,-1,unknown,single,tertiary,no,30,180,0,1,1,0.8219
1923,32,admin.,337,no,no,cellular,may,3,368,failure,married,secondary,no,15,51,1,0,0,0.9717
6692,54,housemaid,167,yes,no,cellular,jul,2,-1,unknown,married,primary,no,22,106,0,0,0,0.9856
3066,27,self-employed,168,no,no,cellular,nov,1,196,success,single,tertiary,no,12,123,1,1,1,0.8971
1374,38,management,0,yes,no,cellular,apr,1,-1,unknown,married,tertiary,no,30,571,0,1,1,0.8656
2965,52,technician,511,no,yes,cellular,aug,4,-1,unknown,divorced,secondary,no,20,98,0,0,0,0.9877
3703,44,blue-collar,794,yes,no,cellular,feb,1,252,other,married,secondary,no,5,342,1,0,0,0.8871
2624,30,management,222,yes,no,cellular,aug,4,-1,unknown,single,tertiary,no,12,112,0,0,0,0.9601
1498,35,services,0,yes,no,cellular,jul,1,-1,unknown,married,secondary,no,24,810,0,0,1,0.8283
1046,30,management,4642,yes,no,cellular,nov,1,-1,unknown,single,secondary,no,21,528,0,1,1,0.7911
1344,41,management,3426,no,no,cellular,jun,2,297,failure,divorced,tertiary,no,4,102,3,1,1,0.6348
2857,50,entrepreneur,78,no,no,telephone,jun,1,-1,unknown,married,secondary,no,4,143,0,0,1,0.5937
