,age,job,balance,contact,campaign,pdays,poutcome,deposit
3423,63,retired,2193,telephone,4,-1,unknown,yes
1836,34,technician,178,cellular,1,-1,unknown,no
5467,29,blue-collar,922,cellular,1,-1,unknown,no
5995,28,technician,313,cellular,2,-1,unknown,yes
6510,26,services,531,cellular,1,-1,unknown,no
7604,29,admin.,3794,cellular,1,-1,unknown,no
7571,28,student,2351,telephone,1,-1,unknown,yes
4737,31,technician,846,cellular,3,205,failure,yes
4454,36,blue-collar,111,cellular,3,-1,unknown,no
1223,54,blue-collar,6242,cellular,1,-1,unknown,no
3985,36,management,673,cellular,1,-1,unknown,yes
4677,30,admin.,914,cellular,3,272,failure,yes
923,41,blue-collar,201,cellular,1,-1,unknown,yes
4552,28,admin.,-7,unknown,2,-1,unknown,yes
6959,52,services,820,cellular,2,-1,unknown,no
3120,54,admin.,140,telephone,2,182,failure,yes
5803,35,unemployed,295,unknown,1,-1,unknown,yes
6981,34,admin.,36,cellular,6,-1,unknown,no
4299,44,blue-collar,2657,unknown,2,-1,unknown,no
6475,35,technician,1144,cellular,13,-1,unknown,no
660,32,technician,-262,telephone,24,-1,unknown,no
4478,43,technician,2643,telephone,5,-1,unknown,yes
2802,53,admin.,53,cellular,1,-1,unknown,yes
4699,42,management,1272,cellular,1,169,failure,no
4119,42,technician,827,cellular,3,-1,unknown,no
2957,53,technician,9001,cellular,1,-1,unknown,yes
3220,36,admin.,125,unknown,1,-1,unknown,no
5534,44,unemployed,1151,unknown,2,-1,unknown,no
7716,77,retired,4659,cellular,1,-1,unknown,yes
658,26,management,1438,cellular,1,449,other,yes
6655,64,unemployed,588,cellular,1,-1,unknown,yes
609,35,management,1496,cellular,4,-1,unknown,no
1875,58,retired,0,unknown,5,-1,unknown,no
1090,40,blue-collar,273,unknown,1,-1,unknown,no
4824,70,retired,482,telephone,1,196,success,yes
445,32,unemployed,1026,cellular,1,-1,unknown,yes
1911,23,technician,4545,cellular,1,-1,unknown,no
4220,50,management,3463,cellular,1,-1,unknown,yes
3636,47,management,600,cellular,15,-1,unknown,yes
4794,75,retired,291,cellular,1,182,success,yes
3967,38,admin.,-51,cellular,1,-1,unknown,no
1701,57,retired,5313,cellular,1,-1,unknown,yes
1586,42,self-employed,1216,cellular,1,521,failure,yes
738,38,services,895,cellular,1,-1,unknown,yes
1632,47,housemaid,1405,unknown,1,-1,unknown,no
7173,23,blue-collar,-213,unknown,2,-1,unknown,no
181,53,blue-collar,25,cellular,2,-1,unknown,yes
4959,64,management,2352,cellular,4,183,success,yes
4367,45,self-employed,-497,cellular,1,-1,unknown,no
5127,34,management,500,unknown,1,-1,unknown,no
5445,33,management,576,cellular,1,111,other,no
7395,50,technician,570,unknown,3,-1,unknown,no
1078,57,technician,589,cellular,1,244,other,no
3920,58,admin.,903,cellular,1,-1,unknown,no
7537,47,services,1764,cellular,6,-1,unknown,no
5367,54,housemaid,9,cellular,3,-1,unknown,no
6001,51,self-employed,2094,cellular,6,-1,unknown,yes
772,26,management,222,cellular,1,334,failure,yes
2158,53,retired,7132,cellular,2,-1,unknown,no
1251,40,services,1038,unknown,1,-1,unknown,no
5824,32,management,2069,cellular,1,-1,unknown,yes
6210,58,retired,565,telephone,1,-1,unknown,yes
1312,27,services,223,cellular,2,-1,unknown,no
3566,42,blue-collar,160,unknown,1,-1,unknown,no
4354,31,technician,450,cellular,2,129,failure,no
6172,45,entrepreneur,1187,cellular,1,-1,unknown,no
804,34,technician,806,cellular,3,458,success,yes
3158,35,management,1120,unknown,1,771,success,no
4040,85,retired,7613,cellular,3,-1,unknown,yes
3986,80,housemaid,0,cellular,1,189,failure,yes
1327,38,entrepreneur,0,cellular,2,-1,unknown,yes
7583,27,blue-collar,416,unknown,2,-1,unknown,yes
4061,57,retired,720,telephone,4,-1,unknown,yes
3509,25,technician,-276,unknown,1,-1,unknown,no
6179,40,blue-collar,5060,cellular,2,93,success,yes
1084,29,management,92,cellular,1,92,success,no
3904,35,blue-collar,911,cellular,2,181,other,no
7413,36,management,3770,cellular,4,-1,unknown,no
4171,31,technician,1570,cellular,4,286,failure,yes
586,59,blue-collar,2605,cellular,2,-1,unknown,no
3718,41,entrepreneur,306,unknown,3,-1,unknown,no
3172,34,blue-collar,2495,unknown,1,-1,unknown,yes
5931,26,technician,181,cellular,2,-1,unknown,yes
4910,42,admin.,-306,cellular,1,459,success,yes
1737,29,technician,309,unknown,1,-1,unknown,no
7767,51,management,4305,cellular,1,-1,unknown,no
4812,30,admin.,4448,cellular,8,-1,unknown,yes
1458,52,blue-collar,1500,unknown,3,-1,unknown,no
25,29,blue-collar,15,cellular,1,-1,unknown,no
5586,34,admin.,479,cellular,1,350,failure,yes
5699,36,blue-collar,408,unknown,2,-1,unknown,yes
6884,49,services,202,cellular,2,104,failure,yes
4282,46,admin.,2196,cellular,5,-1,unknown,yes
208,32,management,20,cellular,2,-1,unknown,yes
5240,31,admin.,685,cellular,1,329,failure,yes
5946,30,technician,289,cellular,4,-1,unknown,yes
5577,45,blue-collar,2071,telephone,2,-1,unknown,no
1324,30,management,1028,cellular,2,-1,unknown,yes
7231,58,retired,499,cellular,1,-1,unknown,no
6069,30,blue-collar,201,cellular,1,157,failure,yes
4707,39,technician,201,unknown,4,-1,unknown,no
6493,36,admin.,4708,cellular,1,171,failure,yes
4207,42,blue-collar,443,unknown,5,-1,unknown,yes
6548,34,admin.,35,cellular,1,69,failure,no
1966,30,self-employed,916,cellular,2,90,success,yes
4158,60,management,315,cellular,1,183,success,yes
3438,38,blue-collar,468,unknown,2,-1,unknown,no
3739,32,management,1270,cellular,3,-1,unknown,yes
2527,39,blue-collar,-119,unknown,6,-1,unknown,no
5647,42,admin.,534,unknown,2,-1,unknown,no
2629,45,admin.,256,cellular,2,-1,unknown,no
5540,59,retired,3648,telephone,3,-1,unknown,yes
4319,33,management,1808,unknown,4,-1,unknown,no
7155,47,admin.,0,cellular,1,190,other,yes
1152,30,unemployed,0,cellular,1,-1,unknown,no
4442,41,entrepreneur,39,cellular,2,-1,unknown,yes
908,33,technician,221,cellular,1,355,failure,yes
6128,43,unemployed,0,cellular,1,281,failure,yes
6161,38,self-employed,138,unknown,3,-1,unknown,no
2072,38,technician,581,unknown,1,-1,unknown,no
7360,33,self-employed,562,cellular,1,363,failure,yes
6575,42,blue-collar,1556,cellular,1,-1,unknown,no
3626,55,unemployed,387,unknown,1,-1,unknown,yes
6790,48,technician,0,unknown,1,-1,unknown,yes
6236,53,services,257,unknown,2,-1,unknown,no
2607,59,retired,178,telephone,2,-1,unknown,no
3572,32,services,-1139,cellular,1,-1,unknown,no
4589,26,technician,2,unknown,1,-1,unknown,no
3549,32,blue-collar,415,unknown,4,-1,unknown,yes
5067,45,technician,441,cellular,1,-1,unknown,no
2912,40,technician,2266,cellular,1,147,failure,yes
253,55,housemaid,976,cellular,1,94,other,yes
3354,35,management,2957,cellular,3,-1,unknown,yes
2859,60,retired,381,cellular,2,344,failure,no
3782,44,admin.,21,cellular,3,-1,unknown,no
2951,66,retired,1948,cellular,2,269,failure,yes
5696,50,management,72,cellular,13,-1,unknown,no
2202,55,management,655,cellular,6,-1,unknown,no
2582,41,services,2399,cellular,2,351,failure,no
3642,29,self-employed,2305,cellular,2,-1,unknown,no
1184,34,blue-collar,186,cellular,1,-1,unknown,no
6189,57,management,7162,cellular,1,-1,unknown,no
4011,39,technician,1587,cellular,2,98,success,yes
567,32,student,14,cellular,3,136,other,no
7715,40,blue-collar,1508,cellular,2,85,failure,no
3222,36,management,436,cellular,1,595,failure,yes
3191,33,technician,6,cellular,2,-1,unknown,no
2097,48,self-employed,1559,cellular,2,-1,unknown,no
169,51,management,119,cellular,1,165,failure,no
5767,32,entrepreneur,-934,cellular,1,-1,unknown,no
1765,35,blue-collar,293,cellular,1,325,other,yes
5698,57,unemployed,209,unknown,1,-1,unknown,no
3587,35,blue-collar,-461,unknown,1,-1,unknown,no
3002,28,technician,5763,cellular,2,-1,unknown,yes
5970,54,management,1624,cellular,3,182,success,yes
1920,30,management,536,cellular,2,91,success,yes
2415,56,blue-collar,771,unknown,1,-1,unknown,no
7416,39,management,494,cellular,2,478,failure,yes
5541,29,technician,-397,unknown,1,-1,unknown,no
4315,59,technician,1,cellular,2,378,failure,yes
6387,50,management,453,unknown,1,-1,unknown,no
1707,41,technician,335,cellular,3,-1,unknown,no
2799,57,self-employed,11494,cellular,1,-1,unknown,no
1435,33,management,-139,cellular,1,-1,unknown,no
5295,32,services,983,cellular,2,133,failure,yes
7365,58,admin.,1813,telephone,1,-1,unknown,no
2259,24,admin.,1052,cellular,1,-1,unknown,yes
2175,34,blue-collar,1168,cellular,2,-1,unknown,no
4027,34,technician,1026,cellular,1,100,failure,no
7526,33,blue-collar,6138,unknown,1,-1,unknown,no
2489,43,admin.,6,unknown,1,-1,unknown,no
7645,46,admin.,974,cellular,2,80,success,yes
6447,32,entrepreneur,73,cellular,1,135,failure,no
2409,40,services,9374,cellular,8,185,failure,no
7721,52,management,583,cellular,1,91,failure,yes
1679,33,management,1412,unknown,1,-1,unknown,yes
6560,62,retired,1495,cellular,1,57,success,yes
7423,43,technician,136,cellular,7,-1,unknown,yes
6836,30,technician,3286,cellular,1,-1,unknown,yes
4222,34,admin.,869,unknown,1,-1,unknown,yes
1491,55,blue-collar,890,cellular,2,-1,unknown,yes
3079,39,management,1241,cellular,2,-1,unknown,no
3972,37,services,775,cellular,1,-1,unknown,yes
1202,29,blue-collar,2870,cellular,1,-1,unknown,yes
5892,53,unemployed,4,cellular,3,-1,unknown,no
369,49,management,350,cellular,6,-1,unknown,no
320,76,retired,3049,cellular,3,-1,unknown,yes
5189,35,services,1279,unknown,5,-1,unknown,no
5845,30,management,0,cellular,3,-1,unknown,no
1144,47,admin.,594,unknown,1,-1,unknown,no
2830,43,technician,1195,unknown,9,-1,unknown,no
1622,35,technician,6,cellular,1,-1,unknown,no
5159,27,management,843,cellular,1,-1,unknown,yes
5267,31,management,5205,cellular,2,-1,unknown,yes
2880,46,entrepreneur,1920,cellular,6,-1,unknown,yes
2947,30,blue-collar,35,cellular,2,-1,unknown,no
709,32,management,6542,cellular,4,175,failure,yes
2955,45,admin.,5346,unknown,1,-1,unknown,yes
1151,28,student,1925,cellular,1,93,success,no
5072,35,blue-collar,105,unknown,2,-1,unknown,no
30,31,blue-collar,55,cellular,2,-1,unknown,no
2682,44,blue-collar,284,cellular,4,187,other,no
1813,38,admin.,47,cellular,5,-1,unknown,yes
6874,37,management,6771,cellular,1,-1,unknown,yes
6187,35,entrepreneur,145,cellular,2,-1,unknown,yes
5365,29,technician,542,unknown,3,-1,unknown,no
7676,32,management,3696,unknown,3,-1,unknown,no
6450,30,unemployed,1159,cellular,1,68,success,no
4506,56,management,705,cellular,2,-1,unknown,no
4705,52,blue-collar,297,unknown,1,-1,unknown,no
1527,34,admin.,151,cellular,1,370,other,yes
5383,22,student,185,cellular,1,-1,unknown,yes
6324,31,blue-collar,2137,unknown,1,-1,unknown,no
489,32,services,1168,cellular,1,-1,unknown,yes
6923,33,student,1170,cellular,1,-1,unknown,yes
2599,49,management,3371,cellular,2,-1,unknown,yes
5496,29,blue-collar,-382,cellular,2,-1,unknown,no
4083,28,management,1414,cellular,1,521,failure,yes
232,28,self-employed,123,telephone,1,-1,unknown,yes
2534,65,unemployed,3195,telephone,1,-1,unknown,yes
5364,40,services,1836,cellular,2,-1,unknown,yes
4778,52,services,2993,cellular,6,-1,unknown,no
6168,58,management,0,cellular,2,-1,unknown,yes
192,45,admin.,0,cellular,1,-1,unknown,yes
4782,32,management,937,cellular,1,190,failure,no
7292,59,technician,309,cellular,5,-1,unknown,no
4946,73,retired,542,telephone,5,-1,unknown,no
4657,36,admin.,29,cellular,1,-1,unknown,yes
4370,40,blue-collar,278,unknown,3,-1,unknown,yes
3949,71,retired,1696,cellular,1,-1,unknown,yes
2992,33,technician,317,cellular,1,80,other,yes
1158,33,blue-collar,2655,cellular,1,-1,unknown,no
2220,47,services,405,cellular,2,-1,unknown,yes
2120,32,services,689,cellular,3,-1,unknown,yes
3630,52,entrepreneur,3469,cellular,1,147,success,yes
2422,38,technician,5115,cellular,1,102,success,yes
5403,44,blue-collar,-448,unknown,2,-1,unknown,no
3183,40,management,4396,cellular,3,-1,unknown,yes
1960,39,blue-collar,-294,unknown,2,-1,unknown,no
6792,36,technician,3350,cellular,1,269,other,no
6610,52,housemaid,234,cellular,1,-1,unknown,no
7291,48,self-employed,7,unknown,1,-1,unknown,no
5867,42,technician,1079,cellular,2,-1,unknown,no
6283,35,admin.,2374,cellular,2,183,success,yes
1936,43,admin.,-247,cellular,2,76,failure,yes
7491,49,management,-6847,cellular,1,-1,unknown,no
2204,32,admin.,-32,cellular,1,185,other,no
7450,69,services,23592,cellular,3,-1,unknown,no
6612,42,management,9916,cellular,1,-1,unknown,no
1686,37,technician,6101,cellular,5,87,success,no
1328,29,self-employed,3290,cellular,1,291,success,yes
6238,31,blue-collar,6281,cellular,1,128,other,yes
2436,27,admin.,-97,unknown,2,-1,unknown,yes
4072,29,blue-collar,294,unknown,2,-1,unknown,no
5727,37,services,1045,cellular,2,41,failure,yes
1222,69,technician,482,cellular,1,267,failure,yes
2437,31,services,593,cellular,2,-1,unknown,no
4636,47,blue-collar,-614,unknown,2,-1,unknown,no
2514,36,services,52,cellular,1,95,success,yes
4015,32,technician,930,unknown,1,-1,unknown,no
1786,39,blue-collar,332,unknown,3,-1,unknown,no
6648,39,technician,206,cellular,2,195,success,yes
7757,56,management,3885,cellular,1,-1,unknown,no
6963,50,technician,-97,cellular,1,306,failure,no
6230,22,student,2488,cellular,2,38,other,yes
6452,24,technician,726,cellular,2,-1,unknown,yes
2969,38,services,775,cellular,3,182,success,yes
1264,60,retired,55,cellular,1,-1,unknown,no
4475,32,management,1742,unknown,2,-1,unknown,no
5465,26,services,199,cellular,6,-1,unknown,no
1842,47,blue-collar,4040,cellular,5,-1,unknown,no
3991,32,unemployed,262,cellular,1,-1,unknown,no
415,35,technician,294,cellular,1,90,success,yes
6967,31,blue-collar,-159,telephone,1,-1,unknown,no
4371,30,technician,1011,unknown,1,-1,unknown,no
974,59,technician,1,cellular,1,182,success,yes
2295,28,management,437,cellular,1,-1,unknown,yes
2185,41,blue-collar,1020,unknown,1,-1,unknown,no
4728,41,blue-collar,306,telephone,1,369,failure,no
7406,40,blue-collar,1954,cellular,2,-1,unknown,yes
1508,43,management,0,cellular,1,-1,unknown,no
5448,38,management,613,cellular,1,86,success,yes
352,69,retired,247,cellular,2,-1,unknown,yes
1561,93,retired,775,cellular,2,177,success,yes
1854,31,services,2050,cellular,5,-1,unknown,no
711,37,technician,247,cellular,6,-1,unknown,yes
5602,57,management,6468,cellular,1,157,failure,yes
4607,39,admin.,14,unknown,9,-1,unknown,no
5568,36,management,928,cellular,1,-1,unknown,no
2155,38,management,427,cellular,1,182,failure,no
4387,40,housemaid,0,cellular,20,-1,unknown,no
5231,69,retired,0,cellular,1,90,success,yes
3203,31,management,2,cellular,1,-1,unknown,yes
637,40,blue-collar,1451,cellular,1,-1,unknown,yes
4929,39,entrepreneur,2139,cellular,4,371,failure,yes
7408,32,technician,791,unknown,2,-1,unknown,yes
2002,25,blue-collar,-221,unknown,1,-1,unknown,no
3786,31,management,166,cellular,6,-1,unknown,no
3229,57,admin.,-461,unknown,8,-1,unknown,no
7267,55,technician,276,unknown,1,-1,unknown,no
4818,50,admin.,81,cellular,1,-1,unknown,no
1394,30,admin.,377,unknown,15,-1,unknown,yes
6347,28,technician,676,cellular,2,-1,unknown,yes
91,37,technician,588,cellular,4,-1,unknown,no
5724,38,housemaid,70,cellular,3,148,success,yes
186,30,admin.,-213,unknown,1,-1,unknown,yes
6751,43,admin.,733,cellular,1,88,success,yes
1916,33,admin.,1437,unknown,1,-1,unknown,no
5766,39,admin.,378,unknown,5,-1,unknown,no
6088,51,services,242,cellular,4,-1,unknown,yes
6786,33,management,0,unknown,2,-1,unknown,no
4986,35,management,0,cellular,2,92,success,yes
6118,54,unemployed,252,cellular,1,-1,unknown,no
7079,39,technician,1685,cellular,1,368,failure,no
5207,69,retired,426,telephone,1,90,success,yes
1159,36,blue-collar,7051,cellular,13,-1,unknown,no
5925,26,blue-collar,0,unknown,3,-1,unknown,no
6645,49,admin.,880,cellular,3,-1,unknown,no
5474,24,services,638,cellular,3,-1,unknown,yes
236,40,services,0,cellular,1,28,failure,no
7419,47,blue-collar,-58,cellular,2,-1,unknown,no
341,47,blue-collar,2775,unknown,1,-1,unknown,no
4950,37,technician,197,cellular,1,87,success,yes
3359,25,management,362,cellular,2,-1,unknown,yes
3113,33,management,20,cellular,2,-1,unknown,no
1315,34,technician,122,unknown,5,-1,unknown,no
1331,34,blue-collar,320,cellular,1,92,success,yes
136,33,admin.,177,cellular,1,-1,unknown,no
1610,41,services,0,cellular,2,122,failure,yes
6851,51,technician,1533,unknown,2,-1,unknown,no
3119,35,management,2885,cellular,3,43,other,yes
4953,43,management,136,cellular,2,-1,unknown,no
3402,53,technician,395,cellular,1,148,failure,yes
3224,32,technician,390,unknown,1,-1,unknown,no
1900,40,services,471,cellular,4,-1,unknown,yes
6681,46,self-employed,526,cellular,1,87,other,yes
4489,52,technician,876,cellular,3,-1,unknown,yes
2104,27,management,178,unknown,2,-1,unknown,yes
2147,29,management,983,cellular,2,-1,unknown,yes
6801,45,technician,999,unknown,2,-1,unknown,no
4216,40,unemployed,1744,unknown,11,-1,unknown,no
5870,26,technician,15161,cellular,1,-1,unknown,yes
3250,30,services,1256,cellular,3,-1,unknown,no
3136,36,self-employed,188,cellular,3,333,success,yes
1419,33,blue-collar,1,cellular,1,-1,unknown,no
5324,34,management,158,cellular,2,132,failure,yes
1554,39,technician,1355,cellular,1,-1,unknown,yes
3494,53,management,241,cellular,1,-1,unknown,no
3809,34,self-employed,1261,cellular,2,-1,unknown,no
1910,30,management,640,cellular,4,213,failure,no
3825,30,services,80,unknown,2,-1,unknown,no
796,35,management,3544,cellular,1,-1,unknown,yes
4548,52,technician,386,cellular,1,-1,unknown,yes
1240,55,retired,0,cellular,1,370,success,yes
2836,26,technician,4130,cellular,2,-1,unknown,no
7654,32,technician,-1,cellular,1,-1,unknown,no
2698,35,technician,294,cellular,6,98,success,no
1178,46,services,355,cellular,2,338,other,no
4529,29,blue-collar,98,cellular,2,-1,unknown,no
5924,46,services,973,cellular,1,-1,unknown,no
5615,31,unemployed,86,unknown,2,-1,unknown,yes
4638,28,admin.,167,cellular,2,-1,unknown,no
1309,36,technician,2473,cellular,4,-1,unknown,yes
4271,45,blue-collar,756,unknown,2,-1,unknown,no
5309,40,services,1547,cellular,1,-1,unknown,yes
6900,24,self-employed,2376,cellular,1,-1,unknown,yes
529,51,management,-15,cellular,2,-1,unknown,no
6489,47,management,60,unknown,7,-1,unknown,no
189,31,management,924,cellular,2,98,success,yes
3206,36,technician,98,cellular,1,-1,unknown,yes
7281,31,unemployed,756,cellular,2,-1,unknown,yes
3104,34,blue-collar,182,cellular,2,-1,unknown,yes
4226,58,services,-37,telephone,2,205,failure,no
2360,29,technician,1489,unknown,1,-1,unknown,no
6573,45,admin.,149,unknown,3,-1,unknown,yes
3495,43,admin.,817,cellular,1,-1,unknown,no
1915,39,blue-collar,34,unknown,1,-1,unknown,no
7383,36,blue-collar,2103,unknown,1,-1,unknown,no
2581,32,management,0,unknown,1,-1,unknown,no
1528,21,student,2488,cellular,6,169,success,yes
6865,26,technician,124,unknown,8,-1,unknown,no
2964,48,blue-collar,-314,cellular,5,-1,unknown,no
4712,29,technician,113,cellular,2,183,success,yes
1714,37,management,1027,cellular,1,152,success,yes
6154,53,blue-collar,974,unknown,2,-1,unknown,no
6878,52,blue-collar,2230,cellular,3,-1,unknown,yes
1886,39,management,45,cellular,4,-1,unknown,no
3582,38,management,1187,cellular,1,-1,unknown,no
1486,57,technician,470,cellular,3,-1,unknown,yes
3870,74,retired,1843,cellular,2,184,success,yes
4358,37,technician,5115,cellular,2,171,failure,yes
3292,34,admin.,1474,cellular,2,-1,unknown,yes
3397,30,management,533,cellular,2,99,success,yes
525,52,management,944,unknown,1,-1,unknown,no
334,41,self-employed,231,cellular,2,-1,unknown,yes
