,job,balance,housing,loan,contact,pdays,poutcome,default,duration,deposit
4470,admin.,2678,no,no,telephone,-1,unknown,no,1011,1
3203,retired,3782,no,no,cellular,-1,unknown,no,618,0
2331,management,1898,yes,yes,unknown,-1,unknown,no,233,0
846,management,682,no,no,cellular,-1,unknown,no,638,1
3451,blue-collar,0,no,no,unknown,-1,unknown,no,85,0
3459,services,322,yes,no,unknown,-1,unknown,no,61,0
964,unemployed,1978,no,no,cellular,-1,unknown,no,335,1
177,retired,0,no,no,cellular,-1,unknown,no,506,0
2644,services,881,yes,no,unknown,-1,unknown,no,67,0
7126,student,552,no,no,cellular,-1,unknown,no,327,1
4089,management,1808,yes,no,unknown,-1,unknown,no,99,0
1148,services,1951,yes,no,unknown,-1,unknown,no,208,0
1444,unemployed,0,yes,no,cellular,272,failure,no,699,1
6216,entrepreneur,2543,no,no,cellular,414,failure,no,223,1
4690,blue-collar,178,yes,no,unknown,-1,unknown,no,245,0
7182,blue-collar,953,yes,no,unknown,-1,unknown,no,135,0
3860,admin.,1388,yes,no,cellular,-1,unknown,no,150,0
1301,retired,143,no,no,telephone,-1,unknown,no,345,0
268,management,0,yes,no,cellular,-1,unknown,no,310,0
4481,management,713,no,no,cellular,-1,unknown,no,162,0
2673,blue-collar,-27,no,no,unknown,-1,unknown,yes,498,1
3541,admin.,731,no,no,cellular,-1,unknown,no,107,1
2696,admin.,397,yes,yes,cellular,257,other,no,127,1
1291,management,2786,no,no,cellular,72,success,no,300,1
3250,technician,0,no,no,unknown,-1,unknown,no,74,0
3389,management,393,no,no,cellular,-1,unknown,no,458,0
212,technician,200,no,no,cellular,-1,unknown,no,315,0
3256,management,6659,yes,no,unknown,-1,unknown,no,83,0
4259,management,219,no,no,cellular,196,failure,no,22,0
4807,blue-collar,-308,yes,no,cellular,-1,unknown,no,725,1
5217,self-employed,0,no,no,cellular,-1,unknown,no,277,0
5130,management,373,yes,no,unknown,-1,unknown,no,54,0
5756,services,1539,no,no,unknown,-1,unknown,no,65,0
4738,admin.,2854,yes,no,unknown,-1,unknown,no,64,0
6661,admin.,5310,no,no,unknown,-1,unknown,no,74,0
4871,blue-collar,70,no,no,unknown,-1,unknown,no,813,1
1684,technician,240,yes,yes,cellular,-1,unknown,no,86,0
6009,admin.,0,yes,no,cellular,295,failure,no,895,1
5672,admin.,157,yes,yes,cellular,-1,unknown,no,164,0
4992,services,52,yes,no,cellular,185,success,no,908,1
2686,self-employed,-94,yes,no,cellular,203,failure,no,1164,1
1209,unemployed,-165,yes,yes,unknown,-1,unknown,no,179,0
7180,blue-collar,414,no,no,cellular,-1,unknown,no,147,0
3324,entrepreneur,353,no,no,cellular,-1,unknown,no,90,0
1809,self-employed,120,yes,yes,unknown,-1,unknown,no,130,0
2765,blue-collar,258,yes,no,unknown,-1,unknown,no,130,0
4533,retired,3444,no,no,cellular,185,success,no,252,1
2220,technician,1561,no,no,cellular,-1,unknown,no,75,0
6310,admin.,661,yes,no,cellular,183,failure,no,245,1
6537,self-employed,2376,no,no,cellular,-1,unknown,no,122,1
6376,management,3287,no,no,cellular,-1,unknown,no,497,1
4170,management,3160,yes,no,cellular,-1,unknown,no,688,1
5139,admin.,22086,no,no,cellular,-1,unknown,no,160,1
6525,management,520,yes,no,cellular,-1,unknown,no,1307,1
2072,housemaid,1528,no,no,cellular,-1,unknown,no,496,1
4350,admin.,3160,no,no,unknown,-1,unknown,no,719,0
6787,services,450,no,no,unknown,-1,unknown,no,47,0
196,technician,341,no,no,cellular,183,success,no,419,1
2693,technician,103,yes,no,unknown,-1,unknown,no,135,0
1739,blue-collar,452,yes,no,cellular,-1,unknown,no,359,0
6025,technician,6843,no,no,cellular,100,other,no,755,1
2646,services,295,yes,yes,cellular,-1,unknown,no,64,0
4283,services,0,yes,no,cellular,-1,unknown,no,960,0
6118,unemployed,3754,no,no,cellular,-1,unknown,no,1063,1
5035,management,73,no,no,cellular,-1,unknown,no,426,1
4688,management,2352,no,no,cellular,183,success,no,181,1
2439,management,2753,no,no,cellular,-1,unknown,no,645,1
1236,management,349,no,no,cellular,-1,unknown,no,182,0
5157,technician,344,no,no,cellular,-1,unknown,no,519,1
4542,blue-collar,3,yes,no,cellular,-1,unknown,no,228,0
5062,management,62,yes,no,cellular,-1,unknown,no,166,0
4758,management,7606,yes,no,unknown,-1,unknown,no,917,1
2495,entrepreneur,-799,no,yes,cellular,-1,unknown,no,1001,1
1673,blue-collar,625,no,no,cellular,-1,unknown,no,267,0
3058,management,436,no,no,cellular,595,failure,no,567,1
5788,services,52,yes,no,cellular,179,success,no,498,1
6624,retired,1097,no,no,telephone,-1,unknown,no,181,1
2239,services,36,yes,yes,cellular,-1,unknown,no,930,1
2313,admin.,736,yes,no,unknown,-1,unknown,no,74,0
1885,blue-collar,149,yes,no,telephone,-1,unknown,no,329,0
3995,admin.,0,yes,no,cellular,181,success,no,187,1
4037,technician,0,no,no,cellular,-1,unknown,no,237,1
954,management,478,no,yes,cellular,-1,unknown,no,165,0
4176,management,37,no,no,cellular,-1,unknown,no,84,0
6043,blue-collar,1723,no,no,cellular,-1,unknown,no,166,1
5447,retired,136,yes,no,unknown,-1,unknown,no,267,0
7030,technician,0,no,no,cellular,-1,unknown,no,594,1
6237,management,939,yes,no,unknown,-1,unknown,no,740,1
6132,management,3643,no,no,cellular,-1,unknown,no,162,0
3712,technician,4945,yes,no,cellular,-1,unknown,no,311,1
3195,retired,3771,no,no,telephone,-1,unknown,no,159,0
2943,management,3663,no,no,cellular,213,success,no,424,1
447,management,14930,no,no,cellular,-1,unknown,no,190,0
5557,management,82,no,no,cellular,-1,unknown,no,507,1
1918,blue-collar,7735,yes,no,cellular,144,failure,no,166,0
726,blue-collar,0,yes,no,unknown,-1,unknown,no,173,0
5392,self-employed,1382,no,no,unknown,-1,unknown,no,700,1
1544,blue-collar,922,yes,no,telephone,-1,unknown,no,296,0
6377,entrepreneur,714,yes,no,unknown,-1,unknown,no,166,0
2928,unknown,4717,no,no,telephone,-1,unknown,no,256,1
1432,management,0,yes,no,cellular,-1,unknown,no,474,0
102,entrepreneur,-124,yes,no,unknown,-1,unknown,no,374,0
1458,management,1841,yes,no,cellular,-1,unknown,no,141,0
5684,blue-collar,1808,yes,no,cellular,-1,unknown,no,560,1
2140,blue-collar,0,no,yes,cellular,-1,unknown,no,625,1
5815,management,114,yes,no,cellular,-1,unknown,no,457,1
3014,technician,0,yes,no,cellular,-1,unknown,no,193,0
4315,blue-collar,0,yes,yes,cellular,-1,unknown,no,209,0
6241,services,306,yes,no,cellular,-1,unknown,no,285,0
6664,management,577,yes,no,cellular,153,failure,no,243,0
6073,unemployed,1713,yes,no,unknown,-1,unknown,no,855,1
5774,student,387,yes,no,cellular,347,failure,no,1024,1
2198,student,3,no,no,cellular,148,other,no,135,0
3886,technician,696,yes,no,unknown,-1,unknown,no,815,1
2811,admin.,920,no,no,cellular,95,failure,no,130,1
824,management,1390,no,no,cellular,-1,unknown,no,552,0
7407,management,159,no,no,telephone,155,other,no,220,1
333,unemployed,983,yes,no,cellular,-1,unknown,no,97,1
6127,management,3104,yes,no,unknown,-1,unknown,no,160,0
6759,unemployed,1766,no,no,unknown,-1,unknown,no,595,1
6138,blue-collar,2453,yes,no,unknown,-1,unknown,no,1052,1
6102,admin.,0,no,no,cellular,183,success,no,292,1
2042,technician,86,no,no,unknown,-1,unknown,no,45,0
1331,admin.,0,yes,no,cellular,-1,unknown,no,93,0
5504,blue-collar,-529,yes,no,cellular,-1,unknown,no,416,0
4023,retired,209,no,no,cellular,106,failure,no,391,1
5597,student,1123,no,no,cellular,412,other,no,475,1
3357,services,31,no,no,cellular,-1,unknown,no,192,1
1543,blue-collar,1230,yes,no,cellular,196,success,no,169,1
542,student,14,no,no,cellular,136,other,no,144,0
5995,blue-collar,1,yes,no,unknown,-1,unknown,no,215,0
7137,technician,18,no,no,cellular,-1,unknown,no,93,0
3087,blue-collar,1080,yes,yes,cellular,370,failure,no,951,1
5950,admin.,235,yes,no,cellular,-1,unknown,no,525,1
4845,unemployed,6748,no,no,cellular,-1,unknown,no,1579,1
1956,technician,260,yes,no,cellular,238,failure,no,20,0
360,blue-collar,3430,yes,no,unknown,-1,unknown,no,72,0
3663,blue-collar,61,yes,no,cellular,174,success,no,253,1
258,management,104,no,yes,cellular,-1,unknown,no,330,1
1355,admin.,941,yes,no,cellular,-1,unknown,no,124,0
2757,self-employed,3173,no,no,unknown,-1,unknown,no,746,1
7162,management,976,no,no,cellular,-1,unknown,no,164,1
6391,blue-collar,82,yes,no,cellular,370,failure,no,135,0
2954,services,117,no,no,cellular,-1,unknown,no,135,0
2558,technician,-9,no,no,cellular,-1,unknown,no,457,0
6354,services,4564,no,no,cellular,-1,unknown,no,45,0
2848,technician,285,yes,no,cellular,-1,unknown,no,373,0
1883,blue-collar,-44,no,yes,telephone,-1,unknown,no,16,0
1056,technician,25,yes,no,cellular,-1,unknown,no,232,1
2221,blue-collar,807,yes,no,unknown,-1,unknown,no,211,0
1793,management,45,no,no,cellular,-1,unknown,no,148,0
2517,blue-collar,87,yes,no,cellular,360,failure,no,96,0
1123,management,0,no,no,cellular,-1,unknown,no,996,1
4980,retired,5715,no,no,cellular,181,success,no,1114,1
4477,management,3096,yes,no,cellular,-1,unknown,no,273,0
307,retired,3049,no,no,cellular,-1,unknown,no,170,1
3125,admin.,1474,no,no,cellular,-1,unknown,no,739,1
327,admin.,171,yes,yes,cellular,430,failure,no,251,0
4671,technician,966,yes,yes,cellular,-1,unknown,no,40,0
1296,admin.,-462,yes,no,cellular,-1,unknown,no,172,0
2723,blue-collar,2442,no,yes,cellular,-1,unknown,no,111,0
6732,retired,19,no,yes,cellular,-1,unknown,no,106,0
6160,technician,11766,yes,no,cellular,242,failure,no,218,1
4865,blue-collar,700,no,no,unknown,-1,unknown,no,90,1
6242,admin.,535,no,no,unknown,-1,unknown,no,249,0
6502,entrepreneur,898,yes,no,unknown,-1,unknown,no,132,0
5951,technician,34,no,no,cellular,-1,unknown,no,13,0
3174,retired,1388,no,no,telephone,83,success,no,767,1
2887,admin.,1102,yes,no,unknown,-1,unknown,no,126,0
1491,technician,3176,no,no,cellular,-1,unknown,no,670,1
5194,retired,3324,no,no,cellular,-1,unknown,no,149,0
2130,management,602,no,no,cellular,-1,unknown,no,101,0
6023,unemployed,1854,no,no,cellular,-1,unknown,no,323,1
959,unemployed,1664,no,no,cellular,-1,unknown,no,257,1
1992,technician,2144,yes,no,unknown,-1,unknown,no,188,0
1410,technician,470,no,no,cellular,-1,unknown,no,480,1
2867,blue-collar,3145,no,no,cellular,179,success,no,374,1
23,entrepreneur,1438,no,no,cellular,-1,unknown,no,122,0
4737,management,5,no,no,cellular,-1,unknown,no,370,1
7187,technician,33,no,no,cellular,-1,unknown,no,91,0
5366,retired,3237,no,no,telephone,-1,unknown,no,615,1
3115,self-employed,95,yes,no,cellular,-1,unknown,no,1309,1
2133,admin.,133,no,no,cellular,-1,unknown,no,890,1
81,admin.,241,yes,no,cellular,-1,unknown,no,1012,1
3327,technician,1130,no,no,cellular,98,success,no,96,1
5851,technician,982,yes,no,unknown,-1,unknown,no,650,1
1919,retired,2346,no,no,cellular,184,failure,no,694,1
3658,blue-collar,863,yes,no,telephone,350,success,no,412,1
2958,technician,22,no,no,cellular,-1,unknown,no,109,0
4505,technician,201,no,yes,cellular,-1,unknown,no,53,0
4620,technician,109,yes,no,unknown,-1,unknown,no,419,0
4892,blue-collar,751,yes,no,cellular,-1,unknown,no,1528,1
691,management,1534,yes,no,cellular,-1,unknown,no,1041,1
1058,management,384,no,no,telephone,-1,unknown,no,75,0
6600,admin.,920,no,no,cellular,179,success,no,526,1
6290,services,292,yes,yes,cellular,-1,unknown,no,651,0
501,management,2037,no,no,cellular,91,failure,no,318,1
37,entrepreneur,555,no,no,cellular,-1,unknown,no,104,0
952,technician,402,yes,no,unknown,-1,unknown,no,153,0
1581,technician,0,yes,no,cellular,470,failure,no,261,1
741,blue-collar,-636,yes,no,unknown,-1,unknown,no,324,0
715,technician,932,yes,no,cellular,318,failure,no,944,1
7346,admin.,764,yes,no,unknown,-1,unknown,no,85,1
7221,technician,6481,no,no,cellular,-1,unknown,no,131,1
6642,management,11891,no,no,cellular,-1,unknown,no,158,1
4741,technician,416,yes,no,unknown,-1,unknown,no,494,1
955,management,0,yes,no,cellular,-1,unknown,no,247,0
7248,management,156,yes,no,unknown,-1,unknown,no,174,0
2999,admin.,372,no,no,cellular,-1,unknown,no,218,1
2478,blue-collar,0,yes,no,cellular,-1,unknown,no,531,1
6468,technician,915,no,no,cellular,-1,unknown,no,384,1
4552,admin.,4448,no,no,cellular,-1,unknown,no,112,1
7239,services,618,no,no,cellular,-1,unknown,no,951,1
5572,technician,126,no,no,cellular,-1,unknown,no,112,0
3787,services,114,no,yes,unknown,-1,unknown,no,676,1
4215,admin.,714,yes,no,unknown,-1,unknown,no,183,0
96,technician,235,yes,no,telephone,-1,unknown,no,688,0
6094,management,369,no,no,cellular,-1,unknown,no,446,1
5618,management,154,no,no,unknown,-1,unknown,no,155,0
4345,blue-collar,1624,no,no,unknown,-1,unknown,no,114,0
5248,technician,-397,yes,no,unknown,-1,unknown,yes,114,0
1846,entrepreneur,301,yes,no,cellular,-1,unknown,no,371,0
3781,admin.,-423,yes,yes,cellular,-1,unknown,no,84,0
6074,management,-115,yes,no,cellular,182,other,no,297,1
106,management,376,yes,no,cellular,-1,unknown,no,710,1
136,services,47,no,no,cellular,-1,unknown,no,405,0
2473,management,1027,yes,no,cellular,-1,unknown,no,151,0
1713,management,1840,no,no,cellular,28,other,no,220,1
2705,admin.,299,yes,no,unknown,-1,unknown,no,104,0
3140,admin.,602,no,no,cellular,130,success,no,458,1
61,blue-collar,2,no,yes,telephone,-1,unknown,no,46,0
7157,services,5,no,yes,cellular,-1,unknown,no,829,1
4484,technician,540,no,yes,cellular,-1,unknown,no,750,1
3814,services,113,yes,no,unknown,-1,unknown,no,126,0
6092,management,2987,no,no,cellular,85,failure,no,156,1
1608,blue-collar,660,no,no,unknown,-1,unknown,no,348,0
598,admin.,338,yes,no,unknown,-1,unknown,no,121,0
981,blue-collar,402,no,no,cellular,330,failure,no,31,0
604,retired,638,no,no,cellular,188,success,no,288,1
5207,blue-collar,888,no,yes,telephone,-1,unknown,no,160,0
6413,technician,589,yes,no,cellular,190,failure,no,167,1
4172,management,7007,no,no,cellular,-1,unknown,no,325,0
5189,management,625,yes,no,cellular,-1,unknown,no,1360,1
6651,services,-344,no,yes,cellular,-1,unknown,no,44,0
2373,blue-collar,38,yes,no,unknown,-1,unknown,no,31,0
6351,management,81,no,no,cellular,-1,unknown,no,140,0
1630,management,0,yes,no,cellular,99,success,no,262,1
7234,services,1697,no,no,cellular,182,success,no,489,1
6328,blue-collar,3527,yes,no,cellular,-1,unknown,no,1022,1
5087,management,3537,no,no,unknown,-1,unknown,no,305,1
3815,unemployed,2812,yes,no,cellular,-1,unknown,no,830,1
5898,admin.,2498,no,no,cellular,-1,unknown,no,411,1
2290,services,9374,yes,no,cellular,185,failure,no,7,0
6698,technician,0,no,no,unknown,-1,unknown,no,33,0
1293,blue-collar,0,no,no,unknown,-1,unknown,no,152,0
2353,self-employed,21,no,no,cellular,-1,unknown,no,566,1
3387,management,927,no,no,cellular,-1,unknown,no,100,0
7003,blue-collar,2103,no,yes,unknown,-1,unknown,no,71,0
1401,technician,179,no,no,cellular,-1,unknown,no,294,0
3536,self-employed,192,no,no,cellular,-1,unknown,no,423,0
1617,retired,2398,no,no,cellular,186,failure,no,161,0
1105,entrepreneur,406,no,no,unknown,-1,unknown,no,272,0
2746,blue-collar,15341,no,no,unknown,-1,unknown,no,738,0
7327,retired,4659,no,no,cellular,-1,unknown,no,161,1
6648,technician,1478,no,no,cellular,-1,unknown,no,926,1
3145,management,141,no,yes,cellular,-1,unknown,no,728,1
7332,management,583,no,no,cellular,91,failure,no,209,1
5897,unemployed,1960,yes,no,unknown,-1,unknown,no,605,1
866,blue-collar,-98,yes,no,cellular,-1,unknown,yes,182,0
422,student,2162,no,no,telephone,-1,unknown,no,168,0
2319,blue-collar,0,no,no,cellular,-1,unknown,no,684,1
2925,technician,1524,no,no,cellular,-1,unknown,no,567,1
577,management,0,no,no,cellular,187,failure,no,222,0
1197,management,3047,no,no,cellular,160,other,no,317,1
6425,housemaid,0,no,yes,cellular,-1,unknown,no,376,0
6091,technician,2556,no,no,cellular,-1,unknown,no,269,0
5471,entrepreneur,0,no,no,unknown,-1,unknown,yes,952,1
2654,technician,0,yes,no,cellular,-1,unknown,no,53,0
5538,blue-collar,388,no,no,telephone,-1,unknown,no,265,0
7014,admin.,410,no,no,cellular,-1,unknown,no,342,1
3522,entrepreneur,2644,yes,no,unknown,-1,unknown,no,253,0
7195,management,688,no,no,cellular,-1,unknown,no,504,0
4268,student,153,no,no,cellular,-1,unknown,no,1124,1
310,unemployed,497,yes,no,cellular,298,success,no,642,1
4143,unemployed,4969,yes,no,cellular,-1,unknown,no,169,0
7293,management,2892,no,no,unknown,-1,unknown,no,556,1
4585,blue-collar,3792,no,no,cellular,183,success,no,504,1
1988,technician,4684,yes,no,cellular,-1,unknown,no,268,1
2968,blue-collar,2,yes,no,unknown,-1,unknown,no,182,1
351,retired,2416,no,no,cellular,-1,unknown,no,221,1
1880,admin.,4708,no,no,cellular,181,success,no,238,1
6974,blue-collar,1177,no,no,cellular,-1,unknown,no,243,1
1981,admin.,592,no,no,cellular,99,failure,no,204,1
4952,management,11835,yes,no,cellular,-1,unknown,no,744,1
1097,blue-collar,665,yes,no,unknown,-1,unknown,no,57,0
7317,management,5561,yes,no,cellular,-1,unknown,no,511,1
6589,services,191,yes,yes,cellular,-1,unknown,no,490,0
3150,blue-collar,567,yes,no,cellular,342,other,no,275,0
4516,blue-collar,43,yes,no,unknown,-1,unknown,no,405,0
3591,management,1612,yes,no,cellular,131,failure,no,61,0
4517,blue-collar,1583,yes,no,cellular,-1,unknown,no,386,0
3424,blue-collar,467,no,no,cellular,-1,unknown,no,129,0
6547,retired,0,no,no,cellular,-1,unknown,no,493,1
2219,student,67,no,no,cellular,187,success,no,211,1
4162,technician,484,no,no,unknown,-1,unknown,no,84,0
5257,management,0,no,no,cellular,-1,unknown,no,11,0
1027,entrepreneur,496,no,no,cellular,-1,unknown,no,132,1
1230,management,2007,yes,no,unknown,-1,unknown,no,253,0
2737,entrepreneur,1920,no,no,cellular,-1,unknown,no,604,1
1489,technician,294,yes,no,cellular,-1,unknown,no,301,1
5181,retired,734,no,no,cellular,-1,unknown,no,1357,1
3292,admin.,1342,yes,no,cellular,-1,unknown,no,135,0
2870,student,423,no,no,cellular,-1,unknown,no,104,1
5671,self-employed,3271,no,no,cellular,-1,unknown,no,949,1
3733,technician,-454,no,yes,cellular,-1,unknown,yes,652,0
4650,technician,802,no,no,telephone,-1,unknown,no,119,0
3838,unemployed,443,no,no,cellular,-1,unknown,no,1600,1
4097,blue-collar,1240,yes,no,cellular,-1,unknown,no,844,1
904,management,11,yes,no,cellular,-1,unknown,no,654,0
5900,management,3518,no,no,cellular,-1,unknown,no,181,1
6462,management,47,yes,no,cellular,-1,unknown,no,63,0
7288,management,3696,no,no,unknown,-1,unknown,no,315,0
7254,blue-collar,-509,yes,no,unknown,-1,unknown,yes,298,0
3984,management,3663,no,no,cellular,-1,unknown,no,364,1
3835,unemployed,7,no,no,cellular,179,failure,no,51,0
228,management,2161,no,no,cellular,-1,unknown,no,569,1
5201,admin.,1210,no,no,cellular,91,failure,no,604,1
6309,blue-collar,-57,yes,yes,cellular,-1,unknown,no,55,0
1905,management,398,no,no,cellular,180,success,no,102,1
2125,student,689,no,no,cellular,-1,unknown,no,678,1
4034,technician,10,no,no,cellular,-1,unknown,no,276,0
2850,management,20585,no,no,cellular,100,success,no,299,1
5072,management,957,no,no,cellular,-1,unknown,no,915,1
2445,technician,7050,no,no,cellular,182,success,no,222,1
805,technician,442,yes,no,cellular,-1,unknown,no,85,0
3495,blue-collar,3495,no,yes,cellular,-1,unknown,no,362,0
3529,self-employed,2032,no,no,cellular,-1,unknown,no,424,0
6940,technician,-28,yes,yes,unknown,-1,unknown,no,289,0
5533,technician,2325,no,no,cellular,-1,unknown,no,125,1
4546,blue-collar,435,yes,no,unknown,-1,unknown,no,373,0
913,services,1595,yes,no,unknown,-1,unknown,no,296,0
60,technician,874,no,no,cellular,-1,unknown,no,819,1
2156,student,1189,no,no,cellular,-1,unknown,no,165,1
5536,admin.,3415,no,no,cellular,184,success,no,266,1
3092,blue-collar,322,no,no,unknown,96,other,no,434,1
5175,blue-collar,922,yes,no,cellular,-1,unknown,no,72,0
4707,technician,483,no,no,cellular,-1,unknown,no,580,1
4914,management,565,no,no,cellular,93,failure,no,174,1
382,management,254,no,no,cellular,-1,unknown,no,1576,1
3486,retired,-134,no,no,cellular,271,failure,no,243,0
670,management,446,no,no,cellular,-1,unknown,no,159,0
5245,technician,0,no,no,cellular,-1,unknown,no,539,1
7167,management,866,no,no,cellular,-1,unknown,no,191,1
6765,blue-collar,254,yes,no,cellular,-1,unknown,no,149,0
