,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,deposit
5400,50,management,72,no,no,cellular,aug,13,-1,unknown,married,tertiary,0
1005,29,blue-collar,16,no,no,unknown,may,3,-1,unknown,single,secondary,0
2361,33,management,588,yes,no,cellular,may,5,-1,unknown,married,secondary,0
5763,58,services,688,no,no,cellular,aug,2,-1,unknown,married,secondary,0
5131,42,services,247,yes,no,cellular,jul,2,-1,unknown,single,secondary,0
7014,35,services,341,yes,no,cellular,may,1,-1,unknown,married,secondary,1
7055,31,management,8629,yes,no,cellular,nov,1,184,failure,married,secondary,1
829,35,blue-collar,4366,yes,no,unknown,may,3,-1,unknown,married,primary,0
3467,41,management,2226,no,no,cellular,aug,2,99,failure,married,tertiary,1
5543,27,admin.,3415,no,no,cellular,oct,3,184,success,married,secondary,1
3063,41,self-employed,0,yes,no,cellular,nov,1,-1,unknown,married,secondary,1
3001,26,admin.,1099,no,no,cellular,jan,2,225,other,single,secondary,0
3016,34,blue-collar,2495,yes,no,unknown,may,1,-1,unknown,married,secondary,1
5134,36,technician,521,no,no,cellular,oct,3,-1,unknown,married,tertiary,1
7168,55,retired,101,yes,no,cellular,jul,1,-1,unknown,married,tertiary,0
897,37,management,156,no,no,cellular,nov,3,-1,unknown,married,tertiary,1
674,32,management,6542,yes,no,cellular,may,4,175,failure,single,tertiary,1
5812,30,self-employed,3137,yes,no,cellular,jul,7,-1,unknown,single,tertiary,0
1704,30,technician,2371,no,no,cellular,jun,1,384,other,single,secondary,1
757,51,management,0,yes,yes,unknown,may,5,-1,unknown,married,tertiary,0
1610,31,self-employed,17924,yes,no,cellular,nov,3,-1,unknown,single,tertiary,0
4490,28,technician,11862,no,no,cellular,oct,2,238,other,single,tertiary,1
6001,67,retired,1746,no,no,cellular,aug,1,-1,unknown,divorced,primary,0
6653,54,services,171,no,yes,cellular,jul,8,-1,unknown,married,secondary,0
7135,46,management,244,yes,no,unknown,may,1,-1,unknown,single,secondary,0
5535,60,services,758,no,no,cellular,feb,1,-1,unknown,divorced,secondary,0
3954,56,admin.,202,yes,no,unknown,may,2,-1,unknown,married,primary,0
5690,24,student,689,no,no,cellular,sep,1,-1,unknown,single,secondary,1
6818,34,blue-collar,503,yes,no,unknown,may,2,-1,unknown,married,primary,0
2979,50,management,2564,yes,no,cellular,nov,4,113,failure,divorced,tertiary,0
2775,31,self-employed,1815,no,no,telephone,feb,1,-1,unknown,single,tertiary,1
2118,29,admin.,1070,yes,no,unknown,may,1,357,other,single,secondary,1
2296,55,admin.,46,no,no,cellular,aug,4,-1,unknown,married,tertiary,0
5335,31,management,41,yes,no,cellular,aug,2,-1,unknown,single,tertiary,0
2665,39,technician,681,yes,no,unknown,jun,1,-1,unknown,single,secondary,0
4669,53,services,6170,no,no,cellular,aug,4,-1,unknown,married,secondary,1
4106,33,blue-collar,1240,yes,no,cellular,may,1,-1,unknown,married,secondary,1
7035,36,management,3770,yes,no,cellular,jul,4,-1,unknown,married,tertiary,0
592,51,technician,117,no,no,cellular,aug,2,88,other,married,secondary,1
2049,29,technician,938,no,no,cellular,nov,1,-1,unknown,single,secondary,1
2917,37,management,-666,yes,no,cellular,nov,2,-1,unknown,married,tertiary,0
5815,39,technician,287,yes,no,cellular,jul,3,-1,unknown,single,secondary,0
5599,56,management,382,no,no,cellular,nov,2,-1,unknown,divorced,tertiary,0
6606,34,admin.,920,no,no,cellular,may,3,179,success,married,secondary,1
4966,53,unemployed,587,no,no,cellular,nov,1,-1,unknown,divorced,secondary,1
251,52,services,337,yes,no,unknown,may,3,-1,unknown,married,unknown,0
2311,40,admin.,523,yes,yes,unknown,may,3,-1,unknown,married,secondary,0
6930,46,technician,0,yes,no,cellular,aug,5,-1,unknown,divorced,tertiary,0
6959,35,management,1471,yes,yes,cellular,aug,3,-1,unknown,married,tertiary,0
223,56,blue-collar,8,yes,no,unknown,may,2,-1,unknown,divorced,primary,0
4515,30,blue-collar,5,no,no,cellular,dec,1,203,success,married,primary,1
2730,30,technician,930,no,no,cellular,jul,1,-1,unknown,single,secondary,1
5460,32,management,4,no,no,cellular,jan,1,-1,unknown,single,tertiary,0
4998,23,student,1298,no,no,cellular,jul,1,-1,unknown,single,secondary,1
4143,57,admin.,215,yes,yes,cellular,jul,2,-1,unknown,married,primary,0
5355,57,management,687,yes,yes,telephone,jul,3,-1,unknown,married,primary,0
3651,54,admin.,602,no,no,cellular,mar,2,-1,unknown,married,secondary,1
5320,36,admin.,746,yes,no,cellular,nov,3,-1,unknown,married,secondary,0
6488,36,management,255,no,no,cellular,aug,6,95,success,married,tertiary,1
6249,24,student,1925,no,no,cellular,aug,1,-1,unknown,single,secondary,1
6775,34,blue-collar,479,no,no,cellular,jul,1,-1,unknown,married,primary,0
2225,45,admin.,67,no,no,cellular,feb,2,-1,unknown,married,secondary,0
37,37,entrepreneur,555,no,no,cellular,jul,2,-1,unknown,married,tertiary,0
5123,42,blue-collar,349,yes,no,cellular,apr,2,-1,unknown,married,secondary,0
1109,61,retired,11,no,no,cellular,sep,1,92,success,married,secondary,1
167,27,technician,261,yes,no,cellular,jan,2,247,failure,single,secondary,0
1474,49,blue-collar,-9,yes,yes,unknown,may,1,-1,unknown,divorced,primary,0
5111,35,admin.,3636,no,yes,cellular,nov,2,-1,unknown,divorced,secondary,1
4110,26,unemployed,111,no,no,cellular,jul,1,-1,unknown,single,secondary,1
369,60,retired,439,no,yes,cellular,may,1,321,failure,divorced,tertiary,1
1567,54,blue-collar,244,yes,no,cellular,jul,2,-1,unknown,married,primary,0
2602,29,management,7832,yes,no,unknown,may,2,-1,unknown,married,tertiary,0
6016,39,admin.,1757,no,no,telephone,oct,1,-1,unknown,married,secondary,1
2473,34,technician,1313,no,no,cellular,apr,4,-1,unknown,single,secondary,0
4461,38,unemployed,804,no,no,cellular,jun,1,-1,unknown,single,secondary,1
7179,40,services,1305,no,no,cellular,jul,1,-1,unknown,married,secondary,0
6869,48,blue-collar,48,yes,yes,unknown,may,1,-1,unknown,married,secondary,0
7392,71,retired,2988,no,no,telephone,apr,1,-1,unknown,married,primary,1
6704,29,technician,0,no,no,unknown,may,2,-1,unknown,married,secondary,0
2677,25,technician,839,yes,no,cellular,may,3,-1,unknown,married,tertiary,1
1981,55,housemaid,0,yes,no,cellular,jul,2,-1,unknown,married,primary,1
4550,37,management,3556,no,no,cellular,nov,1,-1,unknown,married,tertiary,1
3821,41,blue-collar,-190,no,yes,cellular,jul,3,-1,unknown,married,secondary,1
3607,45,blue-collar,2433,no,no,cellular,aug,2,-1,unknown,married,primary,0
5658,63,admin.,0,yes,no,cellular,aug,5,-1,unknown,married,secondary,1
7137,32,blue-collar,-105,yes,yes,telephone,jul,19,-1,unknown,married,primary,0
2495,34,management,1058,yes,no,unknown,may,2,-1,unknown,single,tertiary,1
1000,42,housemaid,314,no,no,unknown,jun,2,-1,unknown,divorced,secondary,0
5916,46,management,349,no,no,cellular,may,4,88,success,married,tertiary,1
4456,30,blue-collar,2607,yes,no,unknown,may,10,-1,unknown,married,primary,0
2642,53,self-employed,290,no,yes,cellular,jul,3,-1,unknown,married,tertiary,0
5252,28,student,61,yes,no,cellular,jul,8,-1,unknown,single,tertiary,0
2054,29,blue-collar,630,yes,no,cellular,jul,5,-1,unknown,married,primary,0
5184,26,admin.,2509,no,no,cellular,may,3,97,success,single,secondary,1
5903,40,unemployed,1960,yes,no,unknown,jun,6,-1,unknown,married,secondary,1
4308,31,admin.,162,yes,no,unknown,may,1,-1,unknown,single,secondary,0
5495,34,technician,16,no,no,cellular,aug,1,-1,unknown,single,secondary,1
4181,32,blue-collar,760,yes,no,cellular,apr,1,148,other,single,secondary,0
2681,26,services,633,yes,no,unknown,may,2,-1,unknown,divorced,primary,0
111,51,entrepreneur,726,yes,yes,cellular,apr,2,-1,unknown,married,primary,0
4927,29,admin.,504,yes,no,cellular,may,1,-1,unknown,divorced,secondary,0
1228,31,admin.,430,yes,no,cellular,apr,2,-1,unknown,single,secondary,0
6017,35,technician,1368,no,no,cellular,may,1,41,other,married,secondary,1
1973,29,technician,307,yes,no,cellular,feb,1,-1,unknown,single,secondary,0
6381,34,entrepreneur,714,yes,no,unknown,may,4,-1,unknown,single,tertiary,0
3672,32,admin.,653,no,no,cellular,jun,1,-1,unknown,married,tertiary,1
498,43,technician,451,no,no,cellular,aug,2,-1,unknown,single,secondary,1
3796,46,technician,3455,yes,no,unknown,may,2,-1,unknown,divorced,secondary,0
1661,39,self-employed,0,yes,no,unknown,may,2,-1,unknown,divorced,secondary,0
1072,30,management,944,no,no,cellular,oct,2,-1,unknown,married,tertiary,1
82,42,admin.,241,yes,no,cellular,may,3,-1,unknown,divorced,secondary,1
3600,43,admin.,0,no,no,unknown,jun,12,-1,unknown,married,secondary,0
3923,43,services,3403,yes,no,cellular,nov,2,97,success,single,secondary,1
3653,37,blue-collar,-97,yes,no,unknown,jun,2,-1,unknown,married,secondary,0
1582,57,admin.,403,yes,no,cellular,may,1,340,other,married,secondary,1
5609,31,blue-collar,0,yes,yes,unknown,may,4,-1,unknown,married,primary,0
2077,27,services,139,no,no,cellular,jul,3,-1,unknown,single,secondary,0
5744,30,technician,178,no,no,cellular,jul,3,-1,unknown,single,tertiary,1
2645,33,services,881,yes,no,unknown,may,5,-1,unknown,married,secondary,0
1071,46,technician,1,yes,yes,unknown,may,3,-1,unknown,divorced,secondary,0
7225,33,technician,599,yes,no,cellular,aug,2,-1,unknown,married,tertiary,0
2287,66,admin.,4041,no,no,cellular,jun,2,-1,unknown,married,secondary,1
1302,32,admin.,344,no,no,cellular,may,2,-1,unknown,single,secondary,1
5116,25,technician,4859,no,no,cellular,jan,1,-1,unknown,single,secondary,1
5563,32,management,2551,yes,no,cellular,jul,3,-1,unknown,single,tertiary,1
45,32,technician,367,yes,no,cellular,may,2,276,failure,married,secondary,0
7046,49,self-employed,2061,yes,yes,unknown,may,3,-1,unknown,married,secondary,0
4167,43,technician,6835,no,no,cellular,nov,1,152,failure,divorced,secondary,0
1202,36,admin.,1207,yes,no,cellular,nov,2,-1,unknown,married,secondary,1
981,28,management,1086,yes,no,unknown,may,2,-1,unknown,single,tertiary,0
1191,24,student,235,no,no,cellular,feb,1,92,success,single,tertiary,1
2167,50,technician,1717,no,no,telephone,jul,8,-1,unknown,married,secondary,0
2803,40,self-employed,1516,yes,yes,unknown,may,1,-1,unknown,married,secondary,0
3791,33,services,114,no,yes,unknown,jul,1,-1,unknown,married,secondary,1
7154,47,services,1764,no,yes,cellular,aug,6,-1,unknown,married,secondary,0
1236,32,management,12,no,no,cellular,jul,1,-1,unknown,divorced,tertiary,0
4201,36,technician,2823,yes,no,cellular,jun,1,371,failure,divorced,secondary,1
3999,31,management,1619,no,no,cellular,apr,2,-1,unknown,single,tertiary,1
1081,47,admin.,829,yes,yes,cellular,nov,1,188,failure,married,secondary,0
1155,37,management,2283,no,no,cellular,aug,2,92,success,married,tertiary,1
4607,46,blue-collar,668,yes,no,unknown,may,2,-1,unknown,married,secondary,1
4884,28,management,278,no,yes,cellular,jan,1,-1,unknown,single,tertiary,0
5307,42,blue-collar,1628,yes,no,cellular,jul,8,-1,unknown,single,primary,1
5642,30,management,12857,yes,no,cellular,nov,1,-1,unknown,single,tertiary,1
264,48,blue-collar,741,yes,no,cellular,apr,1,-1,unknown,married,secondary,0
2419,46,technician,9299,no,no,cellular,jul,1,276,other,married,secondary,1
968,47,management,1128,no,no,cellular,jan,2,-1,unknown,married,unknown,0
4629,59,services,-22,yes,no,unknown,may,3,-1,unknown,married,secondary,1
5501,22,services,129,no,no,cellular,apr,2,181,success,single,secondary,1
2222,56,technician,1561,no,no,cellular,aug,1,-1,unknown,divorced,secondary,0
2908,37,management,3737,no,no,cellular,jul,1,-1,unknown,married,tertiary,1
1992,42,blue-collar,490,yes,no,unknown,may,2,-1,unknown,married,secondary,0
7105,35,management,-292,yes,no,cellular,may,2,272,failure,single,tertiary,0
816,42,blue-collar,-67,yes,no,unknown,may,1,-1,unknown,married,primary,0
5015,25,student,486,no,no,cellular,sep,3,199,failure,single,secondary,1
5390,31,blue-collar,-209,yes,no,cellular,may,3,367,failure,divorced,secondary,0
5949,35,services,618,no,no,cellular,aug,1,104,success,married,unknown,1
3264,43,blue-collar,1401,yes,no,unknown,may,2,-1,unknown,married,primary,0
4570,35,management,97,yes,no,unknown,may,4,-1,unknown,married,secondary,0
1110,29,services,6,yes,no,unknown,may,2,-1,unknown,married,tertiary,0
638,42,management,783,yes,no,cellular,nov,2,128,failure,married,tertiary,0
1795,30,admin.,1310,no,no,telephone,oct,1,-1,unknown,married,secondary,0
4426,31,management,0,yes,no,cellular,sep,1,-1,unknown,single,tertiary,0
102,34,services,190,yes,no,cellular,may,3,-1,unknown,married,secondary,0
2821,23,student,151,yes,no,unknown,may,1,-1,unknown,single,secondary,0
6391,30,management,-181,yes,no,cellular,nov,2,-1,unknown,married,tertiary,0
17,31,technician,863,yes,no,cellular,feb,1,263,success,single,secondary,0
4025,26,technician,11862,no,no,cellular,feb,1,-1,unknown,single,tertiary,1
86,44,management,7177,no,no,unknown,jun,2,-1,unknown,married,tertiary,0
5742,36,admin.,364,no,yes,cellular,aug,1,123,failure,single,tertiary,1
4008,41,admin.,882,yes,yes,unknown,may,2,-1,unknown,single,secondary,0
3842,29,housemaid,2196,no,no,cellular,aug,1,-1,unknown,single,tertiary,1
4360,78,retired,1204,no,no,telephone,nov,1,-1,unknown,married,tertiary,1
6158,36,technician,341,no,no,cellular,aug,1,-1,unknown,married,tertiary,1
2947,47,management,3663,no,no,cellular,oct,2,213,success,married,tertiary,1
1935,26,student,620,no,no,cellular,may,1,94,success,single,secondary,1
1437,26,unemployed,285,yes,no,cellular,may,2,342,failure,married,secondary,0
6632,33,technician,1257,yes,no,cellular,jul,1,-1,unknown,single,tertiary,0
4567,41,blue-collar,3622,no,no,unknown,jun,4,-1,unknown,divorced,secondary,1
4284,48,management,1741,yes,yes,telephone,nov,1,-1,unknown,married,tertiary,0
7406,34,blue-collar,79,no,yes,cellular,nov,1,-1,unknown,single,secondary,0
3156,32,blue-collar,567,yes,no,cellular,may,2,342,other,single,secondary,0
4829,48,management,1167,yes,yes,cellular,jan,4,50,other,married,tertiary,0
732,40,admin.,877,yes,no,cellular,nov,3,177,failure,single,secondary,0
5576,29,entrepreneur,714,yes,yes,cellular,may,2,-1,unknown,married,secondary,1
1337,49,admin.,167,no,yes,cellular,jul,1,-1,unknown,married,secondary,0
5936,35,admin.,507,yes,no,cellular,jul,2,-1,unknown,single,secondary,1
5102,33,technician,66,no,no,cellular,jun,2,-1,unknown,single,secondary,1
5753,34,self-employed,-56,yes,no,unknown,may,3,-1,unknown,married,secondary,0
4559,56,blue-collar,0,yes,no,cellular,jul,1,-1,unknown,married,primary,1
2115,29,self-employed,1,no,no,cellular,jul,3,-1,unknown,married,tertiary,0
1169,42,technician,305,yes,no,cellular,aug,4,-1,unknown,divorced,secondary,0
606,38,services,2678,no,no,cellular,sep,2,187,success,married,secondary,1
4226,29,admin.,500,yes,no,cellular,may,8,-1,unknown,married,secondary,0
2788,35,management,4348,yes,no,cellular,apr,3,217,failure,single,tertiary,0
128,54,blue-collar,1895,yes,no,cellular,apr,1,-1,unknown,married,primary,0
5072,39,technician,94,yes,yes,unknown,may,1,-1,unknown,married,tertiary,1
2570,36,management,4,no,yes,cellular,jul,6,-1,unknown,married,tertiary,0
5829,49,management,1,no,no,telephone,may,3,175,success,married,tertiary,1
6014,47,blue-collar,863,yes,no,unknown,may,2,-1,unknown,married,secondary,1
5290,43,admin.,132,no,no,cellular,mar,1,-1,unknown,married,secondary,1
2718,40,blue-collar,34,yes,no,cellular,may,2,344,failure,married,primary,0
632,27,blue-collar,106,yes,no,unknown,may,5,-1,unknown,married,primary,0
3676,58,management,2183,yes,no,cellular,jul,1,-1,unknown,married,tertiary,0
537,50,technician,892,yes,yes,unknown,may,1,-1,unknown,married,secondary,0
6686,51,unemployed,-56,yes,no,cellular,nov,3,-1,unknown,divorced,secondary,0
7005,48,blue-collar,1000,yes,no,unknown,jun,2,-1,unknown,married,secondary,1
4706,55,admin.,1633,no,no,cellular,jan,1,192,success,married,secondary,1
5073,35,admin.,-32,no,yes,cellular,aug,2,178,success,single,secondary,1
7156,33,admin.,146,no,no,cellular,oct,1,91,success,single,tertiary,1
6318,45,admin.,1214,yes,no,cellular,feb,2,189,failure,married,secondary,0
2177,35,unemployed,127,yes,no,telephone,nov,1,-1,unknown,single,secondary,1
1967,43,management,182,no,no,cellular,jan,1,-1,unknown,married,tertiary,0
887,36,admin.,191,yes,no,cellular,jul,7,-1,unknown,single,secondary,0
1796,41,management,25,yes,yes,cellular,mar,2,-1,unknown,divorced,tertiary,1
5606,30,technician,2326,no,no,cellular,dec,1,175,failure,married,secondary,1
4100,33,management,1240,yes,no,cellular,feb,2,260,other,single,tertiary,0
2805,30,blue-collar,35,yes,no,cellular,jul,2,-1,unknown,married,primary,0
1925,30,technician,317,yes,no,cellular,jul,5,-1,unknown,divorced,tertiary,0
1104,23,admin.,897,yes,no,cellular,feb,2,280,failure,single,tertiary,1
6721,51,blue-collar,2095,yes,yes,cellular,feb,4,-1,unknown,married,primary,0
604,77,retired,638,no,no,cellular,feb,1,188,success,married,secondary,1
7385,26,management,775,no,no,unknown,may,3,-1,unknown,married,tertiary,0
1596,27,management,1720,no,no,cellular,nov,2,273,failure,single,tertiary,1
5043,42,services,12223,yes,no,cellular,nov,1,-1,unknown,married,tertiary,0
4489,41,management,3096,yes,no,cellular,jul,6,-1,unknown,married,secondary,0
2249,35,management,3168,no,no,cellular,aug,30,-1,unknown,married,tertiary,0
5276,32,management,222,no,yes,cellular,jul,4,-1,unknown,divorced,tertiary,1
6006,54,technician,2156,yes,no,cellular,apr,1,86,success,divorced,secondary,1
1311,32,self-employed,409,no,no,cellular,mar,2,-1,unknown,married,secondary,1
2208,35,management,644,yes,no,unknown,may,2,-1,unknown,single,tertiary,0
5251,44,unemployed,1151,yes,no,unknown,jun,2,-1,unknown,married,tertiary,0
6999,45,technician,1412,yes,no,cellular,may,4,-1,unknown,married,secondary,0
3603,59,unemployed,7724,no,no,cellular,nov,3,-1,unknown,single,primary,1
992,30,admin.,127,yes,no,cellular,may,6,368,other,single,secondary,0
5561,35,blue-collar,855,yes,no,cellular,may,1,300,success,single,secondary,1
3513,39,services,322,yes,no,cellular,may,1,350,failure,single,secondary,0
1975,31,management,859,yes,yes,cellular,aug,3,-1,unknown,married,tertiary,0
445,40,entrepreneur,-164,no,no,cellular,may,1,-1,unknown,married,tertiary,0
7367,28,management,-994,yes,yes,cellular,jul,2,-1,unknown,single,secondary,0
376,25,admin.,760,yes,no,cellular,may,3,89,failure,single,tertiary,1
3478,38,technician,185,no,yes,cellular,aug,16,-1,unknown,married,secondary,0
4224,26,admin.,714,yes,no,unknown,may,1,-1,unknown,married,secondary,0
6366,58,admin.,4348,yes,no,cellular,jun,4,141,other,married,secondary,1
2828,35,management,648,no,no,cellular,jul,2,-1,unknown,married,tertiary,0
6108,28,entrepreneur,1734,yes,no,unknown,jun,3,-1,unknown,single,secondary,0
5370,40,admin.,341,no,no,cellular,jul,5,-1,unknown,married,secondary,1
4831,52,admin.,1228,yes,yes,cellular,aug,1,-1,unknown,married,secondary,1
750,45,self-employed,7,no,no,cellular,nov,1,-1,unknown,married,secondary,1
2780,45,management,321,yes,no,cellular,jul,4,-1,unknown,married,primary,0
4365,34,management,179,yes,no,cellular,nov,1,-1,unknown,married,tertiary,0
6153,26,student,198,no,no,cellular,feb,1,-1,unknown,single,unknown,0
