,job,balance,housing,loan,contact,campaign,poutcome,deposit
4708,services,1313,no,no,unknown,2,unknown,no
6436,management,0,no,no,unknown,2,unknown,no
5793,blue-collar,0,yes,yes,cellular,4,unknown,yes
583,management,0,yes,yes,cellular,1,unknown,no
4252,admin.,2002,yes,no,cellular,2,failure,no
666,technician,2,no,no,unknown,2,unknown,no
2012,technician,393,no,no,cellular,1,success,yes
5975,services,1134,no,no,unknown,2,unknown,no
2354,entrepreneur,4798,yes,no,unknown,2,unknown,no
2841,management,990,yes,no,cellular,2,unknown,yes
6108,retired,1099,no,no,cellular,2,unknown,yes
7198,entrepreneur,3140,yes,yes,cellular,5,unknown,no
1208,services,-361,yes,no,cellular,3,other,yes
6337,blue-collar,3527,yes,no,cellular,1,unknown,yes
636,management,1836,no,no,cellular,3,unknown,yes
3967,admin.,172,no,no,cellular,1,unknown,no
1825,blue-collar,0,no,no,unknown,2,unknown,no
2208,admin.,10,yes,no,cellular,2,unknown,yes
2744,admin.,83,yes,no,cellular,6,unknown,no
3395,management,1187,yes,yes,cellular,1,unknown,no
7381,retired,0,no,no,cellular,1,unknown,yes
3056,blue-collar,2227,no,no,cellular,12,unknown,no
699,student,3472,no,no,cellular,1,failure,yes
4270,management,1093,yes,yes,cellular,1,success,yes
6032,blue-collar,953,yes,no,unknown,2,unknown,yes
2828,admin.,220,yes,no,cellular,2,unknown,no
727,blue-collar,950,yes,no,unknown,2,unknown,no
6950,blue-collar,292,no,yes,cellular,4,unknown,yes
3622,technician,703,no,no,cellular,1,unknown,no
4777,management,8,no,no,cellular,3,unknown,yes
3959,blue-collar,5271,yes,no,cellular,2,unknown,no
1177,management,3591,yes,no,cellular,2,other,yes
6138,retired,938,no,no,cellular,2,success,yes
764,management,644,yes,no,cellular,1,success,yes
903,admin.,2452,yes,no,unknown,2,unknown,no
2143,retired,229,no,no,telephone,1,unknown,yes
5931,blue-collar,2007,no,no,cellular,1,success,yes
5016,management,5389,no,no,cellular,3,unknown,yes
6592,blue-collar,1432,no,no,cellular,1,unknown,no
7172,retired,101,yes,no,cellular,1,unknown,no
5175,blue-collar,1193,no,no,cellular,1,unknown,yes
5623,services,473,yes,no,cellular,3,unknown,yes
2001,unemployed,343,no,no,cellular,1,unknown,yes
5284,admin.,2532,yes,yes,cellular,1,unknown,yes
747,housemaid,2290,no,no,cellular,1,unknown,no
1838,retired,243,no,no,cellular,1,unknown,yes
2258,blue-collar,2656,yes,no,unknown,2,unknown,yes
6471,management,8089,yes,no,cellular,2,failure,yes
1921,unemployed,6,no,no,cellular,4,unknown,yes
6092,management,373,no,no,cellular,6,unknown,yes
1292,technician,151,no,no,cellular,2,unknown,no
3071,management,1724,no,no,cellular,6,unknown,no
1452,management,1168,no,no,telephone,5,unknown,no
5476,entrepreneur,121,yes,no,cellular,1,failure,no
3846,admin.,952,no,no,cellular,1,success,yes
2079,management,2840,no,no,cellular,5,unknown,yes
5633,housemaid,1265,yes,no,unknown,3,unknown,no
5236,blue-collar,889,yes,no,cellular,1,success,yes
7349,management,2915,no,no,cellular,1,failure,yes
3303,management,1120,no,no,cellular,2,unknown,yes
4687,technician,966,yes,yes,cellular,2,unknown,no
1479,retired,775,no,no,cellular,2,success,yes
3085,management,165,no,no,cellular,1,other,no
1169,services,5571,no,no,unknown,1,unknown,no
1262,unemployed,0,yes,no,cellular,2,unknown,no
1183,technician,236,no,no,cellular,4,unknown,no
902,management,1778,no,no,cellular,1,success,no
1667,housemaid,3923,yes,no,unknown,3,unknown,yes
2411,technician,589,yes,no,unknown,2,unknown,yes
4857,admin.,150,no,no,cellular,4,unknown,yes
1164,technician,133,no,no,cellular,1,unknown,yes
193,technician,341,no,no,cellular,2,success,yes
6448,admin.,71,no,no,unknown,5,unknown,no
6780,retired,1146,no,no,cellular,1,success,yes
3545,blue-collar,3917,yes,no,cellular,1,unknown,yes
3747,blue-collar,-85,yes,yes,unknown,1,unknown,no
7354,blue-collar,1076,yes,no,unknown,1,unknown,no
4569,management,1514,no,no,cellular,2,unknown,no
373,blue-collar,1230,yes,no,cellular,2,success,yes
5258,student,61,yes,no,cellular,8,unknown,no
6169,technician,275,no,no,cellular,8,unknown,no
3624,services,0,yes,no,cellular,1,failure,no
4350,technician,88,no,no,cellular,1,other,yes
3146,blue-collar,567,yes,no,cellular,2,other,no
3322,entrepreneur,353,no,no,cellular,2,unknown,no
3641,management,941,yes,no,unknown,11,unknown,no
383,technician,127,no,no,cellular,1,unknown,yes
4486,management,3096,yes,no,cellular,6,unknown,no
1497,retired,13,no,no,cellular,4,unknown,no
3203,technician,706,yes,no,cellular,1,unknown,yes
3653,technician,486,no,no,telephone,5,unknown,no
5244,retired,0,no,no,telephone,1,unknown,no
1195,management,4527,yes,no,cellular,1,unknown,no
1030,blue-collar,712,yes,yes,cellular,3,unknown,yes
7053,retired,723,no,no,telephone,1,failure,yes
5942,blue-collar,649,yes,no,cellular,1,unknown,yes
5288,technician,365,yes,no,unknown,2,unknown,no
2720,blue-collar,2442,no,yes,cellular,7,unknown,no
4573,blue-collar,1230,yes,no,telephone,1,unknown,yes
4204,blue-collar,535,no,no,cellular,1,success,yes
3055,management,436,no,no,cellular,1,failure,yes
936,admin.,3201,yes,no,telephone,3,unknown,no
2914,management,533,no,no,cellular,12,unknown,no
3569,services,89,yes,no,cellular,4,unknown,yes
3446,self-employed,385,no,yes,cellular,4,unknown,no
5001,retired,0,yes,no,cellular,2,unknown,no
5349,admin.,24,yes,no,cellular,2,unknown,yes
1938,management,0,no,no,unknown,8,unknown,no
969,services,327,yes,no,unknown,1,unknown,no
5726,blue-collar,419,yes,yes,unknown,4,unknown,no
5658,management,0,no,no,cellular,1,unknown,no
5919,admin.,-504,yes,yes,cellular,1,unknown,yes
5105,technician,66,no,no,cellular,2,unknown,yes
3347,technician,-154,no,no,unknown,3,unknown,no
7220,management,2152,no,no,cellular,3,unknown,yes
3466,retired,2064,no,no,cellular,1,unknown,no
2487,unemployed,582,yes,no,cellular,5,failure,yes
2461,technician,2269,yes,no,cellular,1,failure,no
5042,entrepreneur,8,yes,yes,cellular,1,unknown,no
624,management,86,no,no,telephone,1,unknown,no
3789,services,114,no,yes,unknown,1,unknown,yes
7204,blue-collar,416,yes,no,unknown,2,unknown,yes
7337,management,5106,no,no,cellular,1,unknown,yes
2479,technician,670,no,no,cellular,2,unknown,yes
1873,technician,822,yes,yes,cellular,2,failure,no
6186,admin.,2855,no,no,cellular,1,failure,yes
181,management,2239,no,no,cellular,1,unknown,yes
4348,technician,0,no,no,cellular,4,unknown,yes
2350,self-employed,21,no,no,cellular,2,unknown,yes
1298,retired,143,no,no,telephone,1,unknown,no
238,blue-collar,503,yes,yes,unknown,2,unknown,no
6498,technician,1533,no,no,unknown,2,unknown,no
5437,management,4831,no,no,cellular,11,unknown,yes
2438,student,348,no,no,cellular,4,unknown,yes
1661,technician,3726,no,no,cellular,2,unknown,yes
1166,blue-collar,205,yes,yes,cellular,7,failure,yes
4902,blue-collar,942,no,no,cellular,3,failure,no
4652,admin.,2552,no,yes,cellular,3,unknown,no
6917,blue-collar,-388,yes,yes,cellular,1,unknown,no
7051,admin.,-43,yes,yes,cellular,1,unknown,no
4874,management,16,yes,no,cellular,1,unknown,no
4236,technician,0,no,no,cellular,1,unknown,yes
5596,technician,505,no,yes,cellular,2,unknown,yes
406,management,1624,no,no,cellular,1,success,yes
1393,blue-collar,455,no,no,telephone,2,success,yes
1011,technician,5,no,no,cellular,2,unknown,no
787,management,265,no,no,cellular,2,success,yes
1772,retired,0,no,no,cellular,5,unknown,no
1709,management,1840,no,no,cellular,1,other,yes
7062,blue-collar,296,yes,no,unknown,1,unknown,no
81,student,469,no,no,cellular,1,other,yes
6073,management,1529,no,no,cellular,1,unknown,no
4381,blue-collar,413,yes,no,cellular,2,success,yes
3678,management,7049,no,no,cellular,1,failure,yes
3813,services,38,yes,no,cellular,1,unknown,yes
5062,management,1989,no,no,unknown,2,unknown,no
3436,housemaid,1310,yes,yes,cellular,2,unknown,no
3421,technician,571,yes,yes,cellular,3,unknown,no
4618,management,230,yes,yes,cellular,2,failure,no
3997,technician,253,no,no,cellular,1,unknown,no
7120,management,718,yes,no,cellular,1,success,yes
5095,retired,1388,no,no,telephone,1,unknown,yes
1537,blue-collar,125,no,no,cellular,2,unknown,no
5469,blue-collar,188,yes,yes,unknown,2,unknown,yes
4633,blue-collar,154,yes,no,unknown,4,unknown,no
2084,management,13,no,no,cellular,3,unknown,yes
679,unemployed,0,no,no,cellular,4,unknown,no
5979,entrepreneur,958,no,no,unknown,2,unknown,no
4891,services,1319,yes,no,cellular,1,unknown,no
2672,services,393,yes,yes,cellular,1,failure,no
6560,management,22125,no,yes,cellular,2,unknown,yes
754,retired,0,no,no,cellular,1,unknown,yes
3397,services,0,no,yes,cellular,6,other,no
2370,blue-collar,-4,yes,yes,unknown,1,unknown,no
69,student,502,yes,no,telephone,1,unknown,no
1408,admin.,9,yes,no,cellular,1,unknown,no
4375,blue-collar,1756,yes,no,cellular,1,unknown,yes
1797,services,198,no,no,cellular,2,unknown,yes
5089,technician,507,no,no,cellular,4,unknown,no
4949,blue-collar,537,no,yes,cellular,6,unknown,no
6447,retired,2883,no,no,cellular,1,unknown,yes
615,technician,160,yes,no,unknown,1,unknown,no
1387,admin.,0,no,no,cellular,2,unknown,no
7208,technician,2767,yes,no,cellular,2,unknown,no
943,retired,523,no,no,cellular,3,success,yes
4718,technician,175,no,yes,unknown,2,unknown,no
1246,management,350,no,no,telephone,3,unknown,no
2563,management,4,no,yes,cellular,6,unknown,no
4913,blue-collar,2369,yes,no,cellular,1,unknown,no
458,self-employed,3290,no,no,cellular,2,unknown,yes
6043,technician,484,yes,no,unknown,1,unknown,yes
3204,services,181,no,no,cellular,1,success,yes
5602,management,1612,no,no,cellular,2,other,yes
1307,management,586,yes,no,cellular,2,unknown,no
132,technician,0,no,yes,cellular,1,unknown,no
4393,admin.,712,yes,no,unknown,1,unknown,no
6045,management,718,yes,no,cellular,1,unknown,yes
809,management,1808,no,no,cellular,1,unknown,yes
1493,management,131,no,no,unknown,3,unknown,no
652,admin.,-60,no,no,cellular,1,unknown,no
6879,technician,0,yes,yes,cellular,3,unknown,no
6511,technician,1173,yes,no,cellular,3,unknown,yes
3319,admin.,83,yes,no,cellular,1,unknown,yes
5459,retired,197,no,no,cellular,1,unknown,yes
685,management,123,yes,no,unknown,3,unknown,no
6220,blue-collar,1797,yes,yes,cellular,1,failure,no
4091,technician,1,no,no,cellular,2,failure,yes
1310,self-employed,409,no,no,cellular,2,unknown,yes
4054,technician,593,yes,no,unknown,1,unknown,no
514,self-employed,188,yes,yes,unknown,2,unknown,yes
854,services,1076,no,no,cellular,1,success,yes
2295,blue-collar,771,yes,yes,unknown,1,unknown,no
6957,blue-collar,754,yes,no,unknown,4,unknown,yes
1083,management,3371,no,no,cellular,1,success,yes
2157,services,4017,no,no,cellular,1,success,yes
6161,admin.,4708,no,no,cellular,1,failure,yes
1777,blue-collar,2129,yes,no,cellular,3,unknown,no
2609,services,-366,yes,no,cellular,1,unknown,yes
1623,management,169,no,no,telephone,2,unknown,yes
4283,blue-collar,258,yes,no,cellular,2,unknown,no
106,blue-collar,855,yes,no,cellular,1,unknown,yes
6609,admin.,920,no,no,cellular,3,success,yes
4250,technician,161,no,no,cellular,9,unknown,no
814,entrepreneur,816,no,no,cellular,1,unknown,no
3091,technician,3105,yes,no,unknown,11,unknown,no
1677,technician,1435,no,no,cellular,16,unknown,yes
1006,management,1308,no,no,telephone,2,unknown,yes
3663,management,448,no,no,cellular,1,success,yes
2859,management,937,no,no,cellular,4,unknown,yes
5276,management,119,no,no,unknown,2,unknown,no
5443,blue-collar,816,yes,no,cellular,7,unknown,no
998,management,349,no,no,cellular,3,unknown,no
1863,services,152,yes,no,unknown,1,unknown,yes
315,unknown,3,no,no,cellular,2,unknown,no
7239,management,867,yes,no,unknown,3,unknown,yes
604,retired,638,no,no,cellular,1,success,yes
7182,blue-collar,5,no,no,cellular,1,unknown,yes
2081,technician,403,no,no,unknown,1,unknown,yes
3094,technician,568,yes,no,telephone,2,unknown,no
4881,technician,67,yes,no,unknown,4,unknown,no
5200,management,2769,yes,no,cellular,1,failure,no
1400,management,186,yes,no,cellular,3,unknown,no
2187,admin.,274,no,no,cellular,3,unknown,yes
4820,management,877,no,no,cellular,1,success,yes
5543,services,758,no,no,cellular,1,unknown,no
3041,technician,2497,yes,no,cellular,1,failure,no
5801,self-employed,270,yes,no,unknown,2,unknown,no
5805,management,24450,no,no,cellular,2,unknown,no
3413,admin.,255,no,no,cellular,2,success,yes
80,admin.,241,yes,no,cellular,3,unknown,yes
907,management,11,yes,no,cellular,1,unknown,no
117,blue-collar,1131,yes,yes,cellular,1,failure,no
4784,services,54,yes,no,cellular,1,unknown,no
7132,retired,417,yes,no,cellular,2,unknown,no
2739,technician,526,yes,yes,unknown,3,unknown,yes
690,admin.,35,no,no,telephone,1,unknown,no
1619,services,4721,no,no,cellular,2,success,yes
594,blue-collar,100,yes,yes,cellular,4,failure,no
2126,technician,876,no,no,cellular,3,success,yes
5488,blue-collar,1390,yes,no,unknown,1,unknown,no
4299,technician,759,yes,no,cellular,5,unknown,no
639,management,783,yes,no,cellular,2,failure,no
1336,admin.,167,no,yes,cellular,1,unknown,no
4217,services,1076,no,no,cellular,1,failure,yes
5308,technician,629,no,no,cellular,1,unknown,no
5588,self-employed,61,no,no,cellular,3,unknown,yes
7009,blue-collar,1000,yes,no,unknown,2,unknown,yes
6999,admin.,10465,no,no,unknown,6,unknown,no
180,management,924,no,no,cellular,2,success,yes
3096,retired,1400,no,no,unknown,7,unknown,no
6483,student,324,no,no,cellular,4,unknown,no
2024,admin.,733,yes,no,cellular,2,success,yes
2762,technician,1071,no,no,cellular,1,success,yes
5251,management,71,no,no,cellular,1,unknown,yes
3023,admin.,291,no,no,unknown,1,unknown,no
6189,admin.,106,no,no,cellular,1,unknown,yes
5930,management,400,no,no,cellular,2,unknown,no
6926,self-employed,506,no,no,cellular,1,failure,yes
6158,blue-collar,811,yes,yes,cellular,3,unknown,no
663,self-employed,0,no,no,cellular,2,unknown,yes
6312,technician,4646,yes,no,cellular,1,unknown,yes
2367,management,1243,no,no,cellular,4,unknown,yes
6775,blue-collar,178,yes,yes,unknown,1,unknown,no
1676,unemployed,3611,yes,no,cellular,1,unknown,no
5745,services,282,yes,no,cellular,1,unknown,no
1473,management,850,no,no,cellular,2,unknown,yes
6637,blue-collar,783,yes,no,unknown,3,unknown,yes
4436,self-employed,454,no,yes,cellular,1,unknown,no
1521,blue-collar,138,no,no,cellular,1,unknown,no
2309,admin.,523,yes,yes,unknown,3,unknown,no
919,student,329,no,no,cellular,1,success,yes
2337,blue-collar,4222,no,no,unknown,1,unknown,no
2092,admin.,-32,no,no,cellular,1,other,no
3809,admin.,295,yes,no,unknown,2,unknown,yes
2671,technician,839,yes,no,cellular,3,unknown,yes
5101,self-employed,1755,no,no,unknown,10,unknown,no
212,management,1,yes,yes,unknown,8,unknown,no
7227,retired,1574,no,no,telephone,3,unknown,yes
5152,admin.,-33,yes,yes,cellular,1,unknown,yes
3907,blue-collar,254,yes,no,cellular,3,unknown,yes
6603,management,385,yes,no,telephone,1,unknown,yes
3566,blue-collar,230,yes,no,cellular,2,failure,no
6876,technician,3144,no,no,cellular,2,unknown,no
1796,blue-collar,2093,no,no,cellular,2,failure,yes
2687,technician,1091,no,no,telephone,2,unknown,no
3777,management,1982,no,no,cellular,1,unknown,yes
2982,blue-collar,184,no,no,cellular,2,other,no
3830,services,1629,yes,no,unknown,2,unknown,no
955,technician,402,yes,no,unknown,3,unknown,no
4562,services,1529,yes,no,telephone,1,unknown,no
4041,technician,10,no,no,cellular,8,unknown,no
5963,blue-collar,130,yes,no,cellular,2,unknown,no
5697,student,689,no,no,cellular,1,unknown,yes
4090,blue-collar,-40,yes,no,unknown,1,unknown,no
4324,blue-collar,0,yes,yes,cellular,2,unknown,no
1678,management,5969,no,no,cellular,1,failure,yes
1046,services,367,yes,yes,cellular,1,failure,no
4040,management,1315,no,no,cellular,1,unknown,yes
6581,management,937,no,no,cellular,1,failure,no
446,management,2050,no,no,cellular,3,unknown,no
2991,management,916,yes,no,cellular,2,unknown,yes
1075,technician,605,yes,no,cellular,2,unknown,no
3745,unemployed,18,no,no,cellular,1,unknown,no
2227,admin.,1734,no,no,cellular,1,unknown,no
6967,services,19,yes,no,cellular,6,unknown,no
3238,blue-collar,1016,yes,no,cellular,2,unknown,no
2824,entrepreneur,7944,no,no,cellular,1,unknown,no
5917,management,256,yes,no,cellular,24,unknown,no
3127,management,3384,no,no,cellular,3,success,yes
3074,technician,264,no,no,cellular,4,unknown,no
6956,student,311,no,no,cellular,1,success,yes
6545,entrepreneur,7279,yes,no,cellular,1,unknown,yes
769,retired,8919,no,no,cellular,1,unknown,no
4794,blue-collar,1033,yes,no,cellular,1,unknown,no
5047,admin.,2501,yes,no,unknown,2,unknown,no
650,management,2763,yes,no,unknown,2,unknown,yes
3009,blue-collar,2495,yes,no,unknown,1,unknown,yes
5186,retired,2787,no,no,telephone,1,unknown,yes
2725,services,49,no,yes,cellular,1,unknown,no
1765,management,218,no,no,unknown,1,unknown,no
5067,technician,44,no,no,cellular,1,unknown,yes
4193,management,1318,no,no,cellular,1,failure,yes
2683,management,155,yes,no,unknown,26,unknown,no
7017,blue-collar,103,yes,no,cellular,2,other,no
1031,technician,13711,yes,no,cellular,1,success,no
7243,admin.,891,no,no,cellular,2,unknown,yes
5620,blue-collar,0,yes,no,unknown,3,unknown,no
6899,technician,276,yes,no,unknown,1,unknown,no
5502,technician,16,no,no,cellular,1,unknown,yes
4429,services,1599,no,no,cellular,2,unknown,yes
6621,technician,127,yes,no,cellular,2,failure,yes
5837,housemaid,1406,yes,no,cellular,1,unknown,no
656,management,-375,no,no,cellular,2,unknown,yes
4675,admin.,299,no,no,cellular,4,unknown,no
880,management,0,yes,no,cellular,3,unknown,yes
5641,technician,289,yes,no,cellular,4,unknown,yes
1572,blue-collar,476,no,no,cellular,3,unknown,yes
1682,management,3387,no,no,cellular,2,unknown,no
4339,management,0,no,no,cellular,6,unknown,no
5804,blue-collar,71,yes,no,unknown,1,unknown,no
1821,management,536,no,no,cellular,2,success,yes
1303,management,0,yes,no,cellular,1,unknown,yes
576,management,0,no,no,cellular,3,failure,no
3567,technician,522,yes,yes,cellular,4,unknown,no
1249,services,2843,yes,no,unknown,1,unknown,yes
1465,technician,72,yes,no,unknown,1,unknown,no
37,services,54,yes,no,unknown,1,unknown,no
4287,admin.,285,no,no,cellular,2,unknown,no
4939,management,3150,yes,no,cellular,2,unknown,no
2215,blue-collar,1009,yes,yes,unknown,5,unknown,yes
5150,entrepreneur,538,no,no,cellular,4,unknown,yes
1073,management,3301,yes,no,cellular,2,failure,no
3753,blue-collar,3598,no,no,unknown,1,unknown,no
4220,blue-collar,106,yes,no,cellular,5,unknown,no
82,retired,2060,no,no,cellular,4,failure,no
364,admin.,1138,yes,yes,cellular,8,unknown,no
3642,management,5,yes,no,unknown,1,unknown,yes
5807,admin.,237,no,yes,telephone,1,unknown,yes
465,services,1168,yes,no,cellular,1,unknown,yes
6630,blue-collar,2356,no,yes,telephone,2,unknown,no
5933,management,3578,no,no,cellular,2,unknown,no
3866,technician,0,no,no,cellular,2,unknown,no
6717,retired,0,no,no,cellular,1,unknown,yes
140,blue-collar,2303,yes,no,unknown,3,unknown,yes
1508,technician,0,no,no,unknown,1,unknown,no
4343,management,80,no,no,cellular,3,unknown,no
2360,retired,1634,yes,yes,cellular,1,unknown,yes
5679,technician,178,yes,no,unknown,4,unknown,no
5113,management,-196,yes,no,cellular,2,unknown,no
5706,admin.,458,yes,no,unknown,1,unknown,no
