,age,balance,contact,campaign,pdays,poutcome,deposit
5767,32,-934,cellular,1,-1,unknown,no
1765,35,293,cellular,1,325,other,yes
5698,57,209,unknown,1,-1,unknown,no
3587,35,-461,unknown,1,-1,unknown,no
3002,28,5763,cellular,2,-1,unknown,yes
5970,54,1624,cellular,3,182,success,yes
1920,30,536,cellular,2,91,success,yes
2415,56,771,unknown,1,-1,unknown,no
7416,39,494,cellular,2,478,failure,yes
5541,29,-397,unknown,1,-1,unknown,no
4315,59,1,cellular,2,378,failure,yes
6387,50,453,unknown,1,-1,unknown,no
1707,41,335,cellular,3,-1,unknown,no
2799,57,11494,cellular,1,-1,unknown,no
1435,33,-139,cellular,1,-1,unknown,no
5295,32,983,cellular,2,133,failure,yes
7365,58,1813,telephone,1,-1,unknown,no
2259,24,1052,cellular,1,-1,unknown,yes
2175,34,1168,cellular,2,-1,unknown,no
4027,34,1026,cellular,1,100,failure,no
7526,33,6138,unknown,1,-1,unknown,no
2489,43,6,unknown,1,-1,unknown,no
7645,46,974,cellular,2,80,success,yes
6447,32,73,cellular,1,135,failure,no
2409,40,9374,cellular,8,185,failure,no
7721,52,583,cellular,1,91,failure,yes
1679,33,1412,unknown,1,-1,unknown,yes
6560,62,1495,cellular,1,57,success,yes
7423,43,136,cellular,7,-1,unknown,yes
6836,30,3286,cellular,1,-1,unknown,yes
4222,34,869,unknown,1,-1,unknown,yes
1491,55,890,cellular,2,-1,unknown,yes
3079,39,1241,cellular,2,-1,unknown,no
3972,37,775,cellular,1,-1,unknown,yes
1202,29,2870,cellular,1,-1,unknown,yes
5892,53,4,cellular,3,-1,unknown,no
369,49,350,cellular,6,-1,unknown,no
320,76,3049,cellular,3,-1,unknown,yes
5189,35,1279,unknown,5,-1,unknown,no
5845,30,0,cellular,3,-1,unknown,no
1144,47,594,unknown,1,-1,unknown,no
2830,43,1195,unknown,9,-1,unknown,no
1622,35,6,cellular,1,-1,unknown,no
5159,27,843,cellular,1,-1,unknown,yes
5267,31,5205,cellular,2,-1,unknown,yes
2880,46,1920,cellular,6,-1,unknown,yes
2947,30,35,cellular,2,-1,unknown,no
709,32,6542,cellular,4,175,failure,yes
2955,45,5346,unknown,1,-1,unknown,yes
1151,28,1925,cellular,1,93,success,no
5072,35,105,unknown,2,-1,unknown,no
30,31,55,cellular,2,-1,unknown,no
2682,44,284,cellular,4,187,other,no
1813,38,47,cellular,5,-1,unknown,yes
6874,37,6771,cellular,1,-1,unknown,yes
6187,35,145,cellular,2,-1,unknown,yes
5365,29,542,unknown,3,-1,unknown,no
7676,32,3696,unknown,3,-1,unknown,no
6450,30,1159,cellular,1,68,success,no
4506,56,705,cellular,2,-1,unknown,no
4705,52,297,unknown,1,-1,unknown,no
1527,34,151,cellular,1,370,other,yes
5383,22,185,cellular,1,-1,unknown,yes
6324,31,2137,unknown,1,-1,unknown,no
489,32,1168,cellular,1,-1,unknown,yes
6923,33,1170,cellular,1,-1,unknown,yes
2599,49,3371,cellular,2,-1,unknown,yes
5496,29,-382,cellular,2,-1,unknown,no
4083,28,1414,cellular,1,521,failure,yes
232,28,123,telephone,1,-1,unknown,yes
2534,65,3195,telephone,1,-1,unknown,yes
5364,40,1836,cellular,2,-1,unknown,yes
4778,52,2993,cellular,6,-1,unknown,no
6168,58,0,cellular,2,-1,unknown,yes
192,45,0,cellular,1,-1,unknown,yes
4782,32,937,cellular,1,190,failure,no
7292,59,309,cellular,5,-1,unknown,no
4946,73,542,telephone,5,-1,unknown,no
4657,36,29,cellular,1,-1,unknown,yes
4370,40,278,unknown,3,-1,unknown,yes
3949,71,1696,cellular,1,-1,unknown,yes
2992,33,317,cellular,1,80,other,yes
1158,33,2655,cellular,1,-1,unknown,no
2220,47,405,cellular,2,-1,unknown,yes
2120,32,689,cellular,3,-1,unknown,yes
3630,52,3469,cellular,1,147,success,yes
2422,38,5115,cellular,1,102,success,yes
5403,44,-448,unknown,2,-1,unknown,no
3183,40,4396,cellular,3,-1,unknown,yes
1960,39,-294,unknown,2,-1,unknown,no
6792,36,3350,cellular,1,269,other,no
6610,52,234,cellular,1,-1,unknown,no
7291,48,7,unknown,1,-1,unknown,no
5867,42,1079,cellular,2,-1,unknown,no
6283,35,2374,cellular,2,183,success,yes
1936,43,-247,cellular,2,76,failure,yes
7491,49,-6847,cellular,1,-1,unknown,no
2204,32,-32,cellular,1,185,other,no
7450,69,23592,cellular,3,-1,unknown,no
6612,42,9916,cellular,1,-1,unknown,no
1686,37,6101,cellular,5,87,success,no
1328,29,3290,cellular,1,291,success,yes
6238,31,6281,cellular,1,128,other,yes
2436,27,-97,unknown,2,-1,unknown,yes
4072,29,294,unknown,2,-1,unknown,no
5727,37,1045,cellular,2,41,failure,yes
1222,69,482,cellular,1,267,failure,yes
2437,31,593,cellular,2,-1,unknown,no
4636,47,-614,unknown,2,-1,unknown,no
2514,36,52,cellular,1,95,success,yes
4015,32,930,unknown,1,-1,unknown,no
1786,39,332,unknown,3,-1,unknown,no
6648,39,206,cellular,2,195,success,yes
7757,56,3885,cellular,1,-1,unknown,no
6963,50,-97,cellular,1,306,failure,no
6230,22,2488,cellular,2,38,other,yes
6452,24,726,cellular,2,-1,unknown,yes
2969,38,775,cellular,3,182,success,yes
1264,60,55,cellular,1,-1,unknown,no
4475,32,1742,unknown,2,-1,unknown,no
5465,26,199,cellular,6,-1,unknown,no
1842,47,4040,cellular,5,-1,unknown,no
3991,32,262,cellular,1,-1,unknown,no
415,35,294,cellular,1,90,success,yes
6967,31,-159,telephone,1,-1,unknown,no
4371,30,1011,unknown,1,-1,unknown,no
974,59,1,cellular,1,182,success,yes
2295,28,437,cellular,1,-1,unknown,yes
2185,41,1020,unknown,1,-1,unknown,no
4728,41,306,telephone,1,369,failure,no
7406,40,1954,cellular,2,-1,unknown,yes
1508,43,0,cellular,1,-1,unknown,no
5448,38,613,cellular,1,86,success,yes
352,69,247,cellular,2,-1,unknown,yes
1561,93,775,cellular,2,177,success,yes
1854,31,2050,cellular,5,-1,unknown,no
711,37,247,cellular,6,-1,unknown,yes
5602,57,6468,cellular,1,157,failure,yes
4607,39,14,unknown,9,-1,unknown,no
5568,36,928,cellular,1,-1,unknown,no
2155,38,427,cellular,1,182,failure,no
4387,40,0,cellular,20,-1,unknown,no
5231,69,0,cellular,1,90,success,yes
3203,31,2,cellular,1,-1,unknown,yes
637,40,1451,cellular,1,-1,unknown,yes
4929,39,2139,cellular,4,371,failure,yes
7408,32,791,unknown,2,-1,unknown,yes
2002,25,-221,unknown,1,-1,unknown,no
3786,31,166,cellular,6,-1,unknown,no
3229,57,-461,unknown,8,-1,unknown,no
7267,55,276,unknown,1,-1,unknown,no
4818,50,81,cellular,1,-1,unknown,no
1394,30,377,unknown,15,-1,unknown,yes
6347,28,676,cellular,2,-1,unknown,yes
91,37,588,cellular,4,-1,unknown,no
5724,38,70,cellular,3,148,success,yes
186,30,-213,unknown,1,-1,unknown,yes
6751,43,733,cellular,1,88,success,yes
1916,33,1437,unknown,1,-1,unknown,no
5766,39,378,unknown,5,-1,unknown,no
6088,51,242,cellular,4,-1,unknown,yes
6786,33,0,unknown,2,-1,unknown,no
4986,35,0,cellular,2,92,success,yes
6118,54,252,cellular,1,-1,unknown,no
7079,39,1685,cellular,1,368,failure,no
5207,69,426,telephone,1,90,success,yes
1159,36,7051,cellular,13,-1,unknown,no
5925,26,0,unknown,3,-1,unknown,no
6645,49,880,cellular,3,-1,unknown,no
5474,24,638,cellular,3,-1,unknown,yes
236,40,0,cellular,1,28,failure,no
7419,47,-58,cellular,2,-1,unknown,no
341,47,2775,unknown,1,-1,unknown,no
4950,37,197,cellular,1,87,success,yes
3359,25,362,cellular,2,-1,unknown,yes
3113,33,20,cellular,2,-1,unknown,no
1315,34,122,unknown,5,-1,unknown,no
1331,34,320,cellular,1,92,success,yes
136,33,177,cellular,1,-1,unknown,no
1610,41,0,cellular,2,122,failure,yes
6851,51,1533,unknown,2,-1,unknown,no
3119,35,2885,cellular,3,43,other,yes
4953,43,136,cellular,2,-1,unknown,no
3402,53,395,cellular,1,148,failure,yes
3224,32,390,unknown,1,-1,unknown,no
1900,40,471,cellular,4,-1,unknown,yes
6681,46,526,cellular,1,87,other,yes
4489,52,876,cellular,3,-1,unknown,yes
2104,27,178,unknown,2,-1,unknown,yes
2147,29,983,cellular,2,-1,unknown,yes
6801,45,999,unknown,2,-1,unknown,no
4216,40,1744,unknown,11,-1,unknown,no
5870,26,15161,cellular,1,-1,unknown,yes
3250,30,1256,cellular,3,-1,unknown,no
3136,36,188,cellular,3,333,success,yes
1419,33,1,cellular,1,-1,unknown,no
5324,34,158,cellular,2,132,failure,yes
1554,39,1355,cellular,1,-1,unknown,yes
3494,53,241,cellular,1,-1,unknown,no
3809,34,1261,cellular,2,-1,unknown,no
1910,30,640,cellular,4,213,failure,no
3825,30,80,unknown,2,-1,unknown,no
796,35,3544,cellular,1,-1,unknown,yes
4548,52,386,cellular,1,-1,unknown,yes
1240,55,0,cellular,1,370,success,yes
2836,26,4130,cellular,2,-1,unknown,no
7654,32,-1,cellular,1,-1,unknown,no
2698,35,294,cellular,6,98,success,no
1178,46,355,cellular,2,338,other,no
4529,29,98,cellular,2,-1,unknown,no
5924,46,973,cellular,1,-1,unknown,no
5615,31,86,unknown,2,-1,unknown,yes
4638,28,167,cellular,2,-1,unknown,no
1309,36,2473,cellular,4,-1,unknown,yes
4271,45,756,unknown,2,-1,unknown,no
5309,40,1547,cellular,1,-1,unknown,yes
6900,24,2376,cellular,1,-1,unknown,yes
529,51,-15,cellular,2,-1,unknown,no
6489,47,60,unknown,7,-1,unknown,no
189,31,924,cellular,2,98,success,yes
3206,36,98,cellular,1,-1,unknown,yes
7281,31,756,cellular,2,-1,unknown,yes
3104,34,182,cellular,2,-1,unknown,yes
4226,58,-37,telephone,2,205,failure,no
2360,29,1489,unknown,1,-1,unknown,no
6573,45,149,unknown,3,-1,unknown,yes
3495,43,817,cellular,1,-1,unknown,no
1915,39,34,unknown,1,-1,unknown,no
7383,36,2103,unknown,1,-1,unknown,no
2581,32,0,unknown,1,-1,unknown,no
1528,21,2488,cellular,6,169,success,yes
6865,26,124,unknown,8,-1,unknown,no
2964,48,-314,cellular,5,-1,unknown,no
4712,29,113,cellular,2,183,success,yes
1714,37,1027,cellular,1,152,success,yes
6154,53,974,unknown,2,-1,unknown,no
6878,52,2230,cellular,3,-1,unknown,yes
1886,39,45,cellular,4,-1,unknown,no
3582,38,1187,cellular,1,-1,unknown,no
1486,57,470,cellular,3,-1,unknown,yes
3870,74,1843,cellular,2,184,success,yes
4358,37,5115,cellular,2,171,failure,yes
3292,34,1474,cellular,2,-1,unknown,yes
3397,30,533,cellular,2,99,success,yes
525,52,944,unknown,1,-1,unknown,no
334,41,231,cellular,2,-1,unknown,yes
3066,27,168,cellular,1,196,success,yes
3573,31,927,cellular,4,-1,unknown,no
1923,32,337,cellular,3,368,failure,no
1579,58,5701,cellular,1,-1,unknown,yes
6054,47,555,telephone,1,-1,unknown,yes
1990,36,3623,unknown,1,378,success,yes
7096,39,0,cellular,7,-1,unknown,no
5307,31,431,unknown,1,-1,unknown,yes
3370,34,0,cellular,2,-1,unknown,no
522,48,71,cellular,3,-1,unknown,no
342,46,171,cellular,1,430,failure,no
5549,29,1374,cellular,2,178,success,yes
2349,28,1011,cellular,3,-1,unknown,no
4435,48,769,cellular,2,184,other,no
7200,53,6181,cellular,2,209,other,yes
6970,30,6432,cellular,2,119,other,no
4971,38,1221,cellular,7,-1,unknown,no
3283,30,48,cellular,13,-1,unknown,yes
883,42,3465,cellular,2,-1,unknown,yes
6144,34,133,unknown,1,-1,unknown,no
1469,35,670,cellular,4,182,success,yes
5720,44,1074,cellular,2,-1,unknown,yes
2648,28,320,cellular,1,-1,unknown,no
3768,27,1134,cellular,1,183,success,yes
1351,25,129,cellular,3,-1,unknown,yes
3680,32,684,cellular,3,-1,unknown,yes
7065,26,826,cellular,1,-1,unknown,no
633,32,131,cellular,1,183,success,yes
3667,25,120,unknown,1,-1,unknown,no
992,29,53,cellular,17,-1,unknown,no
5245,71,3561,telephone,7,-1,unknown,yes
3827,52,-104,cellular,1,-1,unknown,no
2115,33,557,cellular,1,-1,unknown,yes
627,45,608,cellular,3,323,failure,yes
6006,24,689,cellular,1,-1,unknown,yes
715,29,7,cellular,3,-1,unknown,no
6861,40,277,unknown,2,-1,unknown,no
3671,35,4822,unknown,2,-1,unknown,yes
4515,52,131,cellular,1,-1,unknown,no
1307,65,1760,cellular,4,-1,unknown,yes
6046,45,5315,cellular,2,-1,unknown,no
3072,44,985,cellular,7,325,failure,no
4082,36,994,cellular,2,105,success,no
465,31,734,cellular,1,168,other,no
2321,44,-234,cellular,3,347,failure,no
7186,34,503,unknown,2,-1,unknown,no
6819,31,1167,cellular,1,-1,unknown,no
1346,47,1374,telephone,2,359,failure,yes
166,28,805,cellular,5,170,failure,no
4805,56,0,cellular,1,-1,unknown,yes
617,31,325,cellular,2,-1,unknown,yes
6055,39,282,cellular,1,-1,unknown,no
628,41,338,unknown,1,-1,unknown,no
6699,72,438,cellular,1,-1,unknown,yes
7240,31,1308,cellular,3,-1,unknown,no
3015,27,3145,cellular,1,179,success,yes
6598,18,108,cellular,1,-1,unknown,yes
2073,43,182,cellular,1,-1,unknown,no
301,27,419,unknown,2,-1,unknown,yes
1669,43,1996,cellular,3,-1,unknown,no
228,43,388,unknown,2,-1,unknown,yes
7452,55,0,unknown,2,-1,unknown,no
782,42,7560,cellular,1,-1,unknown,yes
1535,36,1841,cellular,4,-1,unknown,no
6757,30,0,cellular,2,-1,unknown,no
1493,54,1938,cellular,3,-1,unknown,yes
3874,51,36935,cellular,1,-1,unknown,no
7438,41,1897,unknown,3,-1,unknown,no
4565,33,6904,telephone,2,-1,unknown,no
5648,52,1319,telephone,2,-1,unknown,no
4338,44,522,cellular,1,-1,unknown,no
1825,29,9407,cellular,6,-1,unknown,yes
797,50,778,cellular,1,-1,unknown,no
4567,30,102,cellular,7,426,other,yes
2273,80,8304,telephone,1,64,failure,yes
785,26,864,cellular,1,-1,unknown,yes
484,62,2557,cellular,1,57,success,yes
5384,45,1097,cellular,1,208,failure,no
6270,39,130,cellular,2,-1,unknown,yes
6768,51,564,cellular,2,-1,unknown,no
6010,27,484,cellular,2,-1,unknown,no
3548,82,8603,cellular,1,-1,unknown,yes
3787,51,1612,cellular,2,131,failure,no
4649,47,2475,cellular,4,-1,unknown,no
2985,36,818,cellular,4,-1,unknown,no
2159,29,938,cellular,1,-1,unknown,yes
5764,40,188,unknown,2,-1,unknown,yes
1971,31,1164,cellular,3,-1,unknown,no
5462,39,2983,cellular,1,-1,unknown,yes
5452,36,1193,cellular,1,-1,unknown,yes
3897,30,-393,cellular,1,-1,unknown,yes
927,53,2295,cellular,10,-1,unknown,no
4329,59,2764,cellular,1,56,failure,no
6902,31,414,unknown,1,-1,unknown,no
6120,48,926,cellular,2,178,success,yes
339,36,29,cellular,1,-1,unknown,no
566,33,0,cellular,2,-1,unknown,no
2800,60,1163,cellular,8,-1,unknown,yes
1359,40,406,unknown,2,-1,unknown,yes
5792,33,2979,cellular,2,437,failure,yes
6582,28,0,cellular,1,40,failure,yes
4688,61,1191,cellular,4,-1,unknown,yes
7182,31,23,cellular,3,-1,unknown,no
4188,37,1762,cellular,2,-1,unknown,yes
486,67,1430,cellular,2,91,failure,yes
5809,24,0,unknown,26,-1,unknown,no
7617,58,3228,cellular,2,-1,unknown,no
3227,45,61,unknown,4,-1,unknown,yes
4030,46,1085,cellular,2,353,other,yes
491,42,12,cellular,4,-1,unknown,no
2673,37,203,cellular,1,90,success,yes
851,80,173,cellular,3,-1,unknown,no
5027,54,895,cellular,1,-1,unknown,yes
5340,50,341,cellular,4,340,success,yes
2866,26,39,cellular,3,-1,unknown,yes
2256,31,292,unknown,18,-1,unknown,no
371,67,361,cellular,2,-1,unknown,yes
2132,43,-312,unknown,11,-1,unknown,no
5274,51,606,unknown,9,-1,unknown,yes
2720,43,4389,cellular,1,-1,unknown,yes
4318,53,162,cellular,2,-1,unknown,no
5236,39,11835,cellular,2,-1,unknown,yes
879,38,791,unknown,2,-1,unknown,no
4492,55,2166,unknown,17,-1,unknown,no
4845,51,4695,cellular,10,-1,unknown,no
3882,42,-247,telephone,1,166,other,yes
469,42,0,cellular,3,-1,unknown,no
2748,38,1199,cellular,1,-1,unknown,yes
698,42,2,unknown,2,-1,unknown,no
2555,37,1590,unknown,2,-1,unknown,no
7219,32,1743,cellular,1,261,other,no
3258,29,322,unknown,1,96,other,yes
4258,39,118,cellular,1,-1,unknown,yes
3361,29,615,cellular,1,-1,unknown,yes
717,36,301,cellular,1,-1,unknown,no
1000,32,4945,cellular,1,119,other,yes
6806,33,522,cellular,4,-1,unknown,no
4022,40,113,unknown,1,-1,unknown,no
7694,32,901,unknown,3,-1,unknown,no
1210,46,1291,cellular,3,259,failure,no
1188,29,674,cellular,1,13,success,yes
3380,35,0,cellular,3,-1,unknown,no
4212,34,601,cellular,3,-1,unknown,no
5985,34,751,cellular,1,-1,unknown,yes
6353,30,953,unknown,2,-1,unknown,yes
7013,27,1501,cellular,1,-1,unknown,no
5393,25,4859,cellular,1,-1,unknown,yes
3666,38,185,cellular,16,-1,unknown,no
5433,36,2987,cellular,1,-1,unknown,yes
546,45,9051,unknown,63,-1,unknown,no
1133,30,1808,cellular,2,-1,unknown,no
5048,55,1498,cellular,5,-1,unknown,no
6607,28,250,cellular,1,-1,unknown,no
6628,36,5,cellular,1,-1,unknown,no
4005,45,2571,unknown,2,-1,unknown,no
7490,33,151,cellular,3,236,failure,no
59,50,-194,cellular,2,-1,unknown,no
4117,32,254,cellular,3,-1,unknown,yes
1501,53,-291,unknown,1,-1,unknown,yes
5493,47,1210,cellular,1,91,failure,yes
3256,56,3738,cellular,1,305,other,yes
4693,32,56,cellular,1,258,other,no
3061,39,733,unknown,4,-1,unknown,no
4479,37,1207,telephone,2,138,success,yes
829,52,10943,cellular,1,-1,unknown,yes
3561,30,106,cellular,3,-1,unknown,no
5957,59,4196,telephone,2,-1,unknown,no
3135,29,510,unknown,15,-1,unknown,no
3535,36,556,cellular,3,189,failure,no
6947,47,157,cellular,8,-1,unknown,no
2520,50,1064,cellular,2,-1,unknown,no
4351,56,6507,cellular,1,196,failure,no
1007,30,1268,cellular,4,320,other,yes
1167,43,576,unknown,1,-1,unknown,no
7396,33,8514,cellular,1,-1,unknown,no
4383,82,8603,cellular,3,107,success,yes
66,37,235,cellular,4,323,failure,no
7475,45,-106,cellular,3,288,other,yes
4038,59,0,unknown,1,-1,unknown,no
2522,33,1211,cellular,1,188,success,yes
2139,67,2540,telephone,3,92,success,yes
4628,33,686,telephone,6,343,other,no
3602,18,108,cellular,1,-1,unknown,yes
4457,52,1944,cellular,3,323,failure,no
934,48,1167,cellular,1,-1,unknown,yes
2740,39,1444,telephone,8,-1,unknown,yes
5075,27,346,cellular,1,-1,unknown,yes
5494,46,842,telephone,1,-1,unknown,yes
4864,41,865,unknown,5,-1,unknown,no
520,43,451,cellular,2,-1,unknown,yes
4731,41,3096,cellular,6,-1,unknown,no
903,44,282,cellular,3,-1,unknown,yes
7202,38,6360,unknown,2,-1,unknown,yes
1883,35,0,telephone,1,-1,unknown,yes
6310,37,1978,cellular,1,182,success,yes
396,76,163,telephone,1,-1,unknown,no
786,59,0,telephone,3,-1,unknown,no
2020,70,2346,cellular,1,184,failure,yes
7445,32,1812,cellular,1,182,other,yes
6173,49,5802,cellular,3,104,success,no
6148,38,1101,telephone,1,-1,unknown,no
7520,34,9851,cellular,5,-1,unknown,no
2600,49,64,unknown,1,-1,unknown,yes
319,31,459,cellular,14,-1,unknown,no
5446,24,1,cellular,5,-1,unknown,yes
6403,77,0,cellular,1,60,success,yes
32,33,348,cellular,2,294,success,no
1338,57,3738,cellular,1,367,success,no
4320,39,2887,unknown,2,-1,unknown,no
2093,33,908,cellular,2,-1,unknown,no
2554,32,2263,cellular,2,-1,unknown,no
4926,57,195,telephone,4,-1,unknown,no
3425,47,0,unknown,1,-1,unknown,no
2380,26,658,telephone,4,-1,unknown,no
2966,29,464,cellular,2,91,success,yes
7351,26,26,cellular,1,-1,unknown,yes
3141,53,3079,cellular,1,-1,unknown,no
5444,36,994,cellular,1,90,success,yes
1495,32,141,cellular,3,89,success,no
1093,36,0,cellular,2,-1,unknown,no
6240,37,1655,cellular,1,175,failure,no
1475,34,179,cellular,3,-1,unknown,no
582,30,4210,cellular,4,-1,unknown,yes
5886,30,-280,cellular,2,266,failure,no
1695,40,219,unknown,1,-1,unknown,no
6577,60,4903,unknown,1,-1,unknown,no
2649,51,1573,cellular,18,-1,unknown,no
7244,26,3944,cellular,2,-1,unknown,yes
6419,39,70,cellular,2,128,success,no
5156,43,1304,cellular,2,-1,unknown,yes
7696,46,-42,telephone,12,-1,unknown,no
2049,29,697,cellular,1,-1,unknown,yes
1415,31,0,cellular,3,352,failure,no
107,40,-60,cellular,1,-1,unknown,no
492,34,261,cellular,5,251,failure,no
3562,60,91,cellular,4,-1,unknown,no
4326,37,292,unknown,1,-1,unknown,no
7791,30,5381,cellular,1,-1,unknown,no
6966,34,920,cellular,3,179,success,yes
747,57,3109,cellular,2,105,success,yes
2171,34,29,cellular,5,-1,unknown,yes
6460,40,316,unknown,5,-1,unknown,no
6846,31,330,cellular,1,194,success,yes
2080,79,8556,telephone,2,272,success,yes
7457,30,394,cellular,13,-1,unknown,no
67,51,7,cellular,30,-1,unknown,no
4143,28,1238,unknown,1,-1,unknown,no
761,26,725,cellular,2,189,other,yes
1638,49,2400,cellular,3,-1,unknown,no
4763,41,201,cellular,8,-1,unknown,no
199,39,1,unknown,1,-1,unknown,no
2408,40,-94,cellular,1,-1,unknown,no
5963,33,-112,unknown,1,-1,unknown,no
6542,37,-1050,unknown,2,-1,unknown,no
687,40,-9,unknown,2,-1,unknown,yes
261,52,337,unknown,3,-1,unknown,no
2300,59,307,unknown,7,-1,unknown,no
2506,49,-8,unknown,1,-1,unknown,yes
1128,30,944,cellular,2,-1,unknown,yes
5505,35,2682,cellular,1,-1,unknown,no
488,53,37,cellular,9,-1,unknown,no
7549,60,474,cellular,5,186,other,yes
1544,23,537,cellular,1,353,other,no
5929,38,5432,cellular,1,149,failure,no
6626,35,719,cellular,3,368,failure,yes
4191,47,288,cellular,1,-1,unknown,yes
7355,53,2894,cellular,1,-1,unknown,no
5405,57,2223,cellular,1,-1,unknown,yes
7174,56,982,cellular,2,-1,unknown,no
795,51,0,unknown,5,-1,unknown,no
1801,38,1711,telephone,1,-1,unknown,yes
2298,39,2193,unknown,3,-1,unknown,no
1279,30,19,cellular,15,-1,unknown,no
2971,37,7944,cellular,1,-1,unknown,no
4948,33,370,cellular,4,-1,unknown,no
2941,54,1872,cellular,5,-1,unknown,yes
6193,38,0,cellular,3,95,success,yes
5603,40,991,unknown,2,-1,unknown,no
2128,40,-426,unknown,1,-1,unknown,no
6985,26,667,telephone,2,-1,unknown,no
1377,49,1127,cellular,2,281,failure,no
1602,37,3221,cellular,2,376,other,yes
5185,56,2037,cellular,1,91,success,no
2113,59,3342,cellular,2,188,other,yes
5088,48,1167,cellular,4,50,other,no
2371,40,1023,cellular,5,336,other,no
4159,30,502,cellular,3,95,success,yes
3062,33,215,cellular,12,-1,unknown,no
5760,36,335,unknown,1,772,failure,no
4738,31,713,cellular,1,-1,unknown,no
6979,33,303,cellular,1,301,success,yes
957,33,661,cellular,1,-1,unknown,yes
1967,50,556,unknown,2,-1,unknown,no
6715,44,3665,cellular,1,-1,unknown,no
780,54,-636,unknown,3,-1,unknown,no
3285,55,7803,cellular,1,-1,unknown,yes
4473,29,382,unknown,1,-1,unknown,no
5894,36,871,cellular,3,-1,unknown,yes
3858,38,7005,cellular,1,202,success,yes
4622,47,1453,unknown,1,-1,unknown,no
6990,83,1097,telephone,1,-1,unknown,yes
1464,37,0,unknown,1,-1,unknown,no
7385,37,608,cellular,3,-1,unknown,no
3144,26,184,cellular,2,6,other,no
2310,70,4982,cellular,2,-1,unknown,no
3777,56,751,cellular,8,177,failure,no
3168,45,61,cellular,1,-1,unknown,no
5459,60,1262,unknown,1,-1,unknown,yes
4994,38,0,cellular,1,173,failure,no
6951,45,482,unknown,2,-1,unknown,no
4852,32,282,cellular,2,-1,unknown,no
3293,24,448,cellular,1,-1,unknown,yes
3919,45,0,cellular,1,165,failure,no
5627,38,715,cellular,1,132,failure,no
6167,45,236,cellular,2,-1,unknown,yes
1902,30,370,unknown,1,-1,unknown,no
112,37,4151,cellular,4,-1,unknown,yes
6079,69,4572,telephone,2,56,other,yes
460,26,313,cellular,1,96,success,yes
4448,35,106,cellular,5,-1,unknown,no
4290,26,941,cellular,1,-1,unknown,yes
6407,42,445,unknown,2,-1,unknown,no
2609,38,0,cellular,2,-1,unknown,yes
6157,34,2994,cellular,1,176,failure,no
