,age,job,balance,contact,month,campaign,pdays,poutcome,education,day,duration,previous,deposit
236,38,management,441,cellular,jan,1,-1,unknown,tertiary,30,67,0,0
1897,34,management,621,cellular,aug,3,-1,unknown,tertiary,28,205,0,0
6402,25,management,943,cellular,apr,1,-1,unknown,tertiary,30,512,0,1
7040,33,admin.,2,unknown,may,1,-1,unknown,secondary,20,201,0,0
2555,35,management,43,cellular,apr,1,-1,unknown,tertiary,20,860,0,1
5845,42,technician,446,cellular,aug,3,-1,unknown,tertiary,6,286,0,0
2650,44,blue-collar,2885,unknown,may,3,-1,unknown,secondary,30,63,0,0
6099,58,services,65,unknown,jun,1,-1,unknown,primary,27,162,0,0
5830,42,admin.,243,unknown,may,5,-1,unknown,secondary,14,46,0,0
4828,42,technician,11115,cellular,aug,1,102,success,unknown,10,187,1,1
3389,32,management,393,cellular,jan,2,-1,unknown,tertiary,28,458,0,0
3122,30,admin.,873,cellular,oct,1,216,failure,secondary,7,301,2,0
5615,32,technician,3255,cellular,jun,2,-1,unknown,tertiary,29,167,0,1
4770,33,technician,0,cellular,nov,2,-1,unknown,secondary,19,163,0,0
6832,52,blue-collar,2276,unknown,jun,3,-1,unknown,secondary,20,83,0,0
5579,59,retired,1521,unknown,may,2,-1,unknown,secondary,14,1125,0,1
251,37,blue-collar,0,cellular,apr,1,-1,unknown,secondary,2,473,0,0
277,27,blue-collar,567,cellular,may,3,182,success,tertiary,26,523,3,1
3414,52,technician,204,cellular,aug,2,-1,unknown,secondary,7,134,0,0
859,38,blue-collar,360,unknown,may,2,-1,unknown,secondary,14,220,0,0
6115,36,technician,1466,unknown,may,1,-1,unknown,secondary,29,441,0,0
6866,31,technician,24,cellular,aug,2,-1,unknown,tertiary,21,246,0,0
5332,28,admin.,170,unknown,may,1,-1,unknown,secondary,21,492,0,0
3819,30,blue-collar,971,cellular,apr,1,317,other,secondary,17,283,2,0
4122,50,blue-collar,12519,cellular,nov,3,34,failure,primary,21,615,1,1
6878,61,admin.,1332,cellular,mar,1,-1,unknown,tertiary,12,156,0,1
411,43,blue-collar,3064,cellular,nov,2,-1,unknown,primary,20,2453,0,1
2842,60,admin.,683,cellular,nov,1,-1,unknown,secondary,8,507,0,0
5951,33,technician,34,cellular,aug,30,-1,unknown,tertiary,28,13,0,0
1960,46,management,-337,cellular,aug,2,-1,unknown,tertiary,21,120,0,0
2008,28,technician,922,cellular,apr,1,-1,unknown,secondary,7,304,0,0
5793,40,management,24450,cellular,aug,2,-1,unknown,tertiary,25,73,0,0
3190,27,services,54,cellular,may,1,370,failure,secondary,18,97,1,0
4053,49,services,1114,cellular,nov,1,-1,unknown,secondary,17,283,0,0
2867,27,blue-collar,3145,cellular,jun,1,179,success,secondary,25,374,2,1
3,38,services,-87,cellular,may,1,-1,unknown,primary,13,531,0,0
4933,68,retired,2812,cellular,aug,4,181,success,tertiary,3,392,3,1
2617,51,technician,0,unknown,may,2,-1,unknown,secondary,28,463,0,0
1728,36,management,1133,cellular,aug,1,181,other,tertiary,4,293,2,1
5021,31,admin.,431,unknown,may,1,-1,unknown,secondary,20,1045,0,1
1002,71,retired,2887,cellular,jun,1,-1,unknown,tertiary,30,128,0,1
5604,37,blue-collar,10721,unknown,jun,3,-1,unknown,secondary,18,394,0,0
4640,25,student,1919,cellular,may,1,351,failure,secondary,15,264,4,0
3577,37,technician,1130,cellular,feb,1,-1,unknown,secondary,26,152,0,1
4968,25,technician,4718,cellular,jul,1,-1,unknown,secondary,24,709,0,1
1777,60,unemployed,957,cellular,sep,1,184,success,secondary,8,246,3,1
5980,37,unemployed,1978,cellular,sep,1,182,success,secondary,9,404,1,1
1799,41,management,25,cellular,mar,2,-1,unknown,tertiary,26,117,0,1
4119,26,technician,1066,cellular,apr,1,-1,unknown,tertiary,15,200,0,1
6778,42,technician,2625,cellular,jul,2,-1,unknown,tertiary,29,2516,0,1
5611,23,student,794,cellular,jul,3,171,other,secondary,26,607,3,1
3131,57,technician,3043,cellular,aug,2,-1,unknown,secondary,14,707,0,1
6444,32,blue-collar,1918,cellular,may,1,172,failure,primary,8,318,1,0
744,47,housemaid,2290,cellular,apr,1,-1,unknown,tertiary,15,54,0,0
5900,43,management,3518,cellular,jun,2,-1,unknown,tertiary,15,181,0,1
2151,39,services,324,cellular,may,2,312,failure,primary,8,340,4,0
2651,42,management,266,cellular,jan,1,-1,unknown,tertiary,28,228,0,0
6279,36,unemployed,5,cellular,jul,1,-1,unknown,secondary,8,305,0,0
4308,49,management,0,telephone,oct,1,-1,unknown,tertiary,17,223,0,1
4041,51,blue-collar,2404,telephone,nov,1,-1,unknown,tertiary,20,30,0,0
2518,61,retired,5267,cellular,feb,3,-1,unknown,tertiary,11,226,0,1
4811,52,admin.,1228,cellular,aug,1,-1,unknown,secondary,4,218,0,1
2018,47,blue-collar,2787,cellular,aug,1,-1,unknown,secondary,11,479,0,1
896,34,admin.,0,cellular,may,1,-1,unknown,secondary,6,153,0,0
5409,28,technician,375,cellular,may,1,350,other,tertiary,14,43,1,0
4503,34,management,161,cellular,jul,1,-1,unknown,tertiary,11,378,0,0
1368,40,blue-collar,-35,cellular,may,3,-1,unknown,primary,18,194,0,0
4515,52,unemployed,1724,cellular,jan,1,-1,unknown,primary,29,73,0,0
2147,36,management,0,telephone,aug,9,-1,unknown,tertiary,27,645,0,1
6436,33,entrepreneur,135,cellular,apr,1,345,failure,secondary,17,114,2,0
195,28,technician,-1042,unknown,jun,2,-1,unknown,secondary,6,712,0,1
2496,36,blue-collar,3463,telephone,nov,4,-1,unknown,secondary,21,29,0,0
6228,59,management,258,telephone,oct,1,-1,unknown,tertiary,29,266,0,1
845,55,services,244,cellular,may,1,-1,unknown,secondary,8,171,0,0
1207,36,technician,84,unknown,may,1,-1,unknown,secondary,20,67,0,0
750,35,management,178,cellular,aug,2,-1,unknown,tertiary,14,76,0,0
2102,27,services,202,telephone,jul,2,-1,unknown,secondary,8,212,0,0
1981,36,admin.,592,cellular,oct,2,99,failure,secondary,13,204,5,1
2085,42,management,6060,cellular,apr,1,350,failure,tertiary,30,316,2,1
6976,49,management,1350,cellular,may,1,-1,unknown,tertiary,11,716,0,0
6037,37,admin.,1283,unknown,may,1,-1,unknown,secondary,20,209,0,0
6456,54,retired,11,cellular,aug,10,-1,unknown,primary,18,48,0,0
4784,29,technician,110,cellular,apr,1,-1,unknown,secondary,13,1036,0,1
2837,27,management,574,cellular,may,3,-1,unknown,tertiary,18,196,0,0
5362,26,student,2503,cellular,apr,1,63,failure,unknown,30,121,2,0
7222,64,retired,1574,telephone,jul,3,-1,unknown,secondary,29,301,0,1
5571,29,blue-collar,25,unknown,jun,2,-1,unknown,primary,4,188,0,0
7237,47,admin.,1265,cellular,aug,2,-1,unknown,secondary,7,137,0,0
6014,51,management,1277,cellular,feb,5,294,failure,unknown,22,143,1,0
4438,43,blue-collar,515,cellular,nov,1,-1,unknown,primary,18,182,0,0
799,72,retired,951,cellular,mar,3,339,failure,secondary,12,229,1,1
3030,33,technician,6,cellular,aug,2,-1,unknown,secondary,22,239,0,0
161,46,management,699,cellular,apr,1,87,failure,tertiary,30,970,1,1
3278,71,retired,5715,cellular,nov,2,-1,unknown,secondary,17,747,0,1
3929,39,admin.,32,unknown,jun,10,-1,unknown,secondary,20,8,0,0
4469,44,blue-collar,2185,unknown,may,1,-1,unknown,tertiary,16,698,0,0
7329,41,services,0,unknown,may,2,-1,unknown,secondary,5,114,0,0
3611,35,services,819,telephone,jul,14,-1,unknown,secondary,14,102,0,0
6742,37,technician,141,cellular,may,1,364,failure,secondary,6,848,3,1
6536,34,entrepreneur,7279,cellular,may,1,-1,unknown,primary,12,882,0,1
1052,54,technician,198,cellular,nov,1,171,failure,secondary,17,120,2,0
2748,53,technician,8417,unknown,may,1,-1,unknown,secondary,14,435,0,0
2227,25,admin.,1734,cellular,oct,1,-1,unknown,tertiary,19,366,0,0
720,30,blue-collar,1012,cellular,apr,3,329,failure,secondary,17,22,1,0
3760,34,management,355,cellular,aug,3,-1,unknown,secondary,21,314,0,0
5525,57,technician,295,cellular,aug,11,-1,unknown,secondary,19,151,0,0
4159,43,technician,6835,cellular,nov,1,152,failure,secondary,19,187,2,0
2674,34,services,-30,cellular,jul,3,-1,unknown,secondary,21,1360,0,1
3525,41,entrepreneur,306,unknown,jun,3,-1,unknown,tertiary,20,102,0,0
100,45,unknown,356,cellular,aug,2,-1,unknown,unknown,11,212,0,0
5563,26,blue-collar,-11,cellular,jul,3,-1,unknown,secondary,17,1150,0,1
2660,57,self-employed,11494,cellular,nov,1,-1,unknown,secondary,19,198,0,0
3228,40,technician,1871,cellular,nov,1,-1,unknown,tertiary,17,64,0,0
6961,35,management,365,cellular,nov,2,-1,unknown,tertiary,21,168,0,0
1852,51,blue-collar,129,cellular,may,2,-1,unknown,primary,15,611,0,1
3771,56,retired,152,cellular,jul,7,-1,unknown,primary,30,65,0,0
1322,32,technician,6746,cellular,nov,1,-1,unknown,tertiary,11,199,0,1
4256,25,management,1602,cellular,may,1,-1,unknown,tertiary,26,154,0,0
6700,30,blue-collar,239,unknown,may,1,-1,unknown,secondary,21,412,0,1
865,33,technician,221,cellular,may,1,355,failure,secondary,13,669,4,1
3005,30,technician,133,cellular,jan,2,-1,unknown,secondary,29,113,0,0
3489,32,admin.,684,cellular,may,3,-1,unknown,secondary,14,607,0,1
2988,39,management,93,cellular,may,2,331,failure,tertiary,13,196,3,0
168,27,technician,261,cellular,jan,2,247,failure,secondary,29,236,2,0
2575,53,blue-collar,0,cellular,may,2,-1,unknown,secondary,7,407,0,0
3391,61,retired,-492,unknown,jul,1,-1,unknown,unknown,4,333,0,0
1674,50,technician,0,cellular,sep,1,120,failure,secondary,29,159,2,1
4453,52,blue-collar,297,unknown,may,1,-1,unknown,tertiary,7,55,0,0
6653,58,retired,2714,cellular,may,1,287,failure,secondary,26,165,2,1
1500,33,management,133,unknown,may,4,-1,unknown,tertiary,26,308,0,0
3292,46,admin.,1342,cellular,feb,1,-1,unknown,secondary,4,135,0,0
6443,45,technician,999,unknown,may,2,-1,unknown,secondary,16,656,0,0
4215,26,admin.,714,unknown,may,1,-1,unknown,secondary,28,183,0,0
3622,71,retired,2064,cellular,nov,2,92,failure,secondary,9,379,3,0
6730,37,management,8828,unknown,jun,3,-1,unknown,tertiary,12,1010,0,1
366,38,services,8876,cellular,feb,1,75,failure,secondary,2,280,1,0
2408,52,management,-970,cellular,feb,1,-1,unknown,tertiary,4,489,0,1
319,56,self-employed,0,cellular,aug,1,-1,unknown,unknown,19,130,0,0
2393,31,blue-collar,68,unknown,may,1,-1,unknown,primary,8,226,0,0
545,33,blue-collar,379,cellular,jun,2,-1,unknown,secondary,16,263,0,1
1679,35,blue-collar,293,cellular,apr,1,325,other,secondary,17,1017,1,1
3031,27,services,194,unknown,may,1,-1,unknown,secondary,16,326,0,0
5806,32,management,607,unknown,jun,5,-1,unknown,tertiary,18,1060,0,1
6598,36,services,5024,unknown,may,1,-1,unknown,secondary,21,139,0,0
1697,54,management,1464,cellular,jun,1,-1,unknown,tertiary,30,157,0,1
1915,35,admin.,1224,cellular,nov,1,-1,unknown,secondary,3,187,0,1
2598,46,admin.,596,cellular,apr,3,-1,unknown,secondary,20,138,0,0
3546,40,services,65,cellular,may,3,-1,unknown,secondary,15,15,0,0
6294,49,admin.,880,cellular,may,3,-1,unknown,secondary,18,22,0,0
2089,25,entrepreneur,347,cellular,aug,1,-1,unknown,tertiary,20,267,0,1
5138,46,housemaid,296,unknown,jun,4,-1,unknown,primary,20,205,0,0
3511,38,technician,1805,unknown,jun,2,-1,unknown,tertiary,9,952,0,1
7243,44,blue-collar,1265,cellular,jul,1,-1,unknown,primary,16,555,0,1
3555,49,blue-collar,102,cellular,aug,2,-1,unknown,secondary,29,210,0,0
5144,59,retired,93,unknown,may,2,-1,unknown,secondary,26,193,0,0
6325,27,admin.,1293,cellular,apr,3,-1,unknown,secondary,8,1665,0,1
5590,39,blue-collar,142,cellular,jul,4,-1,unknown,secondary,14,424,0,0
1864,36,management,2161,cellular,sep,2,183,success,tertiary,8,708,5,1
4618,31,management,4148,cellular,nov,3,99,other,tertiary,21,316,9,1
4673,43,blue-collar,1202,unknown,may,1,-1,unknown,primary,30,295,0,0
932,40,services,224,cellular,apr,2,-1,unknown,secondary,17,875,0,1
514,57,blue-collar,773,unknown,jun,8,-1,unknown,secondary,18,97,0,0
7128,33,services,772,cellular,jan,2,259,success,secondary,29,323,3,0
5342,44,entrepreneur,1631,cellular,nov,1,195,failure,tertiary,17,81,2,0
922,39,technician,-1451,cellular,jul,5,-1,unknown,secondary,30,65,0,0
162,28,self-employed,805,cellular,nov,5,170,failure,tertiary,12,116,2,0
5008,34,admin.,303,cellular,jun,3,126,failure,secondary,4,282,3,1
197,39,blue-collar,1317,cellular,nov,1,170,other,primary,20,543,4,1
1420,29,blue-collar,104,cellular,may,4,-1,unknown,secondary,18,903,0,1
5501,29,management,231,cellular,may,1,14,failure,secondary,14,1075,1,1
7047,49,services,947,unknown,jun,2,-1,unknown,secondary,20,808,0,1
1629,37,technician,127,cellular,aug,1,193,success,tertiary,25,192,1,1
3198,22,management,104,cellular,oct,1,185,success,tertiary,18,509,3,1
5413,44,admin.,205,cellular,nov,1,-1,unknown,secondary,3,289,0,1
6464,48,management,399,cellular,aug,1,-1,unknown,tertiary,7,126,0,0
2809,39,blue-collar,62,cellular,may,3,-1,unknown,secondary,7,877,0,1
4143,37,unemployed,4969,cellular,may,1,-1,unknown,secondary,6,169,0,0
5864,40,blue-collar,-90,unknown,may,1,-1,unknown,secondary,28,130,0,0
5457,39,admin.,378,unknown,jun,5,-1,unknown,unknown,20,17,0,0
126,43,services,774,cellular,jun,1,91,success,secondary,24,482,2,1
5004,63,retired,18016,cellular,jul,1,-1,unknown,secondary,7,371,0,1
1489,34,technician,294,cellular,jun,3,-1,unknown,secondary,8,301,0,1
5852,30,blue-collar,185,unknown,jun,1,-1,unknown,primary,26,11,0,0
1276,26,self-employed,2857,cellular,jul,1,-1,unknown,tertiary,3,446,0,1
5010,51,management,346,cellular,feb,1,92,success,tertiary,12,122,5,1
99,33,blue-collar,15341,cellular,apr,1,334,failure,secondary,20,335,3,0
5189,36,management,625,cellular,jul,9,-1,unknown,tertiary,18,1360,0,1
3982,71,retired,1712,cellular,feb,1,-1,unknown,secondary,11,660,0,1
1918,42,blue-collar,7735,cellular,apr,1,144,failure,primary,13,166,2,0
6991,29,blue-collar,580,cellular,apr,2,-1,unknown,secondary,17,1311,0,1
5711,27,management,616,cellular,may,1,101,other,tertiary,22,685,1,1
190,37,technician,189,cellular,jun,2,-1,unknown,unknown,16,162,0,1
3941,42,management,0,cellular,aug,2,-1,unknown,tertiary,13,325,0,0
5588,50,management,1612,cellular,jun,2,98,other,tertiary,15,532,2,1
4594,61,blue-collar,1428,unknown,may,2,-1,unknown,primary,5,82,0,0
17,31,technician,863,cellular,feb,1,263,success,secondary,3,146,5,0
4165,48,blue-collar,238,cellular,jun,2,81,success,secondary,2,118,1,0
1350,33,services,227,cellular,aug,2,-1,unknown,secondary,13,477,0,1
4460,29,technician,113,cellular,feb,2,183,success,secondary,12,328,4,1
2853,39,blue-collar,5222,unknown,may,1,-1,unknown,secondary,28,102,0,0
4967,30,technician,411,cellular,oct,3,149,failure,tertiary,22,127,2,1
4632,44,admin.,1248,cellular,may,3,-1,unknown,secondary,8,428,0,0
2153,27,technician,643,cellular,jul,1,-1,unknown,secondary,13,317,0,1
3094,28,self-employed,160,unknown,nov,1,-1,unknown,tertiary,11,158,0,1
5017,47,management,86,cellular,aug,1,97,success,tertiary,5,253,4,1
6631,47,blue-collar,665,cellular,aug,3,-1,unknown,secondary,18,885,0,0
3834,30,blue-collar,282,unknown,may,2,-1,unknown,secondary,23,148,0,0
3972,49,technician,503,unknown,jul,2,-1,unknown,tertiary,1,297,0,0
4377,30,admin.,4168,cellular,jun,1,-1,unknown,tertiary,3,198,0,0
4525,31,management,78,cellular,jul,2,-1,unknown,tertiary,22,369,0,0
1248,54,housemaid,1213,cellular,nov,1,-1,unknown,secondary,12,241,0,1
2863,60,retired,5632,cellular,jul,7,-1,unknown,secondary,30,380,0,0
4415,45,admin.,46,cellular,may,1,-1,unknown,secondary,5,234,0,0
1507,30,technician,2567,cellular,jun,4,-1,unknown,secondary,18,813,0,1
4009,30,services,268,unknown,jul,1,-1,unknown,secondary,24,86,0,0
4928,42,blue-collar,625,unknown,jun,3,-1,unknown,secondary,19,651,0,1
7011,35,services,341,cellular,may,1,-1,unknown,secondary,14,345,0,1
5964,31,admin.,131,cellular,jun,1,-1,unknown,secondary,15,151,0,1
6085,29,self-employed,1579,cellular,jul,1,181,success,tertiary,13,178,4,1
2711,46,management,802,telephone,jul,1,-1,unknown,unknown,25,417,0,0
7235,35,management,867,unknown,jun,3,-1,unknown,tertiary,2,230,0,1
6814,36,management,-633,cellular,jul,1,-1,unknown,tertiary,17,106,0,0
5192,48,management,-244,unknown,may,1,-1,unknown,tertiary,5,253,0,0
5536,27,admin.,3415,cellular,oct,3,184,success,secondary,9,266,1,1
5229,72,retired,0,telephone,aug,1,-1,unknown,primary,28,359,0,0
3897,39,management,-468,cellular,aug,2,-1,unknown,tertiary,8,88,0,0
1517,35,blue-collar,520,cellular,apr,1,-1,unknown,unknown,17,476,0,1
4636,59,blue-collar,6212,cellular,may,2,-1,unknown,primary,5,574,0,0
4562,41,services,-140,unknown,jun,1,-1,unknown,secondary,6,190,0,0
81,42,admin.,241,cellular,may,3,-1,unknown,secondary,15,1012,0,1
218,33,management,2485,cellular,nov,2,-1,unknown,tertiary,2,91,0,0
123,30,admin.,8781,cellular,nov,1,-1,unknown,secondary,18,898,0,1
2358,37,entrepreneur,4798,unknown,may,2,-1,unknown,tertiary,20,156,0,0
4492,47,admin.,3957,telephone,may,3,334,other,secondary,11,58,3,0
3135,25,technician,3411,cellular,aug,2,-1,unknown,tertiary,19,225,0,1
4862,48,technician,67,unknown,may,4,-1,unknown,unknown,14,328,0,0
5475,32,management,2431,cellular,may,5,-1,unknown,tertiary,14,646,0,1
6281,28,blue-collar,4287,cellular,apr,1,-1,unknown,secondary,30,171,0,0
3355,33,technician,1699,cellular,aug,1,-1,unknown,tertiary,4,600,0,1
4359,49,blue-collar,1946,cellular,oct,1,95,success,secondary,19,192,1,1
346,30,blue-collar,228,cellular,feb,1,365,failure,secondary,5,232,1,0
6519,38,technician,0,cellular,jul,4,-1,unknown,secondary,15,146,0,0
4966,37,blue-collar,509,cellular,apr,1,-1,unknown,secondary,20,172,0,0
536,50,technician,892,unknown,may,1,-1,unknown,secondary,15,234,0,0
4866,28,management,278,cellular,jan,1,-1,unknown,tertiary,29,194,0,0
2967,33,management,621,cellular,aug,5,-1,unknown,tertiary,12,913,0,0
6980,33,self-employed,562,cellular,apr,1,363,failure,tertiary,6,196,1,1
1796,40,technician,360,unknown,may,1,-1,unknown,secondary,9,73,0,0
6521,52,unemployed,959,telephone,jul,2,-1,unknown,primary,30,694,0,1
624,55,management,86,telephone,jun,1,-1,unknown,tertiary,16,64,0,0
4175,38,management,676,cellular,may,3,-1,unknown,tertiary,15,59,0,0
3480,35,blue-collar,4822,unknown,may,2,-1,unknown,unknown,20,843,0,1
1701,32,self-employed,1942,unknown,may,9,-1,unknown,secondary,30,84,0,0
3225,36,housemaid,2880,unknown,jun,1,-1,unknown,secondary,12,283,0,0
3789,50,blue-collar,907,cellular,jul,1,-1,unknown,secondary,16,68,0,0
7337,25,student,154,cellular,sep,1,183,success,secondary,2,382,3,1
1089,46,self-employed,137,unknown,may,1,-1,unknown,tertiary,5,246,0,0
466,53,management,37,cellular,aug,9,-1,unknown,tertiary,28,51,0,0
4538,33,management,3143,cellular,jun,2,-1,unknown,tertiary,29,421,0,1
1919,70,retired,2346,cellular,feb,1,184,failure,primary,24,694,5,1
5036,41,technician,1104,unknown,jun,1,-1,unknown,tertiary,9,352,0,0
3253,30,management,4889,cellular,aug,2,-1,unknown,tertiary,11,545,0,1
6144,38,admin.,1988,cellular,jun,1,67,success,tertiary,2,103,4,1
4254,39,technician,15,cellular,apr,1,-1,unknown,secondary,30,510,0,1
728,42,technician,994,cellular,may,5,-1,unknown,secondary,25,365,0,0
5410,55,technician,3899,telephone,jul,4,-1,unknown,secondary,28,596,0,1
6694,73,retired,1388,cellular,jul,3,190,success,primary,20,146,3,0
1795,58,admin.,169,cellular,may,3,87,success,secondary,13,336,5,1
2299,25,admin.,96,unknown,may,2,-1,unknown,secondary,9,176,0,0
5083,33,services,22,unknown,may,1,-1,unknown,secondary,5,71,0,0
2237,35,blue-collar,22,cellular,may,2,302,other,primary,15,1190,2,1
399,36,technician,1109,cellular,aug,2,-1,unknown,tertiary,13,328,0,0
3658,48,blue-collar,863,telephone,may,5,350,success,secondary,4,412,2,1
183,47,unemployed,312,cellular,jul,1,-1,unknown,secondary,29,884,0,1
6541,86,retired,0,telephone,aug,1,-1,unknown,primary,26,189,0,1
7374,21,student,2488,cellular,oct,1,-1,unknown,secondary,12,180,0,1
4923,45,management,3150,cellular,nov,2,-1,unknown,tertiary,17,101,0,0
5162,29,technician,1856,cellular,may,1,-1,unknown,secondary,18,134,0,0
3092,29,blue-collar,322,unknown,jun,1,96,other,secondary,14,434,6,1
4677,33,technician,370,cellular,aug,4,-1,unknown,secondary,11,145,0,0
1744,58,management,473,cellular,feb,1,262,success,tertiary,18,1109,1,1
485,33,management,968,cellular,aug,10,-1,unknown,tertiary,28,95,0,0
3055,27,services,0,cellular,jul,13,-1,unknown,secondary,22,1608,0,1
4490,30,entrepreneur,0,unknown,may,1,-1,unknown,primary,27,1051,0,1
2737,46,entrepreneur,1920,cellular,aug,6,-1,unknown,tertiary,22,604,0,1
4508,29,student,110,unknown,may,3,-1,unknown,secondary,7,169,0,0
2362,36,services,4721,cellular,jun,1,92,success,secondary,9,150,5,1
2687,40,unemployed,1908,cellular,feb,2,-1,unknown,primary,5,1661,0,1
1137,19,student,372,telephone,jul,3,-1,unknown,secondary,8,444,0,1
1050,44,management,12,cellular,nov,2,-1,unknown,tertiary,19,126,0,0
6779,41,admin.,0,unknown,jun,1,-1,unknown,secondary,20,89,0,0
5701,29,management,92,cellular,mar,5,-1,unknown,tertiary,2,175,0,1
7369,41,unemployed,216,cellular,jun,3,-1,unknown,primary,5,577,0,1
265,32,technician,1995,cellular,apr,1,-1,unknown,secondary,20,121,0,1
1707,56,management,4623,cellular,aug,1,-1,unknown,unknown,17,348,0,1
