,job,balance,housing,loan,contact,month,campaign,poutcome,deposit
3716,blue-collar,0,yes,no,cellular,oct,1,failure,no
2142,blue-collar,292,yes,yes,unknown,may,18,unknown,no
6489,technician,920,yes,no,cellular,oct,1,failure,no
4259,admin.,865,yes,no,cellular,jul,1,failure,no
3631,management,2,no,no,cellular,aug,21,unknown,no
3321,technician,410,yes,no,cellular,nov,2,unknown,no
4499,blue-collar,0,yes,yes,cellular,jul,3,unknown,yes
1222,admin.,0,yes,no,cellular,apr,1,unknown,no
404,retired,2469,yes,no,telephone,jul,2,unknown,yes
2143,retired,229,no,no,telephone,oct,1,unknown,yes
1463,admin.,10041,yes,no,cellular,nov,2,other,no
453,admin.,14968,no,no,cellular,jul,4,unknown,yes
5345,self-employed,918,yes,no,unknown,may,1,unknown,no
1532,admin.,2556,yes,no,cellular,apr,1,unknown,no
4047,blue-collar,1089,yes,no,cellular,may,3,unknown,yes
6388,technician,293,no,no,cellular,mar,1,unknown,yes
3104,retired,630,no,no,cellular,aug,1,unknown,no
3401,management,2904,yes,no,unknown,may,2,unknown,yes
3919,technician,1679,no,no,telephone,oct,1,unknown,yes
492,technician,3994,no,yes,cellular,apr,2,unknown,yes
6137,management,4291,no,no,cellular,aug,9,unknown,yes
75,blue-collar,157,yes,no,cellular,jul,2,unknown,no
6849,blue-collar,218,yes,no,cellular,may,6,unknown,yes
5788,management,203,no,no,cellular,oct,1,unknown,yes
614,technician,223,no,yes,cellular,jul,3,unknown,yes
5261,technician,0,no,no,cellular,mar,2,unknown,yes
4366,admin.,1575,no,no,cellular,nov,1,unknown,no
5614,technician,1977,yes,no,cellular,may,1,unknown,yes
6633,technician,4,no,no,unknown,may,4,unknown,no
5492,housemaid,0,no,no,cellular,aug,2,unknown,no
4910,technician,198,no,no,cellular,aug,13,unknown,no
4093,technician,11016,no,no,unknown,jun,3,unknown,no
5032,blue-collar,13,yes,no,unknown,jul,1,unknown,no
3483,technician,801,no,no,cellular,aug,5,unknown,yes
4006,unemployed,3430,yes,no,cellular,nov,3,unknown,no
5600,services,152,yes,no,cellular,may,2,success,yes
5483,admin.,260,no,no,cellular,jan,1,unknown,no
4424,admin.,46,yes,no,cellular,may,1,unknown,no
5534,blue-collar,-276,yes,no,cellular,may,1,unknown,yes
5146,services,2411,yes,no,cellular,oct,1,failure,yes
5184,housemaid,256,no,no,cellular,aug,1,unknown,no
3578,technician,1130,no,no,cellular,feb,1,unknown,yes
4244,management,441,no,no,cellular,aug,9,unknown,no
6433,housemaid,0,no,yes,cellular,jul,2,unknown,no
358,student,779,no,no,cellular,apr,4,unknown,yes
1466,technician,1039,no,no,cellular,aug,3,unknown,no
6532,management,2693,no,no,cellular,sep,1,success,yes
1613,retired,2398,no,no,cellular,apr,1,failure,no
4025,technician,11862,no,no,cellular,feb,1,unknown,yes
2110,admin.,2235,yes,yes,unknown,may,2,unknown,no
2918,blue-collar,25,yes,no,cellular,may,3,unknown,no
387,technician,3338,yes,no,cellular,dec,2,unknown,yes
646,admin.,6979,yes,no,cellular,may,5,unknown,no
3999,management,1619,no,no,cellular,apr,2,unknown,yes
5538,blue-collar,306,no,no,cellular,jan,1,unknown,yes
2405,admin.,3608,yes,no,cellular,may,8,success,yes
433,admin.,-241,no,yes,unknown,jun,2,unknown,yes
567,blue-collar,209,no,no,cellular,aug,6,unknown,no
4707,blue-collar,178,yes,no,unknown,may,1,unknown,no
7250,blue-collar,5060,no,no,unknown,nov,1,unknown,yes
3189,technician,1345,yes,no,cellular,nov,1,failure,no
3717,admin.,903,no,no,cellular,jan,1,unknown,no
859,services,-379,yes,yes,cellular,jul,7,unknown,yes
1659,blue-collar,0,yes,no,cellular,jul,2,unknown,no
6946,management,86,no,no,unknown,jun,2,unknown,no
616,blue-collar,-97,yes,no,cellular,feb,4,failure,no
7115,services,0,yes,no,cellular,jul,9,unknown,yes
4030,retired,209,no,no,cellular,aug,3,failure,yes
6614,self-employed,3698,yes,no,cellular,mar,1,unknown,yes
7251,management,156,yes,no,unknown,jun,9,unknown,no
4940,services,136,no,no,cellular,apr,1,unknown,yes
2280,management,0,yes,no,cellular,may,1,unknown,no
1339,blue-collar,5903,yes,no,unknown,may,1,unknown,no
5058,blue-collar,230,no,yes,unknown,jun,1,unknown,no
3633,management,162,no,no,cellular,aug,4,unknown,no
1879,blue-collar,162,no,no,cellular,aug,3,unknown,yes
3017,blue-collar,1025,yes,no,cellular,jun,1,unknown,no
1704,self-employed,14522,no,no,cellular,nov,7,unknown,no
4870,services,297,yes,yes,cellular,jul,5,unknown,no
1994,technician,2847,no,no,cellular,apr,1,unknown,yes
432,management,3301,yes,no,cellular,jun,2,failure,yes
7338,services,1082,yes,yes,cellular,nov,1,unknown,no
3532,technician,629,yes,no,cellular,may,1,unknown,no
7180,services,4216,no,no,cellular,dec,2,success,yes
3785,technician,590,no,no,cellular,may,1,unknown,yes
1507,housemaid,312,yes,yes,cellular,jul,7,unknown,no
2119,technician,3399,no,no,telephone,nov,2,success,yes
4599,admin.,26,no,yes,telephone,jul,4,unknown,no
7227,retired,1574,no,no,telephone,jul,3,unknown,yes
969,services,327,yes,no,unknown,may,1,unknown,no
5497,admin.,2345,yes,no,cellular,may,2,failure,yes
7334,management,583,no,no,cellular,nov,1,failure,yes
3492,technician,2002,no,no,cellular,jan,1,unknown,yes
3135,admin.,1596,no,no,cellular,sep,1,unknown,yes
179,unemployed,312,no,no,cellular,jul,1,unknown,yes
2424,services,1337,no,no,cellular,apr,1,unknown,yes
5445,management,2487,no,no,cellular,apr,1,unknown,no
6282,blue-collar,802,yes,yes,cellular,may,2,unknown,yes
4767,blue-collar,785,yes,no,cellular,may,2,unknown,yes
6011,retired,155,no,no,telephone,mar,1,success,yes
781,management,1795,no,no,cellular,aug,7,unknown,yes
5183,retired,393,no,yes,cellular,jul,1,failure,yes
1257,blue-collar,2265,no,no,cellular,may,4,success,no
686,blue-collar,377,no,yes,unknown,jun,5,unknown,no
1109,blue-collar,576,yes,yes,unknown,may,1,unknown,no
2649,technician,0,yes,no,cellular,jul,1,unknown,no
652,admin.,-60,no,no,cellular,nov,1,unknown,no
1073,management,3301,yes,no,cellular,nov,2,failure,no
5361,management,158,no,no,cellular,jun,1,success,yes
4850,services,92,no,no,cellular,nov,1,unknown,yes
6972,technician,2480,no,no,cellular,aug,2,unknown,yes
284,management,107,yes,yes,telephone,oct,1,unknown,yes
4097,management,1240,yes,no,cellular,feb,2,other,no
7144,technician,18,no,no,cellular,aug,2,unknown,no
5451,blue-collar,33,no,yes,unknown,jun,3,unknown,yes
5189,admin.,2509,no,no,cellular,may,3,success,yes
2135,admin.,989,no,no,unknown,jun,1,unknown,no
563,management,398,no,no,cellular,apr,2,unknown,yes
292,technician,969,no,no,cellular,jun,1,unknown,no
5557,self-employed,162,no,yes,cellular,jul,1,unknown,no
3156,services,61,no,no,unknown,jun,1,unknown,yes
3227,technician,2201,no,no,telephone,apr,1,unknown,yes
2114,self-employed,1,no,no,cellular,jul,3,unknown,no
754,retired,0,no,no,cellular,sep,1,unknown,yes
3753,blue-collar,3598,no,no,unknown,jun,1,unknown,no
6661,retired,2714,no,no,cellular,may,1,failure,yes
1723,student,132,no,no,cellular,oct,1,success,yes
2706,management,2665,yes,no,cellular,jun,2,failure,yes
5362,management,687,yes,yes,telephone,jul,3,unknown,no
2912,self-employed,168,no,no,cellular,nov,1,success,yes
1522,admin.,2378,yes,yes,telephone,jul,1,unknown,no
1359,services,550,yes,no,cellular,may,2,unknown,no
1776,management,4,yes,no,cellular,jul,1,success,no
5196,retired,734,no,no,cellular,aug,4,unknown,yes
5569,blue-collar,508,yes,yes,unknown,jun,5,unknown,no
1706,admin.,252,yes,no,cellular,may,1,unknown,no
2468,student,132,no,no,cellular,jul,1,unknown,yes
6776,blue-collar,1,yes,no,cellular,nov,3,unknown,no
5391,management,1423,yes,no,telephone,jul,3,unknown,yes
41,technician,950,yes,no,cellular,jul,1,unknown,no
2410,admin.,1131,no,yes,cellular,may,1,unknown,no
7186,blue-collar,414,no,no,cellular,feb,1,unknown,no
6230,retired,1,no,no,cellular,feb,1,success,yes
5219,blue-collar,-382,yes,no,cellular,jul,2,unknown,no
4204,blue-collar,535,no,no,cellular,may,1,success,yes
4283,blue-collar,258,yes,no,cellular,may,2,unknown,no
5975,services,1134,no,no,unknown,jun,2,unknown,no
2363,management,810,no,no,cellular,sep,1,success,yes
1178,technician,1354,no,no,cellular,sep,3,success,yes
329,technician,371,yes,yes,cellular,oct,1,unknown,yes
2461,technician,2269,yes,no,cellular,apr,1,failure,no
2210,management,1429,yes,no,cellular,nov,1,other,yes
4131,blue-collar,2112,no,no,cellular,aug,2,unknown,yes
3458,management,256,no,no,cellular,jun,2,success,yes
6957,blue-collar,754,yes,no,unknown,may,4,unknown,yes
6729,blue-collar,1096,no,yes,unknown,may,1,unknown,no
7174,blue-collar,400,no,no,cellular,may,3,unknown,yes
4235,blue-collar,1636,no,no,telephone,jul,2,unknown,yes
218,management,6158,yes,no,cellular,apr,5,failure,yes
3521,retired,3114,no,no,cellular,may,2,success,yes
2118,retired,3417,no,no,cellular,nov,1,unknown,yes
417,retired,2600,no,no,cellular,nov,2,success,yes
6746,technician,1270,no,no,cellular,apr,2,unknown,no
173,blue-collar,25,no,no,cellular,aug,2,unknown,yes
2742,blue-collar,180,yes,no,cellular,may,1,unknown,no
3830,services,1629,yes,no,unknown,may,2,unknown,no
995,management,4642,yes,no,cellular,nov,1,unknown,yes
3892,management,4335,yes,no,cellular,nov,1,unknown,no
3331,management,-449,yes,no,cellular,may,1,unknown,yes
1936,student,620,no,no,cellular,may,1,success,yes
174,retired,0,no,no,cellular,aug,1,unknown,no
4784,services,54,yes,no,cellular,jul,1,unknown,no
2491,entrepreneur,-799,no,yes,cellular,jul,3,unknown,yes
1636,self-employed,1612,yes,no,cellular,may,1,unknown,yes
512,blue-collar,2087,yes,no,cellular,aug,1,failure,yes
763,blue-collar,1730,yes,no,cellular,apr,1,unknown,yes
1016,housemaid,61,no,no,cellular,jul,5,unknown,no
466,technician,4930,no,yes,cellular,feb,2,unknown,no
7178,unemployed,1212,no,no,cellular,aug,1,failure,no
7084,blue-collar,-9,yes,yes,cellular,may,1,unknown,yes
632,technician,-211,yes,no,unknown,may,3,unknown,no
4669,services,6170,no,no,cellular,aug,4,unknown,yes
255,technician,599,no,no,cellular,nov,1,unknown,no
2695,admin.,1104,yes,no,cellular,jul,7,unknown,no
5843,services,0,yes,no,cellular,feb,2,other,yes
6678,housemaid,5260,yes,no,cellular,jul,2,unknown,no
1434,admin.,1104,yes,no,unknown,may,2,unknown,no
2053,admin.,1871,no,no,cellular,jun,1,unknown,yes
7036,blue-collar,622,yes,no,cellular,may,1,unknown,no
885,blue-collar,2295,no,no,cellular,aug,10,unknown,no
847,management,682,no,no,cellular,aug,6,unknown,yes
2486,admin.,437,yes,no,cellular,may,2,success,yes
6387,entrepreneur,714,yes,no,unknown,may,4,unknown,no
6424,housemaid,1563,yes,no,cellular,nov,2,unknown,no
4042,admin.,378,no,no,cellular,jul,8,unknown,yes
251,self-employed,132,no,no,cellular,apr,1,unknown,yes
3357,student,1562,no,no,cellular,feb,4,unknown,yes
1800,self-employed,42,yes,no,cellular,mar,1,unknown,yes
455,management,2044,yes,no,cellular,may,3,failure,no
4450,blue-collar,61,yes,no,cellular,may,1,unknown,yes
3606,self-employed,84,no,no,cellular,aug,4,unknown,no
5654,management,1942,yes,yes,cellular,nov,2,other,yes
1431,management,79,no,no,unknown,jun,3,unknown,no
6269,services,658,no,no,cellular,may,1,unknown,no
4736,management,134,no,yes,cellular,aug,2,unknown,no
6491,management,255,no,no,cellular,aug,6,success,yes
3178,blue-collar,739,yes,no,cellular,may,2,failure,no
5942,blue-collar,649,yes,no,cellular,apr,1,unknown,yes
1480,student,3054,no,no,cellular,apr,1,other,yes
2080,management,6060,yes,no,cellular,apr,1,failure,yes
7080,admin.,1947,no,no,telephone,oct,1,unknown,yes
6598,services,191,yes,yes,cellular,may,1,unknown,no
3056,blue-collar,2227,no,no,cellular,aug,12,unknown,no
4604,technician,69,yes,no,cellular,may,3,unknown,no
6214,admin.,11,yes,no,cellular,jul,4,unknown,no
744,blue-collar,-636,yes,no,unknown,may,3,unknown,no
1897,management,0,no,no,cellular,aug,5,unknown,yes
5155,admin.,2120,no,no,cellular,aug,4,unknown,yes
5462,admin.,4874,no,no,unknown,jun,3,unknown,no
4684,retired,22,no,no,unknown,jun,4,unknown,no
1728,blue-collar,18,yes,no,cellular,may,2,other,no
3168,management,682,no,no,cellular,aug,3,unknown,no
7125,blue-collar,4709,no,no,cellular,aug,4,unknown,no
804,technician,311,no,no,cellular,aug,2,unknown,yes
4362,unknown,2443,no,no,unknown,jun,8,unknown,no
6092,management,373,no,no,cellular,feb,6,unknown,yes
508,unemployed,759,no,no,cellular,jan,1,failure,no
7102,self-employed,0,no,no,cellular,nov,1,unknown,no
6018,blue-collar,1236,yes,no,cellular,may,3,unknown,yes
6841,blue-collar,292,no,no,cellular,feb,1,unknown,yes
3556,blue-collar,102,no,no,cellular,aug,2,unknown,no
3528,management,552,yes,no,cellular,aug,2,unknown,no
5330,admin.,140,yes,no,cellular,may,2,failure,no
5606,management,382,no,no,cellular,nov,2,unknown,no
5876,management,7162,no,no,cellular,nov,1,unknown,no
1627,technician,-487,yes,no,cellular,apr,1,unknown,yes
6019,blue-collar,1125,yes,no,cellular,jan,1,unknown,yes
6992,technician,211,no,no,telephone,feb,2,unknown,no
3434,blue-collar,317,yes,no,unknown,may,10,unknown,no
7237,management,736,yes,no,cellular,apr,2,other,yes
6712,management,0,no,no,cellular,may,1,unknown,no
7108,blue-collar,423,yes,no,cellular,apr,1,unknown,yes
6380,technician,426,yes,no,telephone,nov,4,failure,no
2881,entrepreneur,2686,yes,no,cellular,jul,3,unknown,yes
4878,management,2679,no,no,cellular,nov,3,unknown,yes
4073,management,234,no,no,cellular,aug,6,unknown,no
3436,housemaid,1310,yes,yes,cellular,jul,2,unknown,no
1304,technician,883,no,no,cellular,aug,3,unknown,no
4741,admin.,1696,no,no,unknown,jun,3,unknown,no
6840,blue-collar,462,yes,no,cellular,may,1,unknown,yes
1538,technician,235,no,no,cellular,mar,2,other,yes
4949,blue-collar,537,no,yes,cellular,jul,6,unknown,no
2906,blue-collar,121,yes,no,cellular,nov,1,unknown,yes
5898,management,-321,no,no,cellular,feb,2,other,no
6020,blue-collar,22,yes,no,unknown,may,1,unknown,no
4163,technician,1235,no,no,cellular,aug,3,unknown,yes
3351,blue-collar,-20,yes,no,unknown,may,2,unknown,yes
715,blue-collar,2999,no,no,unknown,jun,6,unknown,yes
1987,technician,116,yes,no,cellular,aug,2,unknown,yes
5322,admin.,265,yes,no,cellular,may,1,success,yes
5305,management,307,yes,no,cellular,jun,1,unknown,yes
6865,retired,499,yes,yes,cellular,jan,1,unknown,no
3142,technician,85,yes,no,unknown,may,4,unknown,yes
5153,housemaid,296,yes,no,unknown,jun,4,unknown,no
2740,entrepreneur,13342,yes,no,cellular,nov,1,unknown,no
3267,management,2892,no,no,cellular,jul,1,success,yes
3416,management,1309,no,no,cellular,jul,1,unknown,yes
4203,technician,179,no,no,cellular,jul,1,unknown,yes
2541,unemployed,234,no,no,cellular,aug,1,unknown,yes
6130,unemployed,3754,no,no,cellular,feb,2,unknown,yes
957,management,478,no,yes,cellular,jul,1,unknown,no
802,admin.,96,no,no,cellular,aug,1,failure,yes
3802,retired,2626,no,no,cellular,sep,2,unknown,yes
3127,management,3384,no,no,cellular,mar,3,success,yes
6904,management,4718,yes,no,cellular,nov,1,unknown,yes
6683,retired,1490,no,no,cellular,jun,1,unknown,yes
3525,entrepreneur,306,yes,no,unknown,jun,3,unknown,no
4250,technician,161,no,no,cellular,aug,9,unknown,no
1240,admin.,826,no,no,unknown,jun,1,unknown,yes
7254,admin.,260,yes,no,cellular,nov,1,success,yes
5018,student,486,no,no,cellular,sep,3,failure,yes
4585,admin.,260,yes,no,cellular,may,1,success,yes
407,blue-collar,229,yes,yes,unknown,may,1,unknown,no
3403,management,808,yes,no,cellular,aug,16,unknown,no
5167,admin.,994,no,no,cellular,may,1,success,yes
5021,retired,18016,no,no,cellular,jul,1,unknown,yes
5892,unemployed,890,no,no,cellular,feb,4,unknown,no
3574,housemaid,7195,no,no,cellular,nov,2,unknown,yes
4098,management,1388,yes,no,cellular,apr,1,unknown,yes
6125,technician,726,no,no,cellular,sep,2,unknown,yes
3317,unknown,3,no,no,cellular,jul,2,unknown,no
6908,management,1379,yes,no,unknown,may,3,unknown,no
706,management,155,yes,no,cellular,may,4,other,no
7220,management,2152,no,no,cellular,feb,3,unknown,yes
281,blue-collar,2590,yes,no,unknown,may,6,unknown,no
6833,admin.,1487,no,no,unknown,jun,2,unknown,no
6612,retired,48,no,no,cellular,sep,3,success,yes
907,management,11,yes,no,cellular,jul,1,unknown,no
5158,retired,93,no,no,unknown,may,2,unknown,no
5756,admin.,620,yes,no,unknown,may,3,unknown,yes
928,services,-475,yes,no,telephone,may,3,unknown,no
2701,admin.,299,yes,no,unknown,jun,1,unknown,no
5649,management,12857,yes,no,cellular,nov,1,unknown,yes
3423,self-employed,411,no,no,unknown,jun,4,unknown,no
5620,blue-collar,0,yes,no,unknown,may,3,unknown,no
6981,management,299,no,no,cellular,nov,3,unknown,no
46,management,2599,no,no,cellular,apr,2,unknown,yes
2072,retired,2850,no,no,cellular,feb,1,unknown,yes
1409,blue-collar,-14,yes,no,cellular,may,2,unknown,no
815,blue-collar,-67,yes,no,unknown,may,1,unknown,no
5041,technician,16992,yes,no,unknown,may,1,unknown,no
4570,admin.,81,no,yes,cellular,nov,1,unknown,no
165,technician,261,yes,no,cellular,jan,2,failure,no
4063,services,1543,yes,no,cellular,may,1,failure,yes
3790,self-employed,121,yes,no,unknown,may,2,unknown,yes
5912,admin.,2498,no,no,cellular,aug,1,unknown,yes
5071,admin.,17,yes,no,cellular,may,1,failure,no
6070,self-employed,353,no,no,cellular,aug,2,success,yes
58,blue-collar,154,yes,no,unknown,may,1,unknown,yes
6128,management,187,no,no,cellular,aug,1,unknown,no
2662,management,576,no,no,cellular,aug,3,unknown,yes
6926,self-employed,506,no,no,cellular,nov,1,failure,yes
798,admin.,206,yes,no,unknown,may,1,unknown,no
1918,retired,2346,no,no,cellular,feb,1,failure,yes
6038,management,250,no,no,cellular,mar,6,unknown,yes
3290,management,255,no,yes,cellular,jul,4,unknown,yes
4985,technician,4718,no,no,cellular,jul,1,unknown,yes
6716,self-employed,91,no,no,unknown,may,1,unknown,no
5773,blue-collar,568,yes,no,cellular,jul,1,unknown,no
2753,admin.,186,yes,no,cellular,may,1,unknown,no
5507,self-employed,4418,yes,no,cellular,nov,3,unknown,no
3203,technician,706,yes,no,cellular,may,1,unknown,yes
6878,services,271,yes,no,unknown,may,2,unknown,yes
5641,technician,289,yes,no,cellular,aug,4,unknown,yes
615,technician,160,yes,no,unknown,may,1,unknown,no
7309,technician,901,yes,no,unknown,may,3,unknown,no
579,technician,196,yes,no,cellular,nov,1,unknown,no
232,management,3236,no,no,cellular,may,2,other,yes
1876,management,13578,yes,no,cellular,nov,2,unknown,no
6734,self-employed,1070,yes,no,cellular,aug,2,success,yes
2160,blue-collar,668,yes,no,cellular,may,6,success,no
6068,admin.,-170,yes,yes,unknown,may,1,unknown,no
6872,retired,2896,no,no,cellular,jul,1,success,yes
3772,admin.,338,no,no,cellular,oct,1,unknown,yes
7408,management,13901,yes,no,cellular,nov,1,unknown,no
7202,blue-collar,3311,yes,no,unknown,may,1,unknown,yes
5150,entrepreneur,538,no,no,cellular,nov,4,unknown,yes
4359,admin.,3160,no,no,unknown,jun,13,unknown,no
4373,management,630,no,no,cellular,sep,1,other,yes
5928,blue-collar,284,yes,yes,cellular,apr,2,failure,no
4022,blue-collar,303,no,no,unknown,jun,1,unknown,no
6753,admin.,777,yes,no,cellular,may,3,failure,no
6985,admin.,855,yes,no,unknown,may,3,unknown,no
2244,blue-collar,679,yes,yes,cellular,may,1,unknown,no
460,retired,2557,yes,no,cellular,nov,1,success,yes
5731,blue-collar,2854,yes,no,cellular,may,1,unknown,no
4195,blue-collar,943,yes,no,unknown,may,3,unknown,no
961,management,-601,yes,no,unknown,may,2,unknown,no
1674,admin.,228,yes,no,cellular,jun,1,success,yes
6037,technician,6843,no,no,cellular,nov,1,other,yes
6394,housemaid,795,yes,no,unknown,may,3,unknown,no
5351,technician,0,yes,no,cellular,jun,2,unknown,yes
4591,services,207,yes,no,cellular,may,4,unknown,yes
5209,retired,3324,no,no,cellular,feb,1,unknown,no
3692,retired,1515,yes,no,cellular,oct,1,failure,no
5474,retired,493,no,no,cellular,oct,1,failure,no
778,admin.,2469,no,no,cellular,jul,8,unknown,no
1428,blue-collar,2775,no,yes,cellular,jul,1,unknown,no
